Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”,Name: “Table 1 of 1 on page 16 of 78”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Bedford -continued,Bedford -continued,Bedford -continued,,,
Name: Tuck's Sawmill,Name: Tuck's Sawmill,,Employee's:,Plant: Hardwood Sawmill,
Address:,2300 Old Country Rd.,2300 Old Country Rd.,1 - 3,Products: Rough Green Lumber,
"Bedford , Va",24523,,,,
Phone:540-585-1866,Phone:540-585-1866,Fax:,,Species:,Mixed Hardwoods
Contact: Richard Tuck,Contact: Richard Tuck,,,,
Bland,,,,,
Name: Kinder Enterprise,Name: Kinder Enterprise,Name: Kinder Enterprise,Employee's:,Plant:,Sawmill
Address:,"Route 1, Box 1","Route 1, Box 1",4 - 9,Products: Rough Green Lumber,
"Rocky Gap , Va","Rocky Gap , Va",24366,,,
Phone:540-928-1681,Phone:540-928-1681,Fax:,,Species:,Mixed Species
Contact:,,,,,
Name: Walker Mountain Lumber Co.,Name: Walker Mountain Lumber Co.,Name: Walker Mountain Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,Rt. 2 Box 148,Rt. 2 Box 148,20 - 49,Products: Rough Green Lumber,
"Bland , Va",24315,,,,
Phone:540-928-1221,Phone:540-928-1221,Fax: 540-928-1848,,Species:,"Red Oak, White Oak,"
Contact: Jim Belcher,Contact: Jim Belcher,,,,Hard Maple
Botetourt,Botetourt,,,,
Name: Cloverdale Co. Inc.,Name: Cloverdale Co. Inc.,Name: Cloverdale Co. Inc.,Employee's:,Plant:,Hardwood Veneer
Address:,POB 400,,,"Products: Veneer , Veneer Edge Banding",
"Cloverdale, Va","Cloverdale, Va",24077,,,
Phone:540-992-4242,Phone:540-992-4242,Fax: 540-992-3007,,Species:,Mixed Hardwoods
Contact:,,,,,
Name: John Manspile,Name: John Manspile,,Employee's:,Plant:,Portable Sawmill
Address:,Rt. 611 Greyledge Rd.,Rt. 611 Greyledge Rd.,,"Products: Custom Products , Rough Green Lumber",
"Buchanan, Va 24066","Buchanan, Va 24066",,,,
Phone:540-254-1477,Phone:540-254-1477,Fax:,,Species:,Mixed Species
Contact: John Manspile,Contact: John Manspile,,,,
Brunswick,Brunswick,,,,
Name:,Bennett Lumber Co.,Bennett Lumber Co.,Employee's:,Plant: Sawmill,
Address:,153 Forest Mill Rd.,153 Forest Mill Rd.,10 - 19,Products: Rough Green Lumber,
"Triplet, Va",23868,,,,
Phone:*804-577-2581 Fax: *804-577-3152,Phone:*804-577-2581 Fax: *804-577-3152,Phone:*804-577-2581 Fax: *804-577-3152,Phone:*804-577-2581 Fax: *804-577-3152,Species:,"Red Oak, White Oak,"
Contact: Lloyd E. Bennett,Contact: Lloyd E. Bennett,Contact: Lloyd E. Bennett,,,Maple
,,,,,7
