Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”,Name: “Table 1 of 1 on page 22 of 78”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Carroll –continued,Carroll –continued,Carroll –continued,,,
Name: Felts Lumber Co.,Name: Felts Lumber Co.,Name: Felts Lumber Co.,Employee's:,Plant: Hardwood Sawmill,
Address:,Rt. 3,,,Products: Rough Green Lumber,
"Galax, Va",24333,,,,
Phone:540-236-6879,Phone:540-236-6879,Fax:,,Species:,Mixed Hardwoods
Contact:,,,,,
Name: Gallimore's Saw Milling Inc.,Name: Gallimore's Saw Milling Inc.,Name: Gallimore's Saw Milling Inc.,Employee's:,Plant:,Softwood Sawmill
Address:,3965 Coal Creek Rd.,3965 Coal Creek Rd.,,Products: Rough Green Lumber,
"Galax, Va",24333,,,,
Phone:540-238-1773,Phone:540-238-1773,Fax: 540-238-1773,,Species:,"White Pine, Maple,"
Contact:,,,,,Poplar
Name: Goad Lumber Co.,Name: Goad Lumber Co.,Name: Goad Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,"Route 3, Box 87","Route 3, Box 87",10 - 19,Products: Rough Green Lumber,
"Hillsville , Va",24343,,,,
Phone:540-728-7282,Phone:540-728-7282,Fax: 540-728-3361,,Species:,Mixed Hardwoods
Contact: Paul Goad,Contact: Paul Goad,,,,
Name: Guy Durnil,Name: Guy Durnil,,Employee's:,Plant:,Softwood Sawmill
Address:,7007 Double Cabin Rd.,7007 Double Cabin Rd.,4 - 9,Products: Rough Green Lumber,
"Hillsville , Va",24343,,,,
Phone:540-766-3314,Phone:540-766-3314,Fax:,,Species:,Mixed Softwoods
Contact: Guy Durnil,Contact: Guy Durnil,,,,
Name: Hall Brothers,Name: Hall Brothers,,Employee's:,Plant:,Special Product Sawmill
Address:,6280 Poplar Camp Rd.,6280 Poplar Camp Rd.,,"Products: Custom Products , Rough Green Lumber",
"Austinville , Va","Austinville , Va",24312,,,
Phone:540-728-5817,Phone:540-728-5817,Fax: 540-728-3170,,Species:,Mixed Softwoods
Contact:,,,,,
Name:Myers Log and Lumber Co.,Name:Myers Log and Lumber Co.,Name:Myers Log and Lumber Co.,Employee's:,Plant: Softwood Sawmill,
Address:,"Route 1, Box 264","Route 1, Box 264",4 - 9,Products: Rough Green Lumber,
"Austinville , Va","Austinville , Va",24312,,,
Phone: 540-728-4288,Phone: 540-728-4288,Fax: 540-728-2397,,Species:,Mixed Softwoods
Contact: Ricky Myers,Contact: Ricky Myers,,,,
,,,,,13
