Name: “Table 1 of 1 on page 26 of 78”,Name: “Table 1 of 1 on page 26 of 78”,Name: “Table 1 of 1 on page 26 of 78”,Name: “Table 1 of 1 on page 26 of 78”,Name: “Table 1 of 1 on page 26 of 78”,Name: “Table 1 of 1 on page 26 of 78”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Culpeper –continued,Culpeper –continued,Culpeper –continued,,,
Name: T. A. Geer and Sons,Name: T. A. Geer and Sons,Name: T. A. Geer and Sons,Employee's:,Plant: Hardwood Sawmill,
Address:,"Route 4, Box 35","Route 4, Box 35",10 - 19,"Products: Rough Green Lumber , Crossties,",
"Brightwood , Va",,22711,,,Dressed Lumber
Phone:540-825-5116,Phone:540-825-5116,Fax: 540-825-4319,,Species:,"Mixed Hardwoods, Mixed Oak,"
Contact:,,,,,Yellow Poplar
Cumberland,Cumberland,,,,
Name: Johnny R. Asal Lumber Co.,Name: Johnny R. Asal Lumber Co.,Name: Johnny R. Asal Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,118 Salem Church Rd.,118 Salem Church Rd.,20 - 49,Products: Rough Green Lumber,
"Cumberland , Va",,23040,,,
Phone:*804-492-4884 Fax: *804-492-4446,Phone:*804-492-4884 Fax: *804-492-4446,Phone:*804-492-4884 Fax: *804-492-4446,Phone:*804-492-4884 Fax: *804-492-4446,Species:,"Mixed Hardwoods, Yellow Pine"
"Contact: J. R. Asal, Jr.","Contact: J. R. Asal, Jr.",,,,
Dickenson,,,,,
Name: H and H Lumber,Name: H and H Lumber,Name: H and H Lumber,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 475,P. O. Box 475,4 - 9,Products: Rough Green Lumber,
"Dante , Va",24237,,,,
Phone:540-895-0406,Phone:540-895-0406,Fax:,,Species:,Mixed Hardwoods
Contact: Kenny Higgins,Contact: Kenny Higgins,Contact: Kenny Higgins,,,
"Name: Mountain Forest Products, Inc.","Name: Mountain Forest Products, Inc.","Name: Mountain Forest Products, Inc.",Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 490,P. O. Box 490,20 - 49,"Products: Rough Green Lumber, Flooring Stock,",
"Clintwood , Va",,24228,,,Crossties
Phone:540-926-2046,Phone:540-926-2046,Fax: 540-926-2012,,Species:,"Red Oak, White Oak,"
Contact: Randy Toms,Contact: Randy Toms,,,,Yellow Poplar
"Name: Mountain Forest Products, Inc.","Name: Mountain Forest Products, Inc.","Name: Mountain Forest Products, Inc.",Employee's:,Plant:,Chip Mill
Address:,P. O. Box 490,P. O. Box 490,10 - 19,Products: Chips,
"Clintwood , Va",,24228,,,
Phone:540-926-2046,Phone:540-926-2046,Fax: 540-926-2012,,Species:,Mixed Hardwoods
Contact: Randy Toms,Contact: Randy Toms,,,,
Essex,,,,,
Name: C. M. H. Lumber Co.,Name: C. M. H. Lumber Co.,Name: C. M. H. Lumber Co.,Employee's:,Plant:,Sawmill
Address:,P. O. Box 940,P. O. Box 940,20 - 49,Products: Rough Green Lumber,
"Tappahannock, Va",,22560,,,
Phone:*804-443-2400 Fax:,Phone:*804-443-2400 Fax:,Phone:*804-443-2400 Fax:,,Species:,Mixed Species
"Contact: J. B. Clark, Jr.","Contact: J. B. Clark, Jr.","Contact: J. B. Clark, Jr.",,,
,,,,,17
