Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”,Name: “Table 1 of 1 on page 34 of 78”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Henry –continued,Henry –continued,Henry –continued,,,
Name: Pine Products,Name: Pine Products,,Employee's:,Plant: Softwood Sawmill,
Address: 315 Carver Rd.,Address: 315 Carver Rd.,,,"Products: Rough Green Lumber , Dimension Lumber","Products: Rough Green Lumber , Dimension Lumber"
Martinsville,Va,24115,,,
Phone:540-957-2222,Phone:540-957-2222,Fax: 540-957-2221,,Species:,"Mixed Softwoods, Yellow Pine"
Contact: Ronald K. Wood,Contact: Ronald K. Wood,,,,
Highland,Highland,,,,
Name: Hooke Brothers Lumber Co.,Name: Hooke Brothers Lumber Co.,Name: Hooke Brothers Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,Rt. 84 POB 307,Rt. 84 POB 307,10 - 19,Products: Rough Green Lumber,
"Monterey, Va",24465,,,,
Phone:540-499-2540,Phone:540-499-2540,Fax: 540-499-2542,,Species:,"Yellow Poplar , White Oak,"
Contact: Jerry Hooke,Contact: Jerry Hooke,,,,Red Oak
Name: Taylor-Ramsey Corp.,Name: Taylor-Ramsey Corp.,Name: Taylor-Ramsey Corp.,Employee's:,Plant:,Hardwood Sawmill
Address:,POB 3,,,Products: Rough Green Lumber,
"McDowell , Va",,24458,,,
Phone:540-396-3481,Phone:540-396-3481,Fax: 540-396-3327,,Species:,"Yellow Poplar , White Oak,"
Contact:,,,,,Red Oak
King and Queen,King and Queen,King and Queen,,,
Name: Ball Lumber Co.,Name: Ball Lumber Co.,,Employee's:,Plant:,Softwood Sawmill
Address:,P. O. Box 10,,20 - 49,"Products: Lumber , Dressed lumber,",
"Millers Tavern, Va","Millers Tavern, Va",23115,,,Crossties
Phone:*804-443-5555 Fax: *804-443-5395,Phone:*804-443-5555 Fax: *804-443-5395,Phone:*804-443-5555 Fax: *804-443-5395,Phone:*804-443-5555 Fax: *804-443-5395,Species:,"Pine , Mixed Softwoods"
"Contact: John H. Ball, Jr.","Contact: John H. Ball, Jr.",,,,
Name: Bohannon Lumber Co.,Name: Bohannon Lumber Co.,Name: Bohannon Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,POB 188 General Delivery,POB 188 General Delivery,10 - 19,Products: Rough Green Lumber,
"Shacklefords, Va 23156","Shacklefords, Va 23156",,,,
Phone:*804-785-4904 Fax: *804-785-2709,Phone:*804-785-4904 Fax: *804-785-2709,Phone:*804-785-4904 Fax: *804-785-2709,Phone:*804-785-4904 Fax: *804-785-2709,Species:,Mixed Hardwoods
"Contact: W. R. Bohannon, Jr.","Contact: W. R. Bohannon, Jr.","Contact: W. R. Bohannon, Jr.",,,
King William,King William,,,,
Name: Smurfit-Stone Container Corp.,Name: Smurfit-Stone Container Corp.,Name: Smurfit-Stone Container Corp.,Employee's:,Plant:,Pulpmill
Address:,POB 100,,20 - 49,Products:,
"West Point , Va",,,23181,,
Phone:*804-843-5696 Fax: *804-843-5155,Phone:*804-843-5696 Fax: *804-843-5155,Phone:*804-843-5696 Fax: *804-843-5155,Phone:*804-843-5696 Fax: *804-843-5155,Species:,Mixed Hardwoods
Contact: Marc St. John,Contact: Marc St. John,,,,
,,,,,25
