Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”,Name: “Table 1 of 1 on page 20 of 78”
Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Campbell –continued,Campbell –continued,Campbell –continued,,,
Name:Trent's Sawmill,Name:Trent's Sawmill,Name:Trent's Sawmill,Employee's:,Plant: Softwood Sawmill,
Address:,82 Oak St.,82 Oak St.,4 - 9,Products: Rough Dimension,
"Brookneal , Va","Brookneal , Va",24528,,,Lumber
Phone:*804-376-2714 Fax: *804-376-2714,Phone:*804-376-2714 Fax: *804-376-2714,Phone:*804-376-2714 Fax: *804-376-2714,,Species:,"Yellow Pine , Yellow Poplar,"
Contact: Ricky D. Trent,Contact: Ricky D. Trent,Contact: Ricky D. Trent,,,Sweetgum
Name: Williams Lumber Corp.,Name: Williams Lumber Corp.,Name: Williams Lumber Corp.,Employee's:,Plant:,Hardwood Sawmill
Address:,POB 248,,20 - 49,"Products: Rough Green Lumber , Dressed Lumber",
"Brookneal , Va","Brookneal , Va",24528,,,
Phone:*804-376-3368 Fax: *804-376-3378,Phone:*804-376-3368 Fax: *804-376-3378,Phone:*804-376-3368 Fax: *804-376-3378,,Species:,"Mixed Hardwoods, Yellow Pine,"
Contact: Joe Lunsford,Contact: Joe Lunsford,Contact: Joe Lunsford,,,Sweetgum
Name: Wright's Lumber Co.,Name: Wright's Lumber Co.,Name: Wright's Lumber Co.,Employee's:,Plant:,Softwood Sawmill
Address:,P. O. Box 386,P. O. Box 386,4 - 9,"Products: Rough Green Lumber , Dressed Lumber",
"Concord , Va",24538,,,,
Phone:*804-993-2222 Fax: *804-993-2222,Phone:*804-993-2222 Fax: *804-993-2222,Phone:*804-993-2222 Fax: *804-993-2222,,Species:,"Yellow Pine , Mixed Softwoods,"
Contact: Melvin Wright,Contact: Melvin Wright,Contact: Melvin Wright,,,E. White Pine
Caroline,Caroline,,,,
Name: Brooks Lumber Co.,Name: Brooks Lumber Co.,Name: Brooks Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,16432 Edwards Road,16432 Edwards Road,10 - 19,Products: Rough Green Lumber,
"Bowling Green, Va","Bowling Green, Va",22427,,,
Phone:*804-633-5433 Fax:,Phone:*804-633-5433 Fax:,Phone:*804-633-5433 Fax:,,Species:,Mixed Hardwoods
Contact: Roy Brooks,Contact: Roy Brooks,Contact: Roy Brooks,,,
Name: Calvert Lumber Co.,Name: Calvert Lumber Co.,Name: Calvert Lumber Co.,Employee's:,Plant:,Other Wood Products- Sawmill
Address:,21529 Bagby Rd,21529 Bagby Rd,20 - 49,"Products: Rough Green Lumber , Other Wood",
"Sparta,",Va,22552,,,Products
Phone:*804-635-4574 Fax: *804-633-1258,Phone:*804-635-4574 Fax: *804-633-1258,Phone:*804-635-4574 Fax: *804-633-1258,,Species:,Mixed Species
Contact: Chuck Hill,Contact: Chuck Hill,,,,
Name: Chenault Lumber Co.,Name: Chenault Lumber Co.,Name: Chenault Lumber Co.,Employee's:,Plant: Hardwood Sawmill,
Address:,23160 Richmond Tkpe,23160 Richmond Tkpe,4 - 9,Products: Rough Green Lumber,
"Ruther Glen, Va","Ruther Glen, Va",22546,,,
Phone:*804-633-4113 Fax:,Phone:*804-633-4113 Fax:,Phone:*804-633-4113 Fax:,,Species:,"Mixed Hardwoods, Yellow Pine,"
Contact: Frankie Chenault,Contact: Frankie Chenault,Contact: Frankie Chenault,,,Red Oak
,,,,,11
