Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”,Name: “Table 1 of 1 on page 31 of 78”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Greene –continued,Greene –continued,Greene –continued,,,
Name:,Mountain Lumber Co.,Mountain Lumber Co.,Employee's:,Plant: Special Product Sawmill,
Address:,P.O. Box 289,P.O. Box 289,,"Products: Custom Products , Rough Lumber,",
"Ruckersville , Va",,22968,,,Heart Pine Flooring
Phone:*804-985-3646 Fax: *804-985-4105,Phone:*804-985-3646 Fax: *804-985-4105,Phone:*804-985-3646 Fax: *804-985-4105,Phone:*804-985-3646 Fax: *804-985-4105,Species:,Recycled Mixed Species
Contact: William Drake,Contact: William Drake,Contact: William Drake,,,
Name: Williams Brothers,Name: Williams Brothers,Name: Williams Brothers,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 26,P. O. Box 26,10 - 19,Products: Rough Green Lumber,
"Barboursville , Va",,22923,,,
Phone:540-823-2142,Phone:540-823-2142,Fax:,,Species:,"Yellow Poplar , Red Oak,"
Contact: Cleveland Williams,Contact: Cleveland Williams,Contact: Cleveland Williams,,,White Oak
Greensville,,,,,
Name:J. E. Moore Lumber Co.,Name:J. E. Moore Lumber Co.,Name:J. E. Moore Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 979,P. O. Box 979,10 - 19,Products: Rough Green Lumber,
"Emporia , Va",23847,,,,
Phone:*804-634-9740 Fax: *804-336-9030,Phone:*804-634-9740 Fax: *804-336-9030,Phone:*804-634-9740 Fax: *804-336-9030,Phone:*804-634-9740 Fax: *804-336-9030,Species:,"Mixed Hardwoods, Yellow Pine"
Contact: David Moore,Contact: David Moore,Contact: David Moore,,,
Halifax,,,,,
Name: Asal Tie & Lumber Co.,Name: Asal Tie & Lumber Co.,Name: Asal Tie & Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,9025 James D. Hagood Hwy.,9025 James D. Hagood Hwy.,10 - 19,Products: Rough Green Lumber,
"Scottsburg, Va",24589,24589,,,
Phone:*804-454-6364 Fax:,Phone:*804-454-6364 Fax:,Phone:*804-454-6364 Fax:,,Species:,Mixed Hardwoods
Contact: Michael Davis,Contact: Michael Davis,Contact: Michael Davis,,,
Name: J. M. Huber Corp.,Name: J. M. Huber Corp.,Name: J. M. Huber Corp.,Employee's:,Plant:,Composite Panel
Address:,1000 Chaney Ln. (POB 38),1000 Chaney Ln. (POB 38),100 - 199,Products: OSB,
"Crystal Hill , Va",24539,24539,,,
Phone:*804-476-6628 Fax: *804-476-2002,Phone:*804-476-6628 Fax: *804-476-2002,Phone:*804-476-6628 Fax: *804-476-2002,Phone:*804-476-6628 Fax: *804-476-2002,Species:,"Pine , Mixed Species"
Contact: Brad Fuller,Contact: Brad Fuller,,,,
Name:,James Gibson Lumber Co.,James Gibson Lumber Co.,Employee's:,Plant: Softwood Sawmill,
Address:,1220 E. Gretna Rd.,1220 E. Gretna Rd.,1 - 3,"Products: Rough Green Lumber , Framing Lumber",
"Gretna , Va",24557,,,,
Phone:*804-656-1386 Fax:,Phone:*804-656-1386 Fax:,Phone:*804-656-1386 Fax:,,Species:,"Shortleaf Pine , Loblolly Pine"
Contact: Ken Gibson,Contact: Ken Gibson,,,,
,,,,,22
