Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Brunswick -continued,Brunswick -continued,Brunswick -continued,,,
"Name: Brodnax Lumber, Inc.","Name: Brodnax Lumber, Inc.","Name: Brodnax Lumber, Inc.",Employee's:,Plant: Hardwood Sawmill,
Address:,P. O. Drawer C,P. O. Drawer C,20 - 49,Products: Rough Green Lumber,
"Brodnax, Va",23920,,,,
Phone:*804-729-2852 Fax: *804-729-2205,Phone:*804-729-2852 Fax: *804-729-2205,Phone:*804-729-2852 Fax: *804-729-2205,Phone:*804-729-2852 Fax: *804-729-2205,Species:,"Red Oak, White Oak,"
"Contact: Walter B. Moseley, Jr.","Contact: Walter B. Moseley, Jr.","Contact: Walter B. Moseley, Jr.",,,Yellow Poplar
Name: Upton Lumber Co.,Name: Upton Lumber Co.,Name: Upton Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 68,P. O. Box 68,10 - 19,"Products: Rough Green Lumber , Grade Lumber",
"Alberta , Va",23821,Pallet Stock,,,
Phone:*804-949-7100 Fax: *804-949-0223,Phone:*804-949-7100 Fax: *804-949-0223,Phone:*804-949-7100 Fax: *804-949-0223,Phone:*804-949-7100 Fax: *804-949-0223,Species:,"Yellow Poplar , Sweetgum,"
Contact: Monty Tharpe,Contact: Monty Tharpe,Contact: Monty Tharpe,,,Soft Maple
Name: Virginia-Carolina Forest Products Employee's:,Name: Virginia-Carolina Forest Products Employee's:,Name: Virginia-Carolina Forest Products Employee's:,Name: Virginia-Carolina Forest Products Employee's:,Plant:,Sawmill
Address:,P. O. Box 668,P. O. Box 668,50 - 99,"Products: Kiln Dried Lumber , Dressed Lumber,",
Lawrenceville Va,,23868,,,Pallet Stock
Phone:*804-848-3067 Fax: *804-848-0049,Phone:*804-848-3067 Fax: *804-848-0049,Phone:*804-848-3067 Fax: *804-848-0049,Phone:*804-848-3067 Fax: *804-848-0049,Species:,"Yellow Pine , Yellow Poplar,"
Contact: Owen M. Strickler III,Contact: Owen M. Strickler III,Contact: Owen M. Strickler III,,,"Red Oak, White Oak"
Buchanan,,,,,
Name: Belcher Lumber Co.,Name: Belcher Lumber Co.,Name: Belcher Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,HCR 65 Box 157 D,HCR 65 Box 157 D,1 - 3,"Products: Rough Green Lumber , Mining Supplies",
"Rowe , Va",24646,,,,
Phone:540-498-3362,Phone:540-498-3362,Fax:,,Species:,Mixed Hardwoods
Contact: Donnie Belcher,Contact: Donnie Belcher,Contact: Donnie Belcher,,,
Name: Dennis Cole,Name: Dennis Cole,,Employee's:,Plant:,Sawmill
Address:,"Star Route 1, Box 169","Star Route 1, Box 169",1 - 3,Products: Rough Green Lumber,
"Raven, Va",24639,,,,
Phone:540-498-3303,Phone:540-498-3303,Fax:,,Species:,Mixed Species
Contact: Dennis Cole,Contact: Dennis Cole,,,,
Name: J. C. Wagner Lumber Co.,Name: J. C. Wagner Lumber Co.,Name: J. C. Wagner Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,Star Rt.Box 25,Star Rt.Box 25,,Products: Rough Green Lumber,
"Pilgrims Knob , Va",,24634,,,
Phone:540-259-7439,Phone:540-259-7439,Fax:,,Species:,Mixed Hardwoods
Contact:,,,,,
,,,,,8
