Name: “Table 1 of 1 on page 27 of 78”,Name: “Table 1 of 1 on page 27 of 78”,Name: “Table 1 of 1 on page 27 of 78”,Name: “Table 1 of 1 on page 27 of 78”,Name: “Table 1 of 1 on page 27 of 78”,Name: “Table 1 of 1 on page 27 of 78”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Essex –continued,Essex –continued,Essex –continued,,,
Name: Tidewater Lumber Co.,Name: Tidewater Lumber Co.,Name: Tidewater Lumber Co.,Employee's:,Plant: Softwood Sawmill,
Address:,19957 Tidewater Trail,19957 Tidewater Trail,20 - 49,"Products: Rough Green Lumber , Dressed Lumber",
"Tappahannock, Va","Tappahannock, Va",22560,,,
Phone: *804-443-4014 Fax: *804-443-3133,Phone: *804-443-4014 Fax: *804-443-3133,Phone: *804-443-4014 Fax: *804-443-3133,Phone: *804-443-4014 Fax: *804-443-3133,Species:,"Yellow Pine , Mixed Softwoods"
Contact: Ralph Elliot,Contact: Ralph Elliot,,,,
Fauquier,Fauquier,,,,
Name: Johnson Lumber,Name: Johnson Lumber,Name: Johnson Lumber,Employee's:,Plant:,Sawmill
Address:,P. O. Box 189,P. O. Box 189,1 - 3,"Products: Rough Green Lumber , Dressed Lumber",
"Sumerduck, Va","Sumerduck, Va",22742,,,
Phone:540--39-3462,Phone:540--39-3462,Fax:,,Species:,Mixed Species
Contact: Carlton Johnson,Contact: Carlton Johnson,Contact: Carlton Johnson,,,
Name: Landmark Logworks,Name: Landmark Logworks,Name: Landmark Logworks,Employee's:,Plant:,Special Product Sawmill
Address:,3489 Landmark Rd.,3489 Landmark Rd.,1 - 3,"Products: Custom Products , Rough Green Lumber",
"The Plains, Va","The Plains, Va",22171,,,
Phone:540-687-4124,Phone:540-687-4124,Fax:,,Species:,"Red Oak, White Oak,"
Contact: Redmond Manierre,Contact: Redmond Manierre,Contact: Redmond Manierre,,,Cherry
Floyd,,,,,
Name: Clarence and Clyde Goad,Name: Clarence and Clyde Goad,Name: Clarence and Clyde Goad,Employee's:,Plant: Sawmill,
Address:,P. O.,Box 787,,Products: Rough Green Lumber,
"Floyd , Va",24091,,,,
Phone:540-745-4458,Phone:540-745-4458,Fax:,,Species:,"Mixed Softwoods, Yellow Pine"
Contact: Clarence Goad,Contact: Clarence Goad,,,,
Name: Highland Hardwoods,Name: Highland Hardwoods,Name: Highland Hardwoods,Employee's:,Plant:,Sawmill
Address:,Rt. 2 Box 553 Franklin Pke.,Rt. 2 Box 553 Franklin Pke.,,Products: Rough Green Lumber,
"Floyd , Va",24091,,,,
Phone:540-745-6233,Phone:540-745-6233,Fax:,,Species:,Mixed Hardwoods
Contact:,,,,,
Name: Michael Turman Sawmill Inc.,Name: Michael Turman Sawmill Inc.,Name: Michael Turman Sawmill Inc.,Employee's:,Plant: Hardwood Sawmill,
Address:,P. O. Box 497,P. O. Box 497,20 - 49,Products: Rough Green Lumber,
"Floyd , Va",24091,,,,
Phone:540-745-2041,Phone:540-745-2041,Fax: 540-745-2200,,Species:,"Mixed Hardwoods, E. White Pine"
Contact: Mike Turman,Contact: Mike Turman,,,,
,,,,,18
