Name: “Table 1 of 1 on page 36 of 78”,Name: “Table 1 of 1 on page 36 of 78”,Name: “Table 1 of 1 on page 36 of 78”,Name: “Table 1 of 1 on page 36 of 78”,Name: “Table 1 of 1 on page 36 of 78”,Name: “Table 1 of 1 on page 36 of 78”
Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Louisa,,,,,
Name: Ball Lumber Co.,Name: Ball Lumber Co.,Name: Ball Lumber Co.,Employee's:,Plant:,Softwood Sawmill/Planer Mill
Address:,2463 Pendleton Rd.,2463 Pendleton Rd.,,"Products: Rough Green Lumber , Dressed Lumber",
"Mineral, Va",23117,,,,
Phone:*804-443-2629 Fax:,Phone:*804-443-2629 Fax:,Phone:*804-443-2629 Fax:,,Species:,Mixed Softwoods
Contact: H. Walton,Contact: H. Walton,,,,
"Name: Chips, Inc.","Name: Chips, Inc.",,Employee's:,Plant:,Softwood Sawmill
Address:,26 Zion Park Rd.,26 Zion Park Rd.,50 - 99,Products: Rough Green Lumber,
"Troy, Va",22974,,,,
Phone:*804-589-2424 Fax: *804-589-2426,Phone:*804-589-2424 Fax: *804-589-2426,Phone:*804-589-2424 Fax: *804-589-2426,Phone:*804-589-2424 Fax: *804-589-2426,Species:,Yellow Pine
Contact: Clark Diehl,Contact: Clark Diehl,,,,
Name: D. L. Atkins,Name: D. L. Atkins,,Employee's:,Plant:,Sawmill
Address:,18034 Louisa Rd.,18034 Louisa Rd.,1 - 4,Products: Rough Green Lumber,
"Louisa , Va",23096,,,,
Phone:540-967-3515,Phone:540-967-3515,Fax:,,Species:,"Yellow Pine , Mixed Hardwoods"
Contact: D. L. Atkins,Contact: D. L. Atkins,,,,
Name: Hairfield Lumber Corp.,Name: Hairfield Lumber Corp.,Name: Hairfield Lumber Corp.,Employee's:,Plant:,Hardwood Sawmill
Address:,2374 Chalklevel Rd.,2374 Chalklevel Rd.,10 - 19,Products: Rough Green Lumber,
"Louisa , Va",23093,,,,
Phone:540-967-2042,Phone:540-967-2042,Fax: 540-967-3522,,Species:,"Red Oak, White Oak,"
Contact: Jeffery Hairfield,Contact: Jeffery Hairfield,Contact: Jeffery Hairfield,,,Poplar
Name: Harlow Brothers,Name: Harlow Brothers,Name: Harlow Brothers,Employee's:,Plant:,Hardwood Sawmill
Address:,1237 Byrd Mill Rd.,1237 Byrd Mill Rd.,10 - 19,Products: Rough Green Lumber,
"Louisa , Va",23093,,,,
Phone:540-967-1810,Phone:540-967-1810,Fax:,,Species:,"Mixed Hardwoods, Sweetgum,"
"Contact: J. R. Harlow, Jr.","Contact: J. R. Harlow, Jr.","Contact: J. R. Harlow, Jr.",,,Yellow Pine
Name: R. D. Knighten Sawmill,Name: R. D. Knighten Sawmill,Name: R. D. Knighten Sawmill,Employee's:,Plant: Portable Sawmill,
Address:,13660 Jefferson Hwy.,13660 Jefferson Hwy.,1 - 3,Products: Rough Green Lumber,
"Bumpass, Va",23024,,,,
Phone:540-872-3636,Phone:540-872-3636,Fax:,,Species:,"Yellow Pine , Mixed Hardwoods"
Contact:,,,,,
,,,,,27
