Name: “Table 1 of 1 on page 25 of 78”,Name: “Table 1 of 1 on page 25 of 78”,Name: “Table 1 of 1 on page 25 of 78”,Name: “Table 1 of 1 on page 25 of 78”,Name: “Table 1 of 1 on page 25 of 78”,Name: “Table 1 of 1 on page 25 of 78”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Charlotte –continued,Charlotte –continued,Charlotte –continued,,,
Name: Tucker Sawmill Co.,Name: Tucker Sawmill Co.,Name: Tucker Sawmill Co.,Employee's:,Plant: Hardwood Sawmill,
Address:,820 Coles Ferry Rd.,820 Coles Ferry Rd.,4 - 9,Products: Rough Green Lumber,
"Brookneal , Va 24528","Brookneal , Va 24528",,,,
Phone:*804-735-8216 Fax:,Phone:*804-735-8216 Fax:,Phone:*804-735-8216 Fax:,,Species:,Mixed Hardwoods
Contact: Mark Tucker,Contact: Mark Tucker,,,,
Name: Tucker Timber Products,Name: Tucker Timber Products,Name: Tucker Timber Products,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 630,P. O. Box 630,10 - 19,Products: Rough Green Lumber,
"Keysville , Va 23947","Keysville , Va 23947",,,,
Phone:*804-736-9661 Fax: *804-736-0802,Phone:*804-736-9661 Fax: *804-736-0802,Phone:*804-736-9661 Fax: *804-736-0802,Phone:*804-736-9661 Fax: *804-736-0802,Species:,Mixed Hardwoods
Contact: Tim Tucker,Contact: Tim Tucker,,,,
Clarke,,,,,
Name: Sechrist Lumber Co.,Name: Sechrist Lumber Co.,Name: Sechrist Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,"Route 1, Box 62","Route 1, Box 62",4 - 9,"Products: Rough Green Lumber , Dressed Lumber",
"Paris, Va",22130,,,,
Phone:540-837-1368,Phone:540-837-1368,Fax:,,Species:,"Mixed Hardwoods, Yellow Pine"
Contact: Shirley Willis,Contact: Shirley Willis,,,,
Culpeper,Culpeper,,,,
"Name: Augusta Lumber and Supply, Inc. Employee's:","Name: Augusta Lumber and Supply, Inc. Employee's:","Name: Augusta Lumber and Supply, Inc. Employee's:","Name: Augusta Lumber and Supply, Inc. Employee's:",Plant:,Hardwood Sawmill
Address:,1317 Augusta Lane,1317 Augusta Lane,,Products: Rough Green Lumber,
"Amissville , Va","Amissville , Va",20106,,,
Phone:540-347-4199,Phone:540-347-4199,Fax: 540-341-4397,,Species:,Mixed Hardwoods
Contact: Warren B. Fairfax,Contact: Warren B. Fairfax,Contact: Warren B. Fairfax,,,
Name: Ramoneda Brothers,Name: Ramoneda Brothers,Name: Ramoneda Brothers,Employee's:,Plant:,Other Wood Products- Sawmill
Address:,P. O. Box 893,P. O. Box 893,10 - 19,"Products: Rough Green Lumber , Barrel Staves",
"Culpeper , Va",22701,,,,
Phone:540-547-3168,Phone:540-547-3168,Fax: 540-547-3271,,Species:,White Oak
Contact: Vic Romoneda,Contact: Vic Romoneda,Contact: Vic Romoneda,,,
Name: Rock Hill Lumber Co.,Name: Rock Hill Lumber Co.,Name: Rock Hill Lumber Co.,Employee's:,Plant: Sawmill,
Address:,RR 3 Box 122-9,RR 3 Box 122-9,,Products: Rough Green Lumber,
"Culpeper , Va",22701,,,,
Phone:540-547-2889,Phone:540-547-2889,Fax: 540-547-4391,,Species:,Mixed Hardwoods
Contact:,,,,,
,,,,,16
