Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”,Name: “Table 1 of 1 on page 44 of 78”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,
Pittsylvania -continued,Pittsylvania -continued,Pittsylvania -continued,Pittsylvania -continued,,,
Name: Saunders Lumber co.,Name: Saunders Lumber co.,Name: Saunders Lumber co.,,Employee's:,Plant: Hardwood Sawmill,
Address:,P. O. Box 702,P. O. Box 702,,4 - 9,"Products: Rough Green Lumber , Dressed Lumber",
"Chatham, Va",24531,24531,,,,
Phone:*804-656-2289 Fax: *804-656-8674,Phone:*804-656-2289 Fax: *804-656-8674,Phone:*804-656-2289 Fax: *804-656-8674,Phone:*804-656-2289 Fax: *804-656-8674,Phone:*804-656-2289 Fax: *804-656-8674,Species:,"Red Oak, Yellow Poplar,"
Contact: Monte Saunders,Contact: Monte Saunders,Contact: Monte Saunders,,,,Sweetgum
Powhatan,Powhatan,Powhatan,,,,
Name: Ellis M. Palmore Lumber,Name: Ellis M. Palmore Lumber,Name: Ellis M. Palmore Lumber,,Employee's:,Plant:,Hardwood Sawmill
Address:,6016 Old Buckingham Rd.,6016 Old Buckingham Rd.,6016 Old Buckingham Rd.,10 - 19,Products: Rough Green Lumber,
"Powhatan, Va","Powhatan, Va",23139,,,,
Phone:*804-492-4209 Fax:,Phone:*804-492-4209 Fax:,Phone:*804-492-4209 Fax:,,,Species:,"Mixed Hardwoods, Black Gum Tupelo"
Contact: Ellis M. Palmore,Contact: Ellis M. Palmore,Contact: Ellis M. Palmore,,,,
Name:,Smith and Chumney,Smith and Chumney,,Employee's:,Plant: Softwood Sawmill,
Address:,1970 Moseley Rd.,1970 Moseley Rd.,,,Products: Rough Green Lumber,
"Moseley, Va",23120,23120,,,,
Phone:*804-598-2875 Fax:,Phone:*804-598-2875 Fax:,Phone:*804-598-2875 Fax:,,,Species:,Mixed Softwoods
Contact:,,,,,,
Prince Edward,Prince Edward,Prince Edward,,,,
Name: Buffalo Shook Co.,Name: Buffalo Shook Co.,Name: Buffalo Shook Co.,,Employee's:,Plant:,Sawmill
Address: POB,Address: POB,627 (402 Appomattox St),627 (402 Appomattox St),20 - 49,"Products: Wood Stakes, Kiln Dried Lumber",
Farmville,Va,23901,Pallet Stock,,,
Phone:*804-392-3558 Fax: *804-392-3558,Phone:*804-392-3558 Fax: *804-392-3558,Phone:*804-392-3558 Fax: *804-392-3558,Phone:*804-392-3558 Fax: *804-392-3558,Phone:*804-392-3558 Fax: *804-392-3558,Species:,"Mixed Softwoods, Yellow Poplar,"
Contact: G. N. Wilson,Contact: G. N. Wilson,Contact: G. N. Wilson,,,,Red Oak
Name:,Lindsey Hardwoods Inc.,Lindsey Hardwoods Inc.,,Employee's:,Plant: Hardwood Sawmill,
Address:,P. O. Box 343,P. O. Box 343,,10 - 19,"Products: Rough Green Lumber , Pallet Stock,",
"Farmville , Va 23901","Farmville , Va 23901","Farmville , Va 23901",,,,Cants
Phone:*804-392-8615 Fax: *804-392-9961,Phone:*804-392-8615 Fax: *804-392-9961,Phone:*804-392-8615 Fax: *804-392-9961,Phone:*804-392-8615 Fax: *804-392-9961,Phone:*804-392-8615 Fax: *804-392-9961,Species:,"Yellow Poplar , Red Oak,"
Contact: Charles E. Lindsey,Contact: Charles E. Lindsey,Contact: Charles E. Lindsey,,,,White Oak
Prince George,Prince George,Prince George,,,,
Name:,"Hopewell Hardwood Sales, Inc. Employee's:","Hopewell Hardwood Sales, Inc. Employee's:","Hopewell Hardwood Sales, Inc. Employee's:","Hopewell Hardwood Sales, Inc. Employee's:",Plant: Hardwood Sawmill,
Address:,13513 Old Stage Rd.,13513 Old Stage Rd.,,20 - 49,"Products: Rough Green Lumber , Cants,",
"Hopewell, Va 23860","Hopewell, Va 23860","Hopewell, Va 23860",,,,Crane Mats
Phone:*804-458-5178 Fax: *804-541-8849,Phone:*804-458-5178 Fax: *804-541-8849,Phone:*804-458-5178 Fax: *804-541-8849,Phone:*804-458-5178 Fax: *804-541-8849,Phone:*804-458-5178 Fax: *804-541-8849,Species:,Mixed Hardwoods
Contact: Bobby Vargo,Contact: Bobby Vargo,Contact: Bobby Vargo,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
,,,,,,35
