Name: “Table 1 of 1 on page 48 of 78”,Name: “Table 1 of 1 on page 48 of 78”,Name: “Table 1 of 1 on page 48 of 78”,Name: “Table 1 of 1 on page 48 of 78”,Name: “Table 1 of 1 on page 48 of 78”,Name: “Table 1 of 1 on page 48 of 78”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,
"Broadway, Va",,22815,,,Pallet Stock
Phone:540-896-7031,Phone:540-896-7031,Fax: 540-896-7034,Fax: 540-896-7034,Species:,"Red Oak, White Oak,"
Contact: Bonnie Hoover,Contact: Bonnie Hoover,Contact: Bonnie Hoover,,,E. White Pine
Russell,,,,,
"Name: Hart Brothers, Inc.","Name: Hart Brothers, Inc.","Name: Hart Brothers, Inc.",Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 1570,P. O. Box 1570,4 - 9,Products: Rough Green Lumber,
"Honaker , Va",24260,,,,
Phone:540-873-5655,Phone:540-873-5655,Fax:,,Species:,"Red Oak, White Oak,"
Contact: Roo Blackwell,Contact: Roo Blackwell,,,,Yellow Poplar
Name: Sandy Ridge Lumber,Name: Sandy Ridge Lumber,Name: Sandy Ridge Lumber,Employee's:,Plant:,Sawmill
Address:,Rt. 65 Radio Station Rd.,Rt. 65 Radio Station Rd.,,Products: Rough Green Lumber,
"Castlewood , Va",,24224,,,
Phone:540-762-2847,Phone:540-762-2847,Fax: 540-762-7204,Fax: 540-762-7204,Species:,Mixed Species
Contact: Rocky McCowan,Contact: Rocky McCowan,Contact: Rocky McCowan,,,
Scott,,,,,
Name: Clinch Valley Lumber,Name: Clinch Valley Lumber,Name: Clinch Valley Lumber,Employee's:,Plant:,Hardwood Sawmill
Address:,POB 284,,4 - 9,Products: Rough Green Lumber,
"Dugannon, Va",,24245,,,
Phone:540-467-2524,Phone:540-467-2524,Fax:,,Species:,Mixed Hardwoods
Contact: Thomas Osbourne,Contact: Thomas Osbourne,Contact: Thomas Osbourne,,,
Name: Woodlawn Lumber,Name: Woodlawn Lumber,Name: Woodlawn Lumber,Employee's:,Plant:,Other Wood Products- Sawmill
Address:,P.O. Box 358,P.O. Box 358,1 - 3,"Products: Rough Green Lumber , Timbers,",
"Duffield , Va",24244,,,,Other Wood Products
Phone:828-756-4164,Phone:828-756-4164,Fax:,,Species:,"Yellow Poplar , Red Oak,"
Contact: Fred Boyd,Contact: Fred Boyd,,,,White Oak
Shenandoah,Shenandoah,,,,
Name: Beagle Lumber Co.,Name: Beagle Lumber Co.,Name: Beagle Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 101,P. O. Box 101,1 - 3,Products: Rough Green Lumber,
"Woodstock, Va",,22664,,,
Phone:540-459-2425,Phone:540-459-2425,Fax:,,Species:,Mixed Hardwoods
Contact:,,,,Rodger Estep,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Shenandoah –continued,Shenandoah –continued,Shenandoah –continued,,,
Name: C and M Lumber Mill,Name: C and M Lumber Mill,Name: C and M Lumber Mill,Employee's:,Plant: Other Wood Products- Sawmill,
Address:,P. O. Box 253,P. O. Box 253,1 - 3,"Products: Rough Green Lumber , Other Wood",
"Woodstock, Va",22664,22664,,,Products
,,,,,39
