Name: “Table 1 of 1 on page 40 of 78”,Name: “Table 1 of 1 on page 40 of 78”,Name: “Table 1 of 1 on page 40 of 78”,Name: “Table 1 of 1 on page 40 of 78”,Name: “Table 1 of 1 on page 40 of 78”,Name: “Table 1 of 1 on page 40 of 78”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,
Nottoway -continued,Nottoway -continued,Nottoway -continued,,,
Name: Nottoway Lumber Co.,Name: Nottoway Lumber Co.,Name: Nottoway Lumber Co.,Employee's:,Plant: Softwood Sawmill,
Address:,P. O. Box 147,P. O. Box 147,50 - 99,"Products: Rough Green Lumber , Dressed Lumber",
"Blackstone , Va",23824,,,,
Phone:*804-292-3589 Fax: *804-292-1690,Phone:*804-292-3589 Fax: *804-292-1690,Phone:*804-292-3589 Fax: *804-292-1690,Phone:*804-292-3589 Fax: *804-292-1690,Species:,Yellow Pine
Contact: G. D. Ragsdale,Contact: G. D. Ragsdale,Contact: G. D. Ragsdale,,,
Name: R. W. Davis and Son Lumber,Name: R. W. Davis and Son Lumber,Name: R. W. Davis and Son Lumber,Employee's:,Plant:,Sawmill
Address:,POB 430,,20 - 49,"Products: Rough Green Lumber , Dressed Lumber",
"Blackstone , Va",,24824,,,
Phone:*804-292-7511 Fax: *804-292-7517,Phone:*804-292-7511 Fax: *804-292-7517,Phone:*804-292-7511 Fax: *804-292-7517,Phone:*804-292-7511 Fax: *804-292-7517,Species:,"Yellow Poplar , Sweetgum,"
Contact: Joe Davis,Contact: Joe Davis,,,,Soft Maple
Orange,,,,,
Name: C. F. Smith and Sons,Name: C. F. Smith and Sons,Name: C. F. Smith and Sons,Employee's:,Plant:,Hardwood Sawmill
Address:,125 Grasty St.,125 Grasty St.,1 - 3,"Products: Rough Green Lumber , Peeled Posts,",
"Orange , Va",22960,,,,Mulch
Phone:540-832-7377,Phone:540-832-7377,Fax:,,Species:,"Mixed Hardwoods, Pine"
Contact: Frank Smith,Contact: Frank Smith,,,,
Name: Robert S. Coleman Lumber Co.,Name: Robert S. Coleman Lumber Co.,Name: Robert S. Coleman Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,7019 Everona Road,7019 Everona Road,20 - 49,Products: Rough Green Lumber,
"Culpeper , Va",22701,,,,
Phone:540-854-5711,Phone:540-854-5711,Fax: 540-854-5096,,Species:,Mixed Hardwoods
"Contact: Robert S. Coleman, Jr","Contact: Robert S. Coleman, Jr","Contact: Robert S. Coleman, Jr",,,
Name: The Glatfelter Pulp Wood Co.,Name: The Glatfelter Pulp Wood Co.,Name: The Glatfelter Pulp Wood Co.,Employee's:,Plant:,Pulpmill
Address:,POB 1219,,,Products:,
"Locust Grove , Va","Locust Grove , Va",22508,,,
Phone:540-972-5269,Phone:540-972-5269,Fax: 540-972-3323,,Species:,Mixed Species
Contact: Tom Reeder,Contact: Tom Reeder,,,,
Page,,,,,
Name: McCraffrey Mills,Name: McCraffrey Mills,Name: McCraffrey Mills,Employee's:,Plant:,Sawmill
Address:,P. O. Box 70,P. O. Box 70,,Products: Rough Green Lumber,
"Stanley, Va",22851,,,,
Phone:540-778-7729,Phone:540-778-7729,Fax:,,Species:,Mixed Species
Contact:,,,,,
,,,,,31
