Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”,Name: “Table 1 of 1 on page 21 of 78”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Caroline –continued,Caroline –continued,Caroline –continued,,,
Name:Dejarnette Lumber Co.,Name:Dejarnette Lumber Co.,Name:Dejarnette Lumber Co.,Employee's:,Plant: Other Wood Products- Sawmill,
Address:,POB 67 - 17186 Alliance Dr.,POB 67 - 17186 Alliance Dr.,,"Products: Rough Green Lumber , Other Wood",
"Milford , Va",22514,,,,Products
Phone:*804-633-9821 Fax: *804-633-9257,Phone:*804-633-9821 Fax: *804-633-9257,Phone:*804-633-9821 Fax: *804-633-9257,Phone:*804-633-9821 Fax: *804-633-9257,Species:,Mixed Species
Contact: Terry Bukkock,Contact: Terry Bukkock,Contact: Terry Bukkock,,,
Name: J. H. Knighton Lumber Co.,Name: J. H. Knighton Lumber Co.,Name: J. H. Knighton Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 536,P. O. Box 536,20 - 49,Products: Rough Green Lumber,
"Ruther Glen, Va",,22546,,,
Phone:*804-798-2924 Fax: *804-448-4681,Phone:*804-798-2924 Fax: *804-448-4681,Phone:*804-798-2924 Fax: *804-448-4681,Phone:*804-798-2924 Fax: *804-448-4681,Species:,"Yellow Poplar , Red Oak,"
Contact: David Knighton,Contact: David Knighton,Contact: David Knighton,,,White Oak
Name: Lewis S. Moore and Sons,Name: Lewis S. Moore and Sons,Name: Lewis S. Moore and Sons,Employee's:,Plant:,Hardwood Sawmill
Address:,15160 Dry Bridge Rd.,15160 Dry Bridge Rd.,10 - 19,"Products: Rough Green Lumber , Crossties",
"Ruther Glen, Va",,22546,,,
Phone:*804-633-5754 Fax: *804-633-7574,Phone:*804-633-5754 Fax: *804-633-7574,Phone:*804-633-5754 Fax: *804-633-7574,Phone:*804-633-5754 Fax: *804-633-7574,Species:,"Mixed Hardwoods, Red Oak,"
Contact: Lewis Moore,Contact: Lewis Moore,,,,Yellow Pine
Name: W. T. Jones and Sons,Name: W. T. Jones and Sons,Name: W. T. Jones and Sons,Employee's:,Plant:,Softwood Sawmill
Address:,17258 Doggetts Fork Rd.,17258 Doggetts Fork Rd.,20 - 49,Products: Rough Green Lumber,
"Ruther Glen, Va",,22546,,,
Phone:*804-633-9737 Fax: *804-633-4180,Phone:*804-633-9737 Fax: *804-633-4180,Phone:*804-633-9737 Fax: *804-633-4180,Phone:*804-633-9737 Fax: *804-633-4180,Species:,Mixed Softwoods
Contact: Donald Jones,Contact: Donald Jones,,,,
Carroll,,,,,
Name: Dickie Choate,Name: Dickie Choate,,Employee's:,Plant: Softwood Sawmill,
Address:,289 Windsor Rd,289 Windsor Rd,1 - 3,Products: Rough Green Lumber,
"Woodlawn, Va",,24381,,,
Phone:540-236-2030,Phone:540-236-2030,Fax:,,Species:,Mixed Softwoods
Contact: Dickie Choate,Contact: Dickie Choate,,,,
Name: Earl D. Pierce,Name: Earl D. Pierce,,Employee's:,Plant: Softwood Sawmill,
Address:,"Route 1, Box 316","Route 1, Box 316",4 - 9,Products: Rough Green Lumber,
"Fries, Va",24330,,,,
Phone:540-744-7538,Phone:540-744-7538,Fax:,,Species:,Mixed Softwoods
Contact: Earl D. Pierce,Contact: Earl D. Pierce,,,,
,,,,,12
