Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”,Name: “Table 1 of 1 on page 14 of 78”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Augusta -continued,Augusta -continued,Augusta -continued,,,
Name: Sheffer Lumber Co.,Name: Sheffer Lumber Co.,Name: Sheffer Lumber Co.,Employee's:,Plant: Hardwood Sawmill,
Address:,"Route 2, Box 105","Route 2, Box 105",4 - 9,Products: Rough Green Lumber,
"Mt. Solon, Va",,22843,,,
Phone:540-350-2632,Phone:540-350-2632,Fax:,,Species:,"Mixed Hardwoods, Yellow Pine"
Contact: Ronnie Sheffer,Contact: Ronnie Sheffer,Contact: Ronnie Sheffer,,,
Bath,,,,,
Name: Augusta Lumber Co. (Dixon),Name: Augusta Lumber Co. (Dixon),Name: Augusta Lumber Co. (Dixon),Employee's:,Plant:,Hardwood Sawmill
Address:,HCR 01 POB 59,HCR 01 POB 59,,Products: Rough Green Lumber,
"Warm Springs, Va","Warm Springs, Va",24484,,,
Phone:540-839-2641,Phone:540-839-2641,Fax:,,Species:,"Mixed Oak, Yellow Poplar,"
Contact: Kent Carr,Contact: Kent Carr,,,,Maple
Bedford,,,,,
Name: Ashwell Sawmill,Name: Ashwell Sawmill,Name: Ashwell Sawmill,Employee's:,Plant:,Hardwood Sawmill
Address:,6030 Smith Mtn. Lake Pky.,6030 Smith Mtn. Lake Pky.,4 - 9,Products: Rough Green Lumber,
"Huddleston, Va",24104,,,,
Phone:540-297-8954,Phone:540-297-8954,Fax:,,Species:,"Mixed Hardwoods, Pine"
Contact: Raymond Ashwell,Contact: Raymond Ashwell,Contact: Raymond Ashwell,,,
Name: Georgia-Pacific Corp.,Name: Georgia-Pacific Corp.,Name: Georgia-Pacific Corp.,Employee's:,Plant:,Paper Mill
Address:,POB 40,,200-499,"Products: Corrugating Medium, Recycled Linerboard","Products: Corrugating Medium, Recycled Linerboard"
"Big Island , Va",24526,,,,
Phone:540-299-5911,Phone:540-299-5911,Fax:,,Species:,Mixed Hardwoods
Contact:,,,,,
Name: Gillespie Inc.,Name: Gillespie Inc.,,Employee's:,Plant:,Hardwood Sawmill
Address:,3556 Glenwood Dr.,3556 Glenwood Dr.,1 - 3,Products: Rough Green Lumber,
"Bedford , Va",24523,,,,
Phone: 540-297-5149,Phone: 540-297-5149,Fax:,,Species:,"Mixed Hardwoods, Pine"
Contact: Mark Martin,Contact: Mark Martin,,,,
Name:,Hilltop Rough Green Lumber Co. Employee's: Plant: Hardwood Sawmill,Hilltop Rough Green Lumber Co. Employee's: Plant: Hardwood Sawmill,Hilltop Rough Green Lumber Co. Employee's: Plant: Hardwood Sawmill,Hilltop Rough Green Lumber Co. Employee's: Plant: Hardwood Sawmill,
Address: POB 403- 1133 Baldwin Ave.,Address: POB 403- 1133 Baldwin Ave.,Address: POB 403- 1133 Baldwin Ave.,20 - 49,"Products: Rough Green Lumber , Pallet Stock",
"Bedford , Va",24523,,,,
Phone: 540-586-5412,Phone: 540-586-5412,Fax: 540-586-0360,,Species:,"Yellow Poplar , Soft Maple,"
Contact: Ed Allen,Contact: Ed Allen,,,,Red Oak
,,,,,5
