Name: “Table 1 of 1 on page 42 of 78”,Name: “Table 1 of 1 on page 42 of 78”,Name: “Table 1 of 1 on page 42 of 78”,Name: “Table 1 of 1 on page 42 of 78”,Name: “Table 1 of 1 on page 42 of 78”,Name: “Table 1 of 1 on page 42 of 78”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Patrick -continued,Patrick -continued,Patrick -continued,,,
Name: Turner Lumber,Name: Turner Lumber,Name: Turner Lumber,Employee's:,Plant: Other Wood Products- Sawmill,
Address:,35 Turner Ridge Rd.,35 Turner Ridge Rd.,1 - 3,"Products: Rough Green Lumber , Other Wood",
"Patrick Springs, Va","Patrick Springs, Va",24133,,,Products
Phone:540-629-4420,Phone:540-629-4420,Fax:,,Species:,Mixed Species
Contact: David Turner,Contact: David Turner,,,,
Name: Whitlow Lumber and Logging,Name: Whitlow Lumber and Logging,Name: Whitlow Lumber and Logging,Employee's:,Plant:,Hardwood Sawmill
Address:1436 Fairystone Park Hwy.,Address:1436 Fairystone Park Hwy.,Address:1436 Fairystone Park Hwy.,4 - 9,Products: Rough Green Lumber,
"Stuart, Va",24171,,,,
Phone:540-930-3854,Phone:540-930-3854,Fax: 540-930-1075,,Species:,"Red Oak, White Oak,"
Contact: Robert Whitlow,Contact: Robert Whitlow,Contact: Robert Whitlow,,,Yellow Poplar
"Name: Wilderness Stuart, Inc.","Name: Wilderness Stuart, Inc.","Name: Wilderness Stuart, Inc.",Employee's:,Plant:,Hardwood Sawmill
Address:,POB 559,,10 - 19,Products: Rough Green Lumber,
"Stuart, Va",24171,,,,
Phone:540-789-7970,Phone:540-789-7970,Fax: 540-694-6233,,Species:,"Mixed Hardwoods, Pine"
Contact: Ronnie Bolt,Contact: Ronnie Bolt,,,,
Pittsylvania,Pittsylvania,,,,
Name: Cloverdale Lumber Co.,Name: Cloverdale Lumber Co.,Name: Cloverdale Lumber Co.,Employee's:,Plant:,Sawmill
Address:,5863 South Boston Hwy.,5863 South Boston Hwy.,20 - 49,Products: Rough Green Lumber,
"Sutherlin, Va",24594,,,,
Phone:*804-822-5017 Fax: *804-822-7519,Phone:*804-822-5017 Fax: *804-822-7519,Phone:*804-822-5017 Fax: *804-822-7519,Phone:*804-822-5017 Fax: *804-822-7519,Species:,"Pine , Poplar,"
Contact: Robert Anderson,Contact: Robert Anderson,Contact: Robert Anderson,,,Oak
"Name: Gibson Lumber Co., Inc.","Name: Gibson Lumber Co., Inc.","Name: Gibson Lumber Co., Inc.",Employee's:,Plant:,Softwood Sawmill
Address:,241 Crown Road,241 Crown Road,20 - 49,"Products: Rough Green Lumber , Dressed Lumber",
"Gretna , Va",24557,,,,
Phone:*804-656-1076 Fax: *804-656-2054,Phone:*804-656-1076 Fax: *804-656-2054,Phone:*804-656-1076 Fax: *804-656-2054,Phone:*804-656-1076 Fax: *804-656-2054,Species:,Yellow Pine
Contact: Bobby Gibson,Contact: Bobby Gibson,Contact: Bobby Gibson,,,
Name: Gregory Lumber Co.,Name: Gregory Lumber Co.,Name: Gregory Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,12121 Halifax Rd.,12121 Halifax Rd.,20 - 49,"Products: Rough Green Lumber , Dressed Lumber",
"Java , Va",24565,,,,
Phone:*804-432-2337 Fax: *804-432-3211,Phone:*804-432-2337 Fax: *804-432-3211,Phone:*804-432-2337 Fax: *804-432-3211,Phone:*804-432-2337 Fax: *804-432-3211,Species:,"Mixed Hardwoods, Yellow Pine,"
Contact: John Gregory,Contact: John Gregory,,,,E. White Pine
,,,,,33
