Name: “Table 1 of 1 on page 142 of 154”,Name: “Table 1 of 1 on page 142 of 154”,Name: “Table 1 of 1 on page 142 of 154”,Name: “Table 1 of 1 on page 142 of 154”
Table: 142,Table: 142,Table: 142,Table: 142
,,,
,Nights spent at the VCT,Nights spent at the VCT,Nights spent at the VCT
NIGHTC,Frequency,Percent,Cum. Percent
2,25,27.17,27.17
1,15,16.30,43.48
3,14,15.22,58.70
4,10,10.87,69.57
7,9,9.78,79.35
5,8,8.70,88.04
6,5,5.43,93.48
14,3,3.26,96.74
9,2,2.17,98.91
10,1,1.09,100.00
Total,92,100.00%,
"Mean= 3.80, Median= 3, Standard Deviation= 2.85, Max= 14","Mean= 3.80, Median= 3, Standard Deviation= 2.85, Max= 14","Mean= 3.80, Median= 3, Standard Deviation= 2.85, Max= 14",
,Number in Spending Party,Number in Spending Party,Number in Spending Party
SPEND,Frequency,Percent,Cum. Percent
2,43,47.25,46.25
1,18,19.78,67.03
4,9,9.89,76.92
5,6,6.59,83.52
3,5,5.49,89.01
20,3,3.30,92.31
7,2,2.20,94.51
6,1,1.10,95.60
8,1,1.10,96.70
11,1,1.10,97.80
12,1,1.10,98.90
14,1,1.10,100.00
Total,91,100.00%,
"Mean= 3.40 Median= 2, Standard Deviation= 3.84, Max= 20","Mean= 3.40 Median= 2, Standard Deviation= 3.84, Max= 20","Mean= 3.40 Median= 2, Standard Deviation= 3.84, Max= 20",
,,136,
