Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”,Name: “Table 1 of 1 on page 117 of 154”
Table: 117,Table: 117,Table: 117,Table: 117,Table: 117,Table: 117,Table: 117,Table: 117,Table: 117,Table: 117,Table: 117,Table: 117,Table: 117
,,,,,,,,,,,,
"12. Counting this visit, how many times have you visited the Creeper in the past 30 days?","12. Counting this visit, how many times have you visited the Creeper in the past 30 days?","12. Counting this visit, how many times have you visited the Creeper in the past 30 days?","12. Counting this visit, how many times have you visited the Creeper in the past 30 days?","12. Counting this visit, how many times have you visited the Creeper in the past 30 days?","12. Counting this visit, how many times have you visited the Creeper in the past 30 days?","12. Counting this visit, how many times have you visited the Creeper in the past 30 days?","12. Counting this visit, how many times have you visited the Creeper in the past 30 days?","12. Counting this visit, how many times have you visited the Creeper in the past 30 days?","12. Counting this visit, how many times have you visited the Creeper in the past 30 days?",A. 1,B. 2 - 5,
,C.,6-10,D. 11- 15,D. 11- 15,E. 16-25,,F. 26-35,,G. 36-45,,H. More than 45,H. More than 45
"13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?","13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?","13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?","13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?","13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?","13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?","13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?","13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?","13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?","13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?","13. In the past 30 days, what percent of your visits to the CREEPER were on weekends/holidays?",,
__________percent.,__________percent.,__________percent.,,,,,,,,,,
"14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?","14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?","14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?","14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?","14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?","14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?","14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?","14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?","14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?","14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?","14. In the past 30 days, how many trips have you made to other rail trails like the CREEPER?",A. None,A. None
,B. 1,C.,2 - 5,D. 5 - 10,D. 5 - 10,E. 10 - 20,,F. More than 20,F. More than 20,,,
15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,15. About how much do you spend each year on goods and services related to your use of the CREEPER?,
A. less than $50,A. less than $50,B. $50-100,B. $50-100,C.,$100-250,D. $250-500,D. $250-500,E. $500-1000,E. $500-1000,H. More than $1000,H. More than $1000,H. More than $1000
16. About how much of this money is spent Washington or Grayson County?,16. About how much of this money is spent Washington or Grayson County?,16. About how much of this money is spent Washington or Grayson County?,16. About how much of this money is spent Washington or Grayson County?,16. About how much of this money is spent Washington or Grayson County?,16. About how much of this money is spent Washington or Grayson County?,16. About how much of this money is spent Washington or Grayson County?,16. About how much of this money is spent Washington or Grayson County?,16. About how much of this money is spent Washington or Grayson County?,A. more than,A. more than,75%,B. 50-
75%,C. 25-50%,C. 25-50%,D. less than 25%,D. less than 25%,D. less than 25%,,,,,,,
Please rate the degree to which you receive the following benefits from the Creeper.,Please rate the degree to which you receive the following benefits from the Creeper.,Please rate the degree to which you receive the following benefits from the Creeper.,Please rate the degree to which you receive the following benefits from the Creeper.,Please rate the degree to which you receive the following benefits from the Creeper.,Please rate the degree to which you receive the following benefits from the Creeper.,Please rate the degree to which you receive the following benefits from the Creeper.,Please rate the degree to which you receive the following benefits from the Creeper.,Please rate the degree to which you receive the following benefits from the Creeper.,Please rate the degree to which you receive the following benefits from the Creeper.,,,
1. Health & fitness,1. Health & fitness,1. Health & fitness,,,High,Med,Low,None,,,,
2. Opportunity to view nature,2. Opportunity to view nature,2. Opportunity to view nature,2. Opportunity to view nature,,High,Med,Low,None,,,,
3. A place to take my pets/animals,3. A place to take my pets/animals,3. A place to take my pets/animals,3. A place to take my pets/animals,3. A place to take my pets/animals,High,Med,Low,None,,,,
4. Provides a sense of community,4. Provides a sense of community,4. Provides a sense of community,4. Provides a sense of community,,High,Med,Low,None,,,,
5. Other _________________________,5. Other _________________________,5. Other _________________________,5. Other _________________________,5. Other _________________________,High,Med,Low,None,,,,
