Name: “Table 1 of 1 on page 140 of 154”,Name: “Table 1 of 1 on page 140 of 154”,Name: “Table 1 of 1 on page 140 of 154”,Name: “Table 1 of 1 on page 140 of 154”
Table: 140,Table: 140,Table: 140,Table: 140
,,,
,,Household Size,
HOUSE,Frequency,Percent,Cum. Percent
2,46,49.46,49.46
4,16,17.20,66.67
5,13,13.98,80.65
3,11,11.83,92.47
1,6,6.45,98.92
11,1,1.08,100.00
Total,93,100.00%,
"Mean= 2.91, Median= 2, Standard Deviation= 1.47, Max= 11","Mean= 2.91, Median= 2, Standard Deviation= 1.47, Max= 11","Mean= 2.91, Median= 2, Standard Deviation= 1.47, Max= 11",
,Number in household using the Creeper,Number in household using the Creeper,Number in household using the Creeper
HOUSECR,Frequency,Percent,Cum. Percent
2,41,45.56,45.56
1,31,34.44,80.00
4,9,10.00,90.00
5,5,5.56,95.56
3,4,4.44,100.00
Total,90,100.00%,
"Mean= 2.06, Median= 2, Standard Deviation= 1.13, Max= 5","Mean= 2.06, Median= 2, Standard Deviation= 1.13, Max= 5","Mean= 2.06, Median= 2, Standard Deviation= 1.13, Max= 5",
,,Education Level,
EDU,Frequency,Percent,Cum. Percent
College,57,61.29,61.29
Other,30,32.26,93.55
High School,6,6.45,100.00
Total,93,100.00%,
,,Respondents Age,
AGE,Frequency,Percent,Cum. Percent
46-55,29,31.52,31.52
56-65,27,29.35,60.87
36-45,22,23.91,84.78
>65,8,8.70,93.48
16-25,4,4.35,97.83
26-35,2,2.17,100.00
Total,92,100.00%,
"Mean= 51, Median= 46",,,
,,134,
