Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”,Name: “Table 1 of 1 on page 5 of 7”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 2.-Mean,Table 2.-Mean,Table 2.-Mean,Table 2.-Mean,,"slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","slope, probabilities, number ofplots, and number of trees by pine species (shortlea$","loblolly, and","loblolly, and","loblolly, and","loblolly, and","loblolly, and",
,Erginia),Erginia),Erginia),"and crown variables (crown density, crown","and crown variables (crown density, crown","and crown variables (crown density, crown","and crown variables (crown density, crown","and crown variables (crown density, crown","and crown variables (crown density, crown","and crown variables (crown density, crown","and crown variables (crown density, crown","and crown variables (crown density, crown","and crown variables (crown density, crown","and crown variables (crown density, crown","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer","dieback, andfoliage transparency) for trees that died @fleer"
,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,Species,,,,,,,,,Mean,,slope,,Probability,Probability,,Number of plots,Number of plots,Number of plots,Number of plots,Number of plots,Number of plots,,Number of trees,Number of trees,Number of trees,Number of trees,Number of trees,Number of trees
Crown Densitv:,Crown Densitv:,Crown Densitv:,Crown Densitv:,Crown Densitv:,,,,,,,,,,,,,,,,,,,,,,,,,
Shortleaf pine,Shortleaf pine,Shortleaf pine,Shortleaf pine,Shortleaf pine,,,,,,-0.06,-0.06,-0.06,,0.9661,,,,,12,,,,,,,,17,,
Loblolly pine,Loblolly pine,Loblolly pine,Loblolly pine,Loblolly pine,,,,,,-1.15,-1.15,-1.15,,0.2784,,,,,29,,,,,,,,41,,
