Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,
"Pine Silviculture, continued","Pine Silviculture, continued",,,,
note that first-year mortality at any level – even after,Table 7. Comparison of original (age 6) and interplanted (age,Table 7. Comparison of original (age 6) and interplanted (age,Table 7. Comparison of original (age 6) and interplanted (age,Table 7. Comparison of original (age 6) and interplanted (age,Table 7. Comparison of original (age 6) and interplanted (age
interplanting – has resulted in sharp declines in total,5) loblolly pine five years after interplanting at various levels,5) loblolly pine five years after interplanting at various levels,5) loblolly pine five years after interplanting at various levels,5) loblolly pine five years after interplanting at various levels,5) loblolly pine five years after interplanting at various levels
"standing volume: at 66, 44 and 22 percent survival,",of simulated initial stand survival.,of simulated initial stand survival.,,,
"total volume is reduced by 15, 25 and 60 percent,",,,,,
"respectively, of the amount in the undisturbed",,,,,
"original (six-year-old) plots. Ultimately, the choice",,Original Seedings (age 6),Original Seedings (age 6),Original Seedings (age 6),
between 1) interplanting; 2) site-preparing and,Measurement,Surviving Stems After One Season,Surviving Stems After One Season,Surviving Stems After One Season,Surviving Stems After One Season
"replanting the entire stand, or 3) accepting a lower-",,100 tpa,200 tpa,300 tpa,450 tpa
density stand and moving ahead with no additional,Survival (%),98%,100%,96%,98%
investment will depend on the specific investment,,,,,
"objectives, assumptions and tolerances of the",Height (ft.),16.0,17.6,17.9,17.4
individual landowner. Although we intend to follow,DBH (in.),3.2,3.6,3.6,3.4
the development of these plots for some years to,Basal Area (sq. ft.),5.9,15.1,21.8,30.4
"come, it is difficult to envision the lowest-survival",Volume (cu. ft./acre),35,98,145,195
areas recovering to anywhere near the productivity,,,,,
level of the original stand.,,,,,
,,Interplanted Seedings (age 5),Interplanted Seedings (age 5),Interplanted Seedings (age 5),
,,Surviving Stems After One Season,Surviving Stems After One Season,Surviving Stems After One Season,Surviving Stems After One Season
,Measurement,,,,
,,100 tpa,,200 tpa,300 tpa
,Survival (%),90%,,97%,96%
,Height (ft.),13.2,,14.8,14.4
,DBH (in.),2.2,,2.5,2.4
,Basal Area (sq. ft.),9.5,,9.1,4.1
,Volume (cu. ft./acre),44,,48,21
,,Plot Summary,Plot Summary,,
,,Surviving Stems After One Season,Surviving Stems After One Season,Surviving Stems After One Season,Surviving Stems After One Season
,Measurement,,,,
,,100 tpa,200 tpa,300 tpa,450 tpa
Figure 9. Difference between average heights of,Basal Area (sq. ft./acre),15.4,24.1,25.9,30.4
original and interplanted seedlings during the first,% from Interplants,61.8%,37.5%,15.8%,100.0%
five years after interplanting at three levels of,Volume,79,146,166,195
simulated survival.,,,,,
,% from Interplants,55.8%,22.9%,12.9%,100.0%
,Figure 10. Average total tree volume (cu. ft./acre) five years after,Figure 10. Average total tree volume (cu. ft./acre) five years after,Figure 10. Average total tree volume (cu. ft./acre) five years after,Figure 10. Average total tree volume (cu. ft./acre) five years after,Figure 10. Average total tree volume (cu. ft./acre) five years after
,interplanting at four levels of simulated survival.,interplanting at four levels of simulated survival.,interplanting at four levels of simulated survival.,interplanting at four levels of simulated survival.,
,,,,,11
