Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”,Name: “Table 1 of 1 on page 53 of 78”
Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Westmoreland -continued,Westmoreland -continued,Westmoreland -continued,Westmoreland -continued,,
Name: Potomac Supply Corp.,Name: Potomac Supply Corp.,Name: Potomac Supply Corp.,Employee's:,Plant: Softwood Sawmill,
Address:1398 Kinsale Rd. (POB 8),Address:1398 Kinsale Rd. (POB 8),Address:1398 Kinsale Rd. (POB 8),200 - 499,Products: Rough Green Lumber,
"Kinsale , Va",22488,,,,
Phone:*804-472-2527 Fax: *804-472-3169,Phone:*804-472-2527 Fax: *804-472-3169,Phone:*804-472-2527 Fax: *804-472-3169,Phone:*804-472-2527 Fax: *804-472-3169,Species:,"Yellow Pine , Mixed Softwoods"
Contact: William Carden,Contact: William Carden,Contact: William Carden,,,
Wise,,,,,
Name: B. A. Mullican Lumber Co.,Name: B. A. Mullican Lumber Co.,Name: B. A. Mullican Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 152,P. O. Box 152,,Products: Rough Green Lumber,
"Appalachia , Va",24216,24216,,,
Phone:540-565-0220,,Fax: 540-565-0409,Fax: 540-565-0409,Species:,Mixed Hardwoods
Contact: Rick Tyvurski,Contact: Rick Tyvurski,,,,
Wythe,,,,,
Name:,Doug Gravely,Employee's:,,Plant: Hardwood Sawmill,
Address:,565 Fox Mt. Rd.,565 Fox Mt. Rd.,,Products: Rough Green Lumber,
"Max Meadows, Va",24360,24360,,,
Phone:540-637-1046,,Fax:,,Species:,Mixed Hardwoods
Contact:,,,,,
Name: Frank Smith,,,Employee's:,Plant:,Custom Sawmill
Address:,"Route 2, Box 79","Route 2, Box 79",1 - 3,"Products: Custom Products , Rough Green Lumber",
"Rural Retreat, Va",24368,24368,,,
Phone:540-686-4466,,Fax:,,Species:,Mixed Species
Contact: Frank Smith,,,,,
Name: Jimmy Scott Horne,Name: Jimmy Scott Horne,Name: Jimmy Scott Horne,Employee's:,Plant:,Custom Sawmill
Address:,Route 1 Box 321,Route 1 Box 321,,"Products: Custom Products , Rough Green Lumber",
"Wytheville , Va",24382,24382,,,
Phone:540-625-0658,,Fax:,,Species:,Mixed Species
Contact: Jimmy Horne,Contact: Jimmy Horne,,,,
Name:,John Edwards,,Employee's:,Plant: Hardwood Sawmill,
Address:,P. O. Box 46,P. O. Box 46,1 - 3,Products: Rough Green Lumber,
"Barren Springs, Va",24313,24313,,,
Phone:540-699-6078,,Fax:,,Species:,Mixed Hardwoods
Contact: John W. Edwards,Contact: John W. Edwards,Contact: John W. Edwards,,,
,,,,,44
