Name: “Table 1 of 1 on page 10 of 78”,Name: “Table 1 of 1 on page 10 of 78”,Name: “Table 1 of 1 on page 10 of 78”,Name: “Table 1 of 1 on page 10 of 78”,Name: “Table 1 of 1 on page 10 of 78”,Name: “Table 1 of 1 on page 10 of 78”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Albemarle,,,,,
Name: Augusta Lumber Co.,Name: Augusta Lumber Co.,Name: Augusta Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 68,P. O. Box 68,50 - 99,"Products: Rough Green Lumber,",
"North Garden, Va",,22959,,,Pallet Stock
Phone:*804-977-6852 Fax: *804-296-0841,Phone:*804-977-6852 Fax: *804-296-0841,Phone:*804-977-6852 Fax: *804-296-0841,Phone:*804-977-6852 Fax: *804-296-0841,Species:,"Yellow Poplar , Red Oak"
Contact: Mike Passerell,Contact: Mike Passerell,Contact: Mike Passerell,,,White Oak
Name: Campbell Lumber Co.,Name: Campbell Lumber Co.,Name: Campbell Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 126,P. O. Box 126,10 - 19,Products: Rough Green Lumber,
"North Garden, Va",,22959,,,
Phone:*804-293-3021 Fax: *804-293-9204,Phone:*804-293-3021 Fax: *804-293-9204,Phone:*804-293-3021 Fax: *804-293-9204,Phone:*804-293-3021 Fax: *804-293-9204,Species:,Mixed Hardwoods
Contact: Harry D. Campbell,Contact: Harry D. Campbell,Contact: Harry D. Campbell,,,
Name: J. Bruce Barnes Inc.,Name: J. Bruce Barnes Inc.,Name: J. Bruce Barnes Inc.,Employee's:,Plant:,Other Wood Products
Address:,POB 85,,,"Products: Remanufactured Lumber, Kiln Dried",
"Crozet, Va",22932,,,,Lumber
Phone:*804-823-4391 Fax: *804-823-4041,Phone:*804-823-4391 Fax: *804-823-4041,Phone:*804-823-4391 Fax: *804-823-4041,Phone:*804-823-4391 Fax: *804-823-4041,Species:,"Mixed Hardwoods, Poplar,"
Contact: Carroll Conley,Contact: Carroll Conley,Contact: Carroll Conley,,,Oak
Name: Morris Timber Production,Name: Morris Timber Production,Name: Morris Timber Production,Employee's:,Plant:,Sawmill
Address:,P. O. Box 53,P. O. Box 53,,Products: Rough Green Lumber,
"Free Union, Va",,22940,,,
Phone:*804-973-3250 Fax:,Phone:*804-973-3250 Fax:,Phone:*804-973-3250 Fax:,,Species:,"Pine , Poplar"
Contact: Junior Morris,Contact: Junior Morris,,,,Oak
Name: R. A. Yancey Lumber Corp.,Name: R. A. Yancey Lumber Corp.,Name: R. A. Yancey Lumber Corp.,Employee's:,Plant:,Softwood Sawmill
Address:,P. O. Box 115,P. O. Box 115,50 - 99,"Products: Rough Green Lumber , Kiln Dried",
"Crozet, Va",22932,,,,"Lumber, Finished Lumber"
Phone:*804-823-4107 Fax: *804-823-5124,Phone:*804-823-4107 Fax: *804-823-5124,Phone:*804-823-4107 Fax: *804-823-5124,Phone:*804-823-4107 Fax: *804-823-5124,Species:,"Mixed Softwoods, Yellow Pine"
Contact: Dick Yancey,Contact: Dick Yancey,,,,
Alleghany,,,,,
Name: Bolivia Lumber Co.,Name: Bolivia Lumber Co.,Name: Bolivia Lumber Co.,Employee's:,Plant:,Sawmill
Address:,101 Mathews Ln.,101 Mathews Ln.,10 - 19,Products: Pallet Stock,
"Clifton Forge , Va",,24422,,,
Phone:540-862-5228,Phone:540-862-5228,Fax: 540-862-3566,,Species:,Mixed Species
Contact: Roger Walton,Contact: Roger Walton,,,,
,,,,,1
