Name: “Table 1 of 1 on page 29 of 78”,Name: “Table 1 of 1 on page 29 of 78”,Name: “Table 1 of 1 on page 29 of 78”,Name: “Table 1 of 1 on page 29 of 78”,Name: “Table 1 of 1 on page 29 of 78”,Name: “Table 1 of 1 on page 29 of 78”
Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Franklin –continued,Franklin –continued,Franklin –continued,,,
Name: Perdue Sawmill,Name: Perdue Sawmill,Name: Perdue Sawmill,Employee's:,Plant: Hardwood Sawmill,
Address:,521 Byrd's Mill Rd.,521 Byrd's Mill Rd.,4 - 9,Products: Rough Green Lumber,
"Glade Hill, Va","Glade Hill, Va",24092,,,
Phone:540-483-9368,Phone:540-483-9368,Fax:,,Species:,"Mixed Hardwoods, Yellow Pine"
Contact: Mike Perdue,Contact: Mike Perdue,,,,
Name: Rocky Mount Hardwoods,Name: Rocky Mount Hardwoods,Name: Rocky Mount Hardwoods,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 18,P. O. Box 18,20 - 49,Products: Rough Green Lumber,
"Willis, Va",24380,,,,
Phone:540-483-1428,Phone:540-483-1428,Fax:,,Species:,Mixed Hardwoods
Contact: Blane Poff,Contact: Blane Poff,,,,
Frederick,Frederick,,,,
"Name: Allied Wood Products, Inc.","Name: Allied Wood Products, Inc.","Name: Allied Wood Products, Inc.",Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 2337,P. O. Box 2337,4 - 9,Products: Rough Green Lumber,
"Winchester , Va","Winchester , Va",22604,,,
Phone:540-662-7426,Phone:540-662-7426,Fax:,,Species:,"Red Oak, White Oak,"
Contact: Randy Cutshaw,Contact: Randy Cutshaw,Contact: Randy Cutshaw,,,Yellow Poplar
Name: McFarlands Mill,Name: McFarlands Mill,Name: McFarlands Mill,Employee's:,Plant:,Hardwood Sawmill
Address:,587 Round Hill Rd.,587 Round Hill Rd.,20 - 49,"Products: Rough Green Lumber , Pallet Stock",
"Winchester , Va","Winchester , Va",22602,,,
Phone:540-667-2272,Phone:540-667-2272,Fax: 540--22-6261,,Species:,Mixed Hardwoods
Contact: Robert McFarland,Contact: Robert McFarland,Contact: Robert McFarland,,,
Gloucester,Gloucester,,,,
Name: Borden's Sawmill,Name: Borden's Sawmill,Name: Borden's Sawmill,Employee's:,Plant:,Sawmill
Address:,POB 238,,,Products: Rough Green Lumber,
"Gloucester , Va","Gloucester , Va",23062,,,
Phone:*804-642-4455 Fax:,Phone:*804-642-4455 Fax:,Phone:*804-642-4455 Fax:,,Species:,"Pine , Mixed Oak"
Contact:,,,,,
Name: Brooks Sawmill,Name: Brooks Sawmill,Name: Brooks Sawmill,Employee's:,Plant: Sawmill,
Address:,Rt. 611 POB 822,Rt. 611 POB 822,,"Products: Rough Green Lumber , Veneer",
"Mathews, VA 23109","Mathews, VA 23109",,,,
Phone:*804-725-7959 Fax:,Phone:*804-725-7959 Fax:,Phone:*804-725-7959 Fax:,,Species:,"Pine , Poplar,"
Contact:,,,,,Red Oak
,,,,,20
