Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
King William –continued,King William –continued,King William –continued,,,
Name:,Smurfit-Stone Container Corp.,Smurfit-Stone Container Corp.,Employee's:,Plant: Pulpmill,
Address:,POB 100,,,"Products: White Top Linerboard , Kraft Linerboard",
"West Point , Va",23181,,,,
Phone:*804-843-5890 Fax:,Phone:*804-843-5890 Fax:,Phone:*804-843-5890 Fax:,,Species:,"Mixed Hardwoods, Pine"
Contact: Ann Duff,Contact: Ann Duff,,,,
Name: Virginia Log Co.,Name: Virginia Log Co.,Name: Virginia Log Co.,Employee's:,Plant:,Hardwood Veneer
Address:,POB 828 - 320 DuPont St.,POB 828 - 320 DuPont St.,50 - 99,Products: Veneer,
"West Point , Va",23181,,,,
Phone:*804-843-2900 Fax: *804-843-2554,Phone:*804-843-2900 Fax: *804-843-2554,Phone:*804-843-2900 Fax: *804-843-2554,Phone:*804-843-2900 Fax: *804-843-2554,Species:,"Mixed Hardwoods, Yellow Pine"
Contact: William Sharp,Contact: William Sharp,,,,
Lee,,,,,
Name: Roberts and Roberts Lumber,Name: Roberts and Roberts Lumber,Name: Roberts and Roberts Lumber,Employee's:,Plant:,Hardwood Sawmill
Address:,"Route 4, Box 814","Route 4, Box 814",20 - 49,Products: Rough Green Lumber,
"Jonesville , Va",24263,24263,,,
Phone:540-346-3050,Phone:540-346-3050,Fax: 540-346-2050,,Species:,"Mixed Hardwoods, Yellow Pine"
Contact: James Roberts,Contact: James Roberts,,,,
Name: Russell Lumber Co.,Name: Russell Lumber Co.,Name: Russell Lumber Co.,Employee's:,Plant:,Hardwood Sawmill
Address:,"Route 2, Box 109","Route 2, Box 109",20 - 49,Products: Rough Green Lumber,
"Jonesville , Va",24263,,,,
Phone:540-346-1958,Phone:540-346-1958,Fax:,,Species:,Mixed Hardwoods
Contact: Gary Russell,Contact: Gary Russell,,,,
Loudoun,,,,,
Name: Blue Ridge Timber Improvement,Name: Blue Ridge Timber Improvement,Name: Blue Ridge Timber Improvement,Employee's:,Plant:,Sawmill
Address:,17738 Airmont Rd.,17738 Airmont Rd.,,"Products: Custom Products , Rough Green Lumber",
"Round Hill, Va",,20141,,,
Phone:540-885-5055,Phone:540-885-5055,Fax:,,Species:,Mixed Hardwoods
Contact: John Root,Contact: John Root,,,,
Name: Riverbend Sawmill,Name: Riverbend Sawmill,Name: Riverbend Sawmill,Employee's:,Plant:,Hardwood Sawmill
Address:,42217 Cochran Mill Rd.,42217 Cochran Mill Rd.,10 - 19,Products: Rough Green Lumber,
"Leesburg, Va",20175,,,,
Phone:703-777-3600,Phone:703-777-3600,Fax: 703-737-2141,,Species:,Mixed Hardwoods
Contact: J. Webb,Contact: J. Webb,,,,
,,,,,26
