Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”,Name: “Table 1 of 1 on page 13 of 78”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Appomattox,Appomattox,,,,
Name:J. D. Martin Lumber,Name:J. D. Martin Lumber,Name:J. D. Martin Lumber,Employee's:,Plant: Sawmill,
Address:,RR 4 Box 158,RR 4 Box 158,10 - 19,Products: Rough Green Lumber,
"Appomattox, Va",,24522,,,
Phone:*804-352-8444 Fax: *804-352-8040,Phone:*804-352-8444 Fax: *804-352-8040,Phone:*804-352-8444 Fax: *804-352-8040,Phone:*804-352-8444 Fax: *804-352-8040,Species:,Mixed Species
Contact: Dean Martin,Contact: Dean Martin,,,,
Name: Taylor-Ramsey Corp.,Name: Taylor-Ramsey Corp.,Name: Taylor-Ramsey Corp.,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 1240,P. O. Box 1240,20 - 49,Products: Rough Green Lumber,
"Pamplin, Va",23958,,,,
Phone:*804-248-6967 Fax: *804-248-6967,Phone:*804-248-6967 Fax: *804-248-6967,Phone:*804-248-6967 Fax: *804-248-6967,Phone:*804-248-6967 Fax: *804-248-6967,Species:,"Mixed Hardwoods, Yellow Pine"
Contact: Randy Thorne,Contact: Randy Thorne,,,,
Augusta,,,,,
"Name: Augusta Lumber and Supply,","Name: Augusta Lumber and Supply,","Name: Augusta Lumber and Supply,",Employee's:,Plant:,Hardwood Sawmill
Address:,1884 Greenville Ave.,1884 Greenville Ave.,50 - 99,Products: Rough Green Lumber,
"Staunton, Va",24401,,,,
Phone:540-885-8801,Phone:540-885-8801,Fax: 540-885-4445,,Species:,"Red Oak, White Oak,"
Contact: Mitch Carr,Contact: Mitch Carr,,,,Yellow Poplar
Name: Augusta,Lumber Co. Inc.,Lumber Co. Inc.,Employee's:,Plant:,Hardwood Flooring
Address:,POB 1528,,,"Products: Rough Green Lumber , Hardwood Floors",
Waynesboro,Va,22980,,,
Phone:540-946-9150,Phone:540-946-9150,Fax: 540-946-9153,,Species:,Mixed Hardwoods
Contact: Mitch Carr,Contact: Mitch Carr,,,,
Name: Blue Ridge Lumber Inc.,Name: Blue Ridge Lumber Inc.,Name: Blue Ridge Lumber Inc.,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 89,P. O. Box 89,100 - 199,Products: Rough Green Lumber,
Fishersville,Va,22939,,,
Phone:540-885-5055,Phone:540-885-5055,Fax: 540-885-4716,,Species:,"Red Oak, White Oak,"
Contact: Tom Sheets,Contact: Tom Sheets,,,,E. White Pine
Name: Kisamore Lumber,Name: Kisamore Lumber,Name: Kisamore Lumber,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 729,P. O. Box 729,20 - 49,"Products: Rough Green Lumber , Firewood",
"Churchville , Va",,24421,,,
Phone:540-337-6041,Phone:540-337-6041,Fax: 540-337-6074,,Species:,"Red Oak, White Oak,"
Contact: Ray Kisamore,Contact: Ray Kisamore,,,,Yellow Poplar
,,,,,4
