Name: “Table 1 of 1 on page 11 of 78”,Name: “Table 1 of 1 on page 11 of 78”,Name: “Table 1 of 1 on page 11 of 78”,Name: “Table 1 of 1 on page 11 of 78”,Name: “Table 1 of 1 on page 11 of 78”,Name: “Table 1 of 1 on page 11 of 78”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Alleghany -continued,Alleghany -continued,Alleghany -continued,,,
Name:Bradley Sawmill Inc.,Name:Bradley Sawmill Inc.,Name:Bradley Sawmill Inc.,Employee's:,Plant: Hardwood Sawmill,
Address:,5123 Bradley Spring,5123 Bradley Spring,10 - 19,"Products: Rough Green Lumber , Mulch,",
"Covington, Va","Covington, Va",24426,,,Chips
Phone:540-962-1833,Phone:540-962-1833,Fax: 540-962-1833,,Species:,"Mixed Hardwoods, E. White Pine,"
Contact: Charles Bradley,Contact: Charles Bradley,Contact: Charles Bradley,,,Soft Maple
Name: J. C. Bradley,Name: J. C. Bradley,,Employee's:,Plant:,Hardwood Sawmill
Address:,4500 Indian Draft Rd.,4500 Indian Draft Rd.,4 - 9,Products: Rough Green Lumber,
"Covington, Va","Covington, Va",24426,,,
Phone:540-962-4446,Phone:540-962-4446,Fax:,,Species:,"Mixed Hardwoods, Pine"
Contact: John Bradley,Contact: John Bradley,,,,
Name: Westvaco,Name: Westvaco,,Employee's:,Plant:,Pulp & Paper Mill
Address:,104 E. Riverside St.,104 E. Riverside St.,1000+,"Products: Pulp , Bleached Paperboard",
"Covington, Va","Covington, Va",24426,,,
Phone: 540-969-5427,Phone: 540-969-5427,Fax: 540-969-5228,,Species:,"Mixed Species, Pine"
Contact: Craig Carr,Contact: Craig Carr,,,,
Amelia,Amelia,,,,
Name: Amelia Lumber Co.,Name: Amelia Lumber Co.,Name: Amelia Lumber Co.,Employee's:,Plant:,Softwood Sawmill
Address:,P. O. Box 727,P. O. Box 727,20 - 49,"Products: Rough Green Lumber , Dressed Lumber,",
"Amelia , Va",23002,,,,Pallet Stock
Phone: *804-561-2155 Fax: *804-561-2125,Phone: *804-561-2155 Fax: *804-561-2125,Phone: *804-561-2155 Fax: *804-561-2125,Phone: *804-561-2155 Fax: *804-561-2125,Species:,"Mixed Softwoods, Yellow Pine"
Contact: William L. Scott,Contact: William L. Scott,Contact: William L. Scott,,,
Name: Anderson Brothers Lumber Co.,Name: Anderson Brothers Lumber Co.,Name: Anderson Brothers Lumber Co.,Employee's:,Plant:,Softwood Sawmill
Address:,P. O. Box 109,P. O. Box 109,20 - 49,Products: Rough Green Lumber,
Amelia,Va,23002,,,
Phone: *804-561-2153 Fax: *804-561-4153,Phone: *804-561-2153 Fax: *804-561-4153,Phone: *804-561-2153 Fax: *804-561-4153,Phone: *804-561-2153 Fax: *804-561-4153,Species:,"Yellow Pine , Yellow Poplar,"
"Contact: Charles A. Anderson, Sr.","Contact: Charles A. Anderson, Sr.","Contact: Charles A. Anderson, Sr.",,,Mixed Species
Name: Scott Pallets Inc.,Name: Scott Pallets Inc.,Name: Scott Pallets Inc.,Employee's:,Plant:,Hardwood Sawmill
Address:,POB 727,,20 - 49,"Products: Rough Green Lumber , Pallet Stock",
"Amelia , Va",23002,,,,
Phone:*804-561-2155 Fax: *804-561-2664,Phone:*804-561-2155 Fax: *804-561-2664,Phone:*804-561-2155 Fax: *804-561-2664,Phone:*804-561-2155 Fax: *804-561-2664,Species:,Mixed Hardwoods
Contact: Scott Joann,Contact: Scott Joann,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
,,,,,2
