Name: “Table 1 of 1 on page 45 of 78”,Name: “Table 1 of 1 on page 45 of 78”,Name: “Table 1 of 1 on page 45 of 78”,Name: “Table 1 of 1 on page 45 of 78”,Name: “Table 1 of 1 on page 45 of 78”,Name: “Table 1 of 1 on page 45 of 78”,Name: “Table 1 of 1 on page 45 of 78”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,
Prince George -continued,Prince George -continued,Prince George -continued,Prince George -continued,Prince George -continued,,
Name:Roy L. Mattox,Name:Roy L. Mattox,Name:Roy L. Mattox,,Employee's:,Plant: Hardwood Sawmill,
Address:,5116 Courtland Rd.,5116 Courtland Rd.,5116 Courtland Rd.,,Products: Rough Green Lumber,
"Disputanta , Va","Disputanta , Va",23842,23842,,,
Phone:*804-732-8176 Fax:,Phone:*804-732-8176 Fax:,Phone:*804-732-8176 Fax:,Phone:*804-732-8176 Fax:,,Species:,Mixed Species
Contact: Roy Mattox,Contact: Roy Mattox,Contact: Roy Mattox,,,,
Name: Smurfit-Stone Container Corp.,Name: Smurfit-Stone Container Corp.,Name: Smurfit-Stone Container Corp.,Name: Smurfit-Stone Container Corp.,Employee's:,Plant:,Pulpmill
Address:,POB 1009,POB 1009,,,Products: Kraft Linerboard,
"Hopewell, Va 23860","Hopewell, Va 23860","Hopewell, Va 23860",,,,
Phone:*804-541-9600 Fax:,Phone:*804-541-9600 Fax:,Phone:*804-541-9600 Fax:,Phone:*804-541-9600 Fax:,,Species:,Mixed Species
Contact:,,,,,,
Pulaski,,,,,,
Name: Rusty's Custom Sawing,Name: Rusty's Custom Sawing,Name: Rusty's Custom Sawing,Name: Rusty's Custom Sawing,Employee's:,Plant:,Portable Sawmill
Address:,Rt. 1 Box 343 B,Rt. 1 Box 343 B,Rt. 1 Box 343 B,,"Products: Custom Products , Rough Green Lumber",
"Hiwassee , Va 24347","Hiwassee , Va 24347","Hiwassee , Va 24347",,,,
Phone:540-994-9436,Phone:540-994-9436,Phone:540-994-9436,Fax:,,Species:,Mixed Species
Contact: Leonard O'Dell Jr.,Contact: Leonard O'Dell Jr.,Contact: Leonard O'Dell Jr.,Contact: Leonard O'Dell Jr.,,,
Rappahannock,Rappahannock,Rappahannock,Rappahannock,,,
Name: John Dove,Name: John Dove,,,Employee's:,Plant:,Other Wood Products- Sawmill
Address:,8320 Old Still House Rd.,8320 Old Still House Rd.,8320 Old Still House Rd.,,"Products: Rough Green Lumber , Other Wood",
Rixeyville,Va,22737,,,,Products
Phone:540-937-4917,Phone:540-937-4917,Phone:540-937-4917,Fax:,,Species:,Mixed Species
Contact:,,,,,,
Richmond,Richmond,,,,,
Name:,"Northern Neck Lumber Co., Inc. Employee's:","Northern Neck Lumber Co., Inc. Employee's:","Northern Neck Lumber Co., Inc. Employee's:","Northern Neck Lumber Co., Inc. Employee's:",Plant: Softwood Sawmill,
Address:,P. O. Box 395,P. O. Box 395,P. O. Box 395,20 - 49,Products: Rough Green Lumber,
"Warsaw, Va",22572,22572,,,,
Phone:*804-333-4041 Fax: *804-333-5121,Phone:*804-333-4041 Fax: *804-333-5121,Phone:*804-333-4041 Fax: *804-333-5121,Phone:*804-333-4041 Fax: *804-333-5121,Phone:*804-333-4041 Fax: *804-333-5121,Species:,"Yellow Pine , Sweetgum,"
Contact: John Morris,Contact: John Morris,Contact: John Morris,,,,Yellow Poplar
"Name: Wood Preservers, Inc.","Name: Wood Preservers, Inc.","Name: Wood Preservers, Inc.","Name: Wood Preservers, Inc.",Employee's:,Plant:,Sawmill
Address:,P. O. Box 158,P. O. Box 158,P. O. Box 158,50 - 99,"Products: Rough Green Lumber , Posts,",
"Warsaw, Va",22572,22572,,,,Poles
Phone:*804-333-4022 Fax: *804-333-9269,Phone:*804-333-4022 Fax: *804-333-9269,Phone:*804-333-4022 Fax: *804-333-9269,Phone:*804-333-4022 Fax: *804-333-9269,Phone:*804-333-4022 Fax: *804-333-9269,Species:,Yellow Pine
Contact: Morgan Wright,Contact: Morgan Wright,Contact: Morgan Wright,Contact: Morgan Wright,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
,,,,,,36
