Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”,Name: “Table 1 of 1 on page 38 of 78”
Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37
,,,,,
Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),Virginia Wood Using Industries (County Listing),
Madison –continued,Madison –continued,Madison –continued,,,
Name: Philip Dyer,Name: Philip Dyer,,Employee's:,Plant: Hardwood Sawmill,
Address:,"Route 3, Box 122-3","Route 3, Box 122-3",4 - 9,Products: Rough Green Lumber,
"Culpeper , Va",22701,,,,
Phone:*804-547-2479 Fax:,Phone:*804-547-2479 Fax:,Phone:*804-547-2479 Fax:,,Species:,"Mixed Hardwoods, Yellow Pine"
Contact: Philip Dyer,Contact: Philip Dyer,,,,
Mecklenburg,Mecklenburg,,,,
Name: International Veneer,Name: International Veneer,Name: International Veneer,Employee's:,Plant:,Hardwood Veneer
Address:,1551 Montgomery St.,1551 Montgomery St.,,Products:,Veneer
"South Hill, Va",23970,23970,,,
Phone:*804-447-7100 Fax: *804-447-2895,Phone:*804-447-7100 Fax: *804-447-2895,Phone:*804-447-7100 Fax: *804-447-2895,Phone:*804-447-7100 Fax: *804-447-2895,Species:,"Walnut, Maple,"
Contact:,,,,,Pine
Middlesex,,,,,
"Name: Carlton and Edwards, Inc.","Name: Carlton and Edwards, Inc.","Name: Carlton and Edwards, Inc.",Employee's:,Plant:,Softwood Sawmill
Address:,P. O. Box 458,P. O. Box 458,20 - 49,"Products: Rough Green Lumber , Pre-fab building",
"Saluda , Va",23149,,,,Materials
Phone:*804-758-5100 Fax: *804-758-3447,Phone:*804-758-5100 Fax: *804-758-3447,Phone:*804-758-5100 Fax: *804-758-3447,Phone:*804-758-5100 Fax: *804-758-3447,Species:,Yellow Pine
Contact: William Edwards,Contact: William Edwards,Contact: William Edwards,,,
Montgomery,Montgomery,,,,
"Name: Styne Forest Products, Inc.","Name: Styne Forest Products, Inc.","Name: Styne Forest Products, Inc.",Employee's:,Plant:,Hardwood Sawmill
Address:,2662 Fairview Church Rd.,2662 Fairview Church Rd.,4 - 9,Products: Rough Green Lumber,
"Riner , Va",24149,,,,
Phone:540-382-8908,Phone:540-382-8908,Fax: 540-381-3617,,Species:,"Mixed Species, E. White Pine"
Contact: Robert J. Styne,Contact: Robert J. Styne,Contact: Robert J. Styne,,,
Name:,Turman Lumber Co.,Turman Lumber Co.,Employee's:,Plant: Other Wood Products- Sawmill,
Address:,3504 Mudpike Rd.,3504 Mudpike Rd.,10 - 19,"Products: Rough Green Lumber , Other Wood",
"Christiansburg, Va","Christiansburg, Va",24073,,,Products
Phone:540-639-1250,Phone:540-639-1250,Fax: 540-639-6892,,Species:,Mixed Species
Contact: Turman Bolt,Contact: Turman Bolt,,,,
Nelson,,,,,
Name: B. T. Ramsey and Sons,Name: B. T. Ramsey and Sons,Name: B. T. Ramsey and Sons,Employee's:,Plant:,Hardwood Sawmill
Address:,P. O. Box 12,P. O. Box 12,4 - 9,Products: Rough Green Lumber,
"Shipman, Va",22971,,,,
Phone:*804-263-6814 Fax: *804-263-6825,Phone:*804-263-6814 Fax: *804-263-6825,Phone:*804-263-6814 Fax: *804-263-6825,Phone:*804-263-6814 Fax: *804-263-6825,Species:,"Yellow Poplar , Red Oak,"
Contact: Roger Ramsey,Contact: Roger Ramsey,Contact: Roger Ramsey,,,White Pine
,,,,,29
