Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”,Name: “Table 1 of 1 on page 33 of 35”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,,,,,
"Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.",,,,,,,,
,,,,,,,,Area,,,,,
,,,,,,,,,,,,,Fac-
,,,Prop,,,,,,,,,Con-,ility
Seq,,Facility,record,,Year,,,,,,Spec-,struc,cate-
no.,,number,number Facility name,number Facility name,built,,Total,Adeq,Inadeq,Substd,area,type,gory
509,0,N31,201055,Bus shelter,1976,1,44,44,0,0,,S,700
510,0,W387,201056,Bus shelter,1976,1,44,44,0,0,,S,700
511,0,CEP194,201057,Bus shelter,1976,1,44,44,0,0,,S,700
512,0,Z395,201059,Bus shelter,1976,1,44,44,0,0,,S,700
513,0,Z396,201060,Bus shelter,1976,1,44,44,0,0,,S,700
514,0,J54,201061,Bus shelter,1976,1,44,44,0,0,,S,700
515,0,R61,201102,Schamberger Hall UEPH,1984,6,"101,837","101,837",0,0,,P,700
516,0,R62,201111,Mechanical equipment,1984,1,"1,056","1,056",0,0,,P,700
517,0,CD14,201113,Applebee’s restaurant,1998,1,"4,370","4,370",0,0,,P,700
518,0,CD13,201125,Navy exchange mall,1989,2,"189,983","189,983",0,0,,P,700
519,0,M30,201136,Handball courts,1987,1,"3,450","3,450",0,0,,P,700
520,0,R63,201142,Penn Hall UEPH,1987,6,"123,000","123,000",0,0,,P,700
521,0,CD7,201146,Commissary,1988,1,"78,649","78,649",0,0,,P,700
522,0,CD11,201161,Navy exchange gas station,1989,1,"5,680","5,680",0,0,,P,700
523,0,CD10,201162,Exchange package/beverages,1989,1,"6,498","6,498",0,0,,P,700
524,0,Z309,201831,Trash transfer facility,1967,2,"39,924",0,0,"39,924",,P,700
525,0,S30,220008,Bachelor quarters,1996,6,"147,640","147,640",0,0,,P,700
526,0,SP128A,220137,Boathouse,1943,1,493,493,0,0,,P,700
527,0,NM151,220182,Sentry gatehouse 22,1972,1,140,140,0,0,,P,700
528,0,U93,220200,Family services center,1960,1,"20,498","20,498",0,0,,P,700
529,0,U110,220268,Exchange store/beverages,1969,1,"8,919","4,900","4,019",0,,P,700
530,0,NM116,220272,Comfort station for picnic area,1970,1,267,267,0,0,,P,700
531,0,U113,220275,Exchange filling station/oil change,1970,1,"7,115","7,115",0,0,,P,700
532,0,U112,220278,UEPH,1970,2,"24,704","10,768",0,"13,936",,P,700
533,0,U115,220281,Hobbyshop craft,1971,2,"16,406","16,406",0,0,,P,700
534,0,U124,220288,Exchange installation warehouse,1973,1,"1,280",0,"1,280",0,,S,700
535,0,U129,220303,Auto hobbyshop,1948,1,"2,512","2,512",0,0,,S,700
536,0,LP81,220305,Bus stop shelter,1954,1,156,156,0,0,,P,700
537,0,LP88,220306,Bus stop shelter,1956,1,156,156,0,0,,P,700
538,0,U85,220312,Bus stop shelter,1955,1,159,159,0,0,,P,700
539,0,NM124,220323,Grounds maintenance storage,1975,1,986,986,0,0,,S,700
540,0,U42,220430,Handball courts,1987,1,"3,450","3,450",0,0,,P,700
541,0,SP372,220431,Bowling center,1990,1,"22,612","22,612",0,0,,P,700
542,0,CD9,280072,Vehicle pass office,1986,1,"3,745","3,745",0,0,,P,700
543,0,CEP58A,280079,Handball courts,1992,1,"2,193","2,193",0,0,,P,700
544,-,STSWR04,200012,Navy exchange warehouse,1950,1,256,0,0,256,,P,700
545,-,Q48A,200023,Gazebo salt marsh park,1997,1,300,300,0,0,,P,700
546,-,Q48B,200024,Gazebo salt marsh park,1997,1,300,300,0,0,,P,700
547,-,9YG,200025,Gazebo salt marsh park,1997,1,"1,200","1,200",0,0,,P,700
548,-,331,200094,Refreshment building,1942,1,120,120,0,0,AG,S,700
549,-,380,200095,Recreation area public toilet,1975,1,80,80,0,0,AG,T,700
550,-,X365,200196,Gate sentry house,1996,1,400,400,0,0,,P,700
551,-,100,201411,Gatehouse,1962,1,36,36,0,0,AE,P,700
552,-,U79B,220143,Filling station/underground fuel tanks,1948,1,55,55,0,0,,S,700
553,-,U89,220179,Sentry house gate 3,1958,1,72,72,0,0,,P,700
554,-,SP59,220180,Sentry house gate 4,1943,1,182,182,0,0,,S,700
555,-,535,220307,Bus stop shelter,1951,1,72,72,0,0,,P,700
,,,,,,,,,,,,,29
