Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”,Name: “Table 1 of 1 on page 30 of 35”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,,,,,,
"Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.",,,,,,,,
,,,,,,,Area,,,,,
,,,,,,,,,,,,Fac-
,,,Prop,,,,,,,,Con-,ility
Seq,,Facility,record,Year,,,,,,Spec,struc cate-,struc cate-
no.,,number,number Facility name,built,,Total,Adeq,Inadeq,Substd,area,type,gory
365,+,LP37,220087 Office building,1943,1,798,798,0,0,,P,600
366,+,SP47,220115 Administration headquarters,1943,2,"21,446",0,"21,446",0,,P,600
367,+,SP48,220116 Administration headquarters,1943,2,"21,446",0,"21,446",0,,P,600
368,+,SP64,220122 Administration headquarters,1942,2,"26,764",0,"26,764",0,,P,600
369,+,SP65,220123 Administration space,1942,2,"20,070",0,"20,070",0,,P,600
370,+,SP122,220136 Applied instruction,1943,1,"1,994",0,"1,994",0,,T,600
371,+,SP129,220138 Administration building,1943,2,"7,128",0,"7,128",0,,T,600
