Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”,Name: “Table 1 of 1 on page 31 of 35”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,,,,,
"Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.",,,,,,,,
,,,,,,,,Area,,,,,Fac-
,,,Prop,,,,,,,,,Con-,ility
Seq,,Facility,record,,Year,,,,,,Spec,struc,cate-
no.,,number,number Facility name,number Facility name,built,,Total,Adeq,Inadeq,Substd,area,type,gory
413,+,FRP12,200063,"Pool, bathhouse & heater",1943,1,"25,955",0,0,"25,955",,P,700
414,+,FRP14,200065,Warehouse/special services,1943,2,"15,520",0,"15,520",0,,S,700
415,+,FRP15,200066,Public toilet,1943,1,"1,104",0,"1,104",0,,S,700
416,+,FRP21,200070,Public toilet & septic tank,1943,1,180,0,180,0,,S,700
417,+,IAA,200080,Warehouse/Galley/Administration,1940,2,"94,950","89,233",0,"5,717",,P,700
418,+,KK,200093,UEPH,1939,2,"23,983",0,"23,983",0,,P,700
419,+,N24,200106,Gymnasium,1907,2,"41,368","41,368",0,0,,P,700
420,+,P64,200120,Navy exchange/garage,1942,1,"12,240","12,240",0,0,,P,700
421,+,W146,200128,Fire house no. 1,1942,2,"7,591",0,"7,591",0,,P,700
422,+,W193,200130,Cooperative cafeteria,1944,1,"20,616",0,"20,616",0,,T,700
423,+,X360,200153,Norfolk live CPO club,1942,2,"44,947","3,583",0,"41,364",,P,700
424,+,SC413,200154,Gatehouse pier 5,1996,1,172,172,0,0,,P,700
425,+,CA500,200159,Gatehouse pier 22,1996,1,172,172,0,0,,P,700
426,+,KM,200219,UEPH,1939,2,"23,983","23,983",0,0,,P,700
427,+,KQ,200221,UEPH,1939,2,"24,584","24,584",0,0,,P,700
428,+,E13,200251,Retail warehouse,1918,1,"9,193","3,164","6,029",0,,P,700
429,+,CEP58,200254,Recreation building,1955,1,"50,881","50,881",0,0,,P,700
430,+,CEP66,200268,Navy ex-filling station,1956,1,"1,080",0,0,"1,080",,P,700
431,+,FRP33,200278,Public toilet & septic tank,1950,1,200,0,200,0,,S,700
432,+,IF,200532,Unaccomp. enlisted personnel housing 1932,Unaccomp. enlisted personnel housing 1932,2,"21,185",0,"21,185",0,,P,700
433,+,KJ,200533,Unaccomp. enlisted female housing,1939,2,"24,655","24,255",0,400,,P,700
434,+,KL,200539,Unaccomp. enlisted personnel housing 1939,Unaccomp. enlisted personnel housing 1939,2,"32,985","32,985",0,0,,P,700
435,+,CEP89,200545,Nx outlet (laundromat),1963,1,"2,223",0,"2,223",0,,P,700
436,+,CEP63,200560,Sentry house,1953,1,48,48,0,0,,S,700
437,+,M47,200689,Senior house,1939,2,"13,884","13,313",0,571,,S,700
438,+,P4,200699,Craft hobby shop,1918,2,"20,870",0,"20,870",0,,P,700
439,+,C5,200851,Religious education,1917,1,"2,295","2,295",0,0,,S,700
440,+,CEP53,201004,Bus shelter,1958,1,144,0,0,144,,P,700
441,+,CEP55,201006,Bus shelter,1958,1,144,144,0,0,,P,700
442,+,CEP73,201007,Bus shelter,1958,1,200,200,0,0,,S,700
443,+,X228,201012,Bus shelter,1953,1,128,128,0,0,,S,700
444,+,W355,201017,Bus shelter,1968,1,128,128,0,0,,P,700
445,+,CEP202,201082,McDonalds (restaurant-pier 26),1982,1,"3,129","3,129",0,0,,P,700
446,+,Q96,201090,Public toilet,1982,1,381,381,0,0,,P,700
447,+,CEP205,201097,Security bldg,1983,1,550,550,0,0,,P,700
448,+,U86,201112,Sentry house/gate 3a,1951,1,51,51,0,0,,T,700
449,+,CEP181,201129,Truck checking facility,1984,1,120,0,120,0,,T,700
450,+,U16,220011,Unaccomp. enlisted personnel housing 1939,Unaccomp. enlisted personnel housing 1939,2,"134,938","9,720",0,"125,218",,P,700
451,+,U20,220012,Unaccomp. enlisted personnel housing 1940,Unaccomp. enlisted personnel housing 1940,2,"133,623","124,211","9,412",0,,P,700
452,+,U53,220014,Chapel,1943,1,"5,464",0,0,"5,464",,P,700
453,+,V57,220063,Convenience food store,1943,1,"18,622","18,622",0,0,,P,700
454,+,SP17,220108,UOPH,1941,2,"93,735",0,"93,735",0,,P,700
455,+,SP29,220109,Unaccomp. enlisted personnel housing 1942,Unaccomp. enlisted personnel housing 1942,2,"129,992","63,674",0,"66,318",,P,700
456,+,SP28,220111,McDonalds restaurant,1985,1,"5,200",0,0,"5,200",,P,700
457,+,SP46,220114,Swimming pool/officers/,1943,1,"7,715","7,715",0,0,,P,700
458,+,SP53,220119,Bathhouse,1943,1,"6,208",0,"6,208",0,,T,700
459,+,SP108,220135,Chapel #2,1944,1,"4,860",0,0,"4,860",,P,700
460,+,U107,220142,Public toilet,1947,1,"1,300","1,300",0,0,,S,700
,,,,,,,,,,,,,27
