Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”,Name: “Table 1 of 1 on page 28 of 35”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,,,,,
"Table C1—Buildings at NAVSTA Norfolk, by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk, by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk, by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk, by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk, by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk, by facility category, 2000—con.",,,,,,,,
,,,,,,,,Area,,,,,
,,,,,,,,,,,,,Fac-
,,,Prop,,,,,,,,,Con- ility,Con- ility
Seq,,Facility,record,,Year,,,,,,Spec,struc cate-,struc cate-
no.,,number,number Facility name,number Facility name,built,,Total,Adeq,Inadeq,Substd,area,type,gory
271,0,X134,200193,Warehouse,1940,1,"176,723",0,0,"176,723",,P,400
272,0,X137,200195,Warehouse,1940,1,"58,804","58,804",0,0,,P,400
273,0,W128,200566,Warehouse,1941,1,"57,248","57,248",0,0,,S,400
274,0,CEP126,200876,Outfitting/soap,1970,1,"8,640","8,640",0,0,,P,400
275,0,CEP204,201094,Outfitting/soap,1983,2,"9,446","9,446",0,0,,P,400
276,0,W154,201216,Shed,1941,1,224,224,0,0,,T,400
277,0,CEP156,201292,Cold storage warehouse,1975,1,"238,274","151,674","86,600",0,,P,400
278,0,X380,201310,General storage shed,1983,1,"58,717","58,717",0,0,,P,400
279,0,W148,201634,Warehouse,1998,1,"141,400","141,400",0,0,,P,400
