Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”,Name: “Table 1 of 1 on page 25 of 35”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,,,,,,,,,
"Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.","Table C1—Buildings at NAVSTA Norfolk by facility category, 2000—con.",,,,,,,,
,,,,,,,,Area,Area,,,,
,,,Prop,,,,,,,,,Con-,
Seq,,Facility,record,,Year,,,,,,Spec,struc,Facility
no.,,number,number Facility name,number Facility name,built,,Total,Adeq,Inadeq,Substd,area,type,category
130,0,SP6,220102,Flammables storehouse,1942,1,225,0,225,0,,P,200
131,0,SP7,220103,Ready ammunition locker,1942,1,225,0,225,0,,P,200
132,0,SP8,220104,Ammunition storage locker,1942,1,225,0,225,0,,P,200
133,0,SP9,220105,Administration/storage,1941,1,"10,455",0,"10,455",0,,P,200
134,0,SP66,220124,Paint & oil storage,1941,1,130,0,130,0,,P,200
135,0,SP105,220134,Flammable storage,1942,1,126,0,126,0,,P,200
136,0,SP234,220150,Parachute shop,1953,1,"6,920",0,"6,920",0,,P,200
137,0,LP100,220169,Air freight terminal,1957,1,"16,000","7,410","8,590",0,,S,200
138,0,SP267,220185,Storage,1958,1,"4,000",0,"4,000",0,,T,200
139,0,LP7,220265,Flammables storehouse,1942,1,225,0,225,0,,P,200
140,0,LP9,220266,Flammables storehouse,1942,1,225,0,225,0,,P,200
141,0,LP11,220267,Ammunition locker,1942,1,220,0,220,0,,P,200
142,0,SP312,220271,Avionics shop,1969,1,"46,600","46,600",0,0,,P,200
143,0,LF60,220316,Helicopter maintenance hangar,1976,1,"40,116","40,116",0,0,,P,200
144,0,LF62,220333,Paint locker,1977,1,120,120,0,0,,T,200
145,0,NM175,220361,Air & underwater weapons shop,1980,1,720,720,0,0,,P,200
146,0,LF18,220383,Ship services support,1955,2,"278,573","278,573",0,0,,P,200
147,0,V45,220397,Battery shop,1938,1,"1,343",0,"1,343",0,,P,200
148,0,U127,220403,In-flight refueling system,1976,1,"5,680",0,"5,680",0,,P,200
149,0,SP123,220426,Ground support equipment shed,1988,1,"12,040","12,040",0,0,,P,200
150,0,SP356,220427,AIMD GSE shop,1987,1,"21,716","21,716",0,0,,P,200
151,0,SP357,220428,Ground support holding shed,1987,1,"4,300","4,300",0,0,,P,200
152,0,SP358,220429,Ground support equipment shed,1987,1,"8,600","8,600",0,0,,P,200
153,0,LP33,220433,Aircraft maintenance hangar,1992,2,"52,610","52,610",0,0,,P,200
154,0,V61,220436,Materials & standards lab,1992,2,"60,000","60,000",0,0,,P,200
155,0,LP76,220437,Logistics facility,1991,2,"5,400",0,"5,400",0,,S,200
156,0,LP34,220446,Aircraft maintenance hangar,1994,2,"77,668","77,668",0,0,,P,200
157,0,38,240013,Ships/spares storage,1913,1,"11,654",0,"11,654",0,AG,P,200
158,0,146,240064,Ships/spares storage (misc),1934,1,"5,635","5,635",0,0,AG,P,200
159,0,186,240097,Ships/spares storage (misc),1941,1,"18,688",0,0,"18,688",AG,P,200
160,0,M52,250124,General warehouse Navy,1963,1,"13,040","13,040",0,0,,P,200
161,-,CD23,200050,Battery charging shop,1990,1,480,480,0,0,,P,200
162,-,Y202,200147,Equipment garage,1944,1,"14,616",0,0,"14,616",,T,200
163,-,W126,200148,Container assembly,1941,1,"7,623",0,0,"7,623",,T,200
164,-,NM92,220199,Operational storage,1960,1,"20,000","20,000",0,0,,S,200
165,-,V95,220221,Fire alarm shop,1944,1,"2,560",0,"2,560",0,,P,200
166,-,9906,220287,Maintenance/storage,1972,1,"54,667","54,667",0,0,,P,200
167,-,LF38,220395,Hazardous materials storage,1962,1,"5,292",0,"5,292",0,,T,200
168,-,LF34,220396,Aircraft surface finishing,1966,1,"30,960","30,960",0,0,,P,200
169,-,LF53,220400,Corrosion treatment hangar,1972,2,"33,558","33,558",0,0,,P,200
170,-,164,220492,Public works shop,1958,1,"10,392","10,392",0,0,ZG,P,200
171,-,7AG,240001,Ships services support,1899,1,"5,000","5,000",0,0,AG,P,200
172,-,34,240012,Electronics spares storage,1944,1,"1,260",0,"1,260",0,AG,T,200
173,-,54,240014,Shore intermediate maintenance,1916,1,"1,015","1,015",0,0,AG,T,200
174,-,40,240015,Ships/spares storage (misc),1913,1,"8,325",0,"8,325",0,AG,P,200
175,-,41,240016,Vacant warehouse,1913,1,"7,200","7,200",0,0,AG,S,200
,,,,,,,,,,,,,21
