Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”,Name: “Table 1 of 1 on page 23 of 88”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,,
,,,,,,,,,,,
Resources Necessary to Address Statewide Strategies,Resources Necessary to Address Statewide Strategies,Resources Necessary to Address Statewide Strategies,Resources Necessary to Address Statewide Strategies,Resources Necessary to Address Statewide Strategies,Resources Necessary to Address Statewide Strategies,Resources Necessary to Address Statewide Strategies,Resources Necessary to Address Statewide Strategies,Resources Necessary to Address Statewide Strategies,,,
Table 1: Resource Needs Matrix,,,,,,,,,,,
,,,,,,,,,Collabora-,,
,,,,,,,,Collabora-,,,
,,,,,,,,,tion with,,
,State,,Increased,Continued,Moderate,Significant,Federal,tive,Other,,
,Resources,Increase,,Federal,,,Funding,Leadership,,State,Federal
,,,or New,,Increase,Increase,,,,,
,,in State,,,,,,,State and,Legislative,Legislative
Objective,in Place,,,Funding at,,,for a,from USDA-,,,
,,,Local,,in Federal,in Federal,,,Local,,
,,,,,,,,FS or Other,,,
,and,Funding,,Current,,,New,,Govern-,Action,Action
,,,Funding,,Funds,Funds,,Federal,,,
,Adequate,,,Levels,,,Initiative,,ments/,,
,,,,,,,,Agency,Agencies,,
1.1 – We will reduce the forestland,,***,,,***,,,,,,
burned by wildfires.,,,,,,,,,,,
1.2 – Provide available financial,***,,,,***,,,,***,,
resources to rural volunteer fire,,,,,,,,,,,
departments.,,,,,,,,,,,
1.3 – Continue long history of,,***,,,***,,,***,***,***,
proactive fire prevention efforts.,,,,,,,,,,,
2.1 – Increase the amount of,,***,,,,***,,***,***,***,
forestland protected and/or,,,,,,,,,,,
established in Virginia watersheds.,,,,,,,,,,,
2.2 – We will protect and enhance,,***,,,***,,,***,***,,
water quality by increasing,,,,,,,,,,,
compliance with BMPs on forest,,,,,,,,,,,
harvest sites.,,,,,,,,,,,
2.3 – Mitigate the water quality,,***,***,,***,,,***,***,***,
impact of urban and suburban,,,,,,,,,,,
stormwater and impervious,,,,,,,,,,,
surfaces.,,,,,,,,,,,
,,,,,,,,,,,
