Name: “Table 1 of 1 on page 120 of 164”,Name: “Table 1 of 1 on page 120 of 164”,Name: “Table 1 of 1 on page 120 of 164”,Name: “Table 1 of 1 on page 120 of 164”,Name: “Table 1 of 1 on page 120 of 164”,Name: “Table 1 of 1 on page 120 of 164”,Name: “Table 1 of 1 on page 120 of 164”
Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120,Table: 120
,,,,,,
Text Tables,Text Tables,,,,,
"Table 44—pH, soil moisture, organic carbon, and total nitrogen for soils","Table 44—pH, soil moisture, organic carbon, and total nitrogen for soils","Table 44—pH, soil moisture, organic carbon, and total nitrogen for soils","Table 44—pH, soil moisture, organic carbon, and total nitrogen for soils","Table 44—pH, soil moisture, organic carbon, and total nitrogen for soils","Table 44—pH, soil moisture, organic carbon, and total nitrogen for soils","Table 44—pH, soil moisture, organic carbon, and total nitrogen for soils"
"from P3 plots, by layer and survey unit, Virginia, 2000 to 2002","from P3 plots, by layer and survey unit, Virginia, 2000 to 2002","from P3 plots, by layer and survey unit, Virginia, 2000 to 2002","from P3 plots, by layer and survey unit, Virginia, 2000 to 2002","from P3 plots, by layer and survey unit, Virginia, 2000 to 2002","from P3 plots, by layer and survey unit, Virginia, 2000 to 2002",
,,,,Soil,Organic,Total
Layer and survey unit,Layer and survey unit,Plots,pHa,moistureb,carbon,nitrogen
,,n,,- - - - - - - - - percent - - - - - - - - -,- - - - - - - - - percent - - - - - - - - -,- - - - - - - - - percent - - - - - - - - -
Forest floor,Forest floor,,,,,
,Coastal Plain,23,NA,151,38.6,1.20
,Southern Piedmont,25,NA,177,32.7,1.10
,Northern Piedmont,15,NA,175,35.6,1.30
,Northern Mountains,17,NA,157,36.8,1.40
,Southern Mountains,19,NA,178,32.7,1.40
,All,99,NA,168,35.2,1.30
M1,,,,,,
,Coastal Plain,19,4.4,27,2.0,0.09
,Southern Piedmont,21,5.1,37,2.3,0.14
,Northern Piedmont,14,4.8,46,3.0,0.16
,Northern Mountains,7,4.6,63,5.1,0.28
,Southern Mountains,15,4.8,50,3.4,0.22
,All,76,4.8,41,2.8,0.16
M2,,,,,,
,Coastal Plain,19,4.7,27,1.0,0.06
,Southern Piedmont,20,5.1,27,0.8,0.05
,Northern Piedmont,14,4.8,31,0.8,0.05
,Northern Mountains,7,4.5,39,1.5,0.10
,Southern Mountains,14,4.8,42,1.8,0.12
,All,74,4.9,32,1.1,0.07
NA = not applicable; M1 = mineral layer 1 (0–4 inches); M2 = mineral layer 2 (4–8 inches).,NA = not applicable; M1 = mineral layer 1 (0–4 inches); M2 = mineral layer 2 (4–8 inches).,NA = not applicable; M1 = mineral layer 1 (0–4 inches); M2 = mineral layer 2 (4–8 inches).,NA = not applicable; M1 = mineral layer 1 (0–4 inches); M2 = mineral layer 2 (4–8 inches).,NA = not applicable; M1 = mineral layer 1 (0–4 inches); M2 = mineral layer 2 (4–8 inches).,NA = not applicable; M1 = mineral layer 1 (0–4 inches); M2 = mineral layer 2 (4–8 inches).,NA = not applicable; M1 = mineral layer 1 (0–4 inches); M2 = mineral layer 2 (4–8 inches).
a Active acidity via H 2O method.,a Active acidity via H 2O method.,a Active acidity via H 2O method.,,,,
b,Dry weight basis.,,,,,
100,,,,,,
