Name: “Table 1 of 1 on page 109 of 164”,Name: “Table 1 of 1 on page 109 of 164”,Name: “Table 1 of 1 on page 109 of 164”,Name: “Table 1 of 1 on page 109 of 164”,Name: “Table 1 of 1 on page 109 of 164”,Name: “Table 1 of 1 on page 109 of 164”,Name: “Table 1 of 1 on page 109 of 164”
Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109
,,,,,,
Text Tables,,,,,,
"Table 23—Average net annual growth, removals, and mortality on timberland by","Table 23—Average net annual growth, removals, and mortality on timberland by","Table 23—Average net annual growth, removals, and mortality on timberland by","Table 23—Average net annual growth, removals, and mortality on timberland by","Table 23—Average net annual growth, removals, and mortality on timberland by","Table 23—Average net annual growth, removals, and mortality on timberland by",
"component, species group, and survey unit, Virginia, 1992–2000","component, species group, and survey unit, Virginia, 1992–2000","component, species group, and survey unit, Virginia, 1992–2000","component, species group, and survey unit, Virginia, 1992–2000","component, species group, and survey unit, Virginia, 1992–2000",,
,,,,Survey unit,,
Component and,All,Coastal,Southern,Northern,Northern,Southern
species group,classes,Plain,Piedmont,Piedmont,Mountains,Mountains
,,,million cubic feet,million cubic feet,,
Growth,,,,,,
Softwoods,327.2,176.1,105.9,32.8,-2.1,14.4
Hardwoods,662.9,149.8,165.4,117.3,79.8,150.6
Total,990.0,325.9,271.3,150.1,77.8,165.0
Removals,,,,,,
Softwoods,298.7,135.3,91.7,44.4,7.8,19.5
Hardwoods,399.2,112.1,120.7,49.4,37.5,79.5
Total,697.9,247.4,212.3,93.8,45.4,99.0
Mortality,,,,,,
Softwoods,119.4,29.1,31.2,19.7,25.6,13.8
Hardwoods,214.1,33.7,35.6,45.3,45.6,54.0
Total,333.6,62.8,66.8,65.0,71.2,67.8
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,
,,,,,,89
