Name: “Table 1 of 1 on page 159 of 164”,Name: “Table 1 of 1 on page 159 of 164”,Name: “Table 1 of 1 on page 159 of 164”,Name: “Table 1 of 1 on page 159 of 164”,Name: “Table 1 of 1 on page 159 of 164”,Name: “Table 1 of 1 on page 159 of 164”,Name: “Table 1 of 1 on page 159 of 164”,Name: “Table 1 of 1 on page 159 of 164”,Name: “Table 1 of 1 on page 159 of 164”
Table: 156,Table: 156,Table: 156,Table: 156,Table: 156,Table: 156,Table: 156,Table: 156,Table: 156
,,,,,,,,
Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,,,,,
"Appendix table D.29—Average net annual removals of growing stock on timberland by forest-type group, stand origin ,","Appendix table D.29—Average net annual removals of growing stock on timberland by forest-type group, stand origin ,","Appendix table D.29—Average net annual removals of growing stock on timberland by forest-type group, stand origin ,","Appendix table D.29—Average net annual removals of growing stock on timberland by forest-type group, stand origin ,","Appendix table D.29—Average net annual removals of growing stock on timberland by forest-type group, stand origin ,","Appendix table D.29—Average net annual removals of growing stock on timberland by forest-type group, stand origin ,","Appendix table D.29—Average net annual removals of growing stock on timberland by forest-type group, stand origin ,","Appendix table D.29—Average net annual removals of growing stock on timberland by forest-type group, stand origin ,","Appendix table D.29—Average net annual removals of growing stock on timberland by forest-type group, stand origin ,"
"and species group, Virginia, 1992–2000","and species group, Virginia, 1992–2000","and species group, Virginia, 1992–2000",,,,,,
,,,,Softwoods,,,Hardwoods,
Forest-type groupa,Forest-type groupa,All,All,Yellow,Other,All,Soft,Hard
and stand originb,and stand originb,species,softwood,pine,softwood,hardwood,hardwood,hardwood
,,,,,million cubic feet,,,
Softwood types,Softwood types,,,,,,,
,White-red-jack pine,,,,,,,
,Planted,7.9,7.7,7.7,—,0.2,—,0.2
,Natural,8.5,7.2,7.1,0.1,1.3,1.1,0.2
,Total,16.4,14.9,14.8,0.1,1.5,1.1,0.4
,Loblolly-shortleaf pine,,,,,,,
,Planted,108.9,103.3,103.3,—,5.6,2.6,3.0
,Natural,145.0,127.6,127.6,0.1,17.4,11.0,6.4
,Total,254.0,230.9,230.9,0.1,23.0,13.6,9.4
,Pinyon-juniper c,1.1,0.8,0.5,0.3,0.3,0.2,0.1
,Total softwoods,271.4,246.6,246.1,0.5,24.8,15.0,9.8
Hardwood types,Hardwood types,,,,,,,
,Oak-pine,,,,,,,
,Planted,2.5,1.6,1.6,—,0.8,0.1,0.7
,Natural,57.5,30.1,28.8,1.3,27.5,9.8,17.7
,Total,60.0,31.7,30.4,1.3,28.3,9.9,18.4
,Oak-hickory,315.9,17.2,16.7,0.5,298.7,124.5,174.2
,Oak-gum-cypress,9.8,1.1,1.1,—,8.7,6.3,2.4
,Elm-ash-cottonwood,5.4,—,—,—,5.4,2.2,3.2
,Maple-beech-birch,4.5,—,—,—,4.5,1.5,3.0
,Total hardwoods,395.7,50.0,48.2,1.8,345.7,144.5,201.2
Nonstocked,Nonstocked,0.1,—,—,—,0.1,—,0.1
All groups,All groups,667.2,296.6,294.3,2.3,370.7,159.5,211.2
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,,,
— = no sample for the cell.,— = no sample for the cell.,,,,,,,
a,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally are not yet available.,
b,Classification at the beginning of the remeasurement period.,Classification at the beginning of the remeasurement period.,Classification at the beginning of the remeasurement period.,,,,,
c,Includes eastern redcedar forest type.,Includes eastern redcedar forest type.,,,,,,
,,,,,,,,139
