Name: “Table 1 of 1 on page 111 of 164”,Name: “Table 1 of 1 on page 111 of 164”,Name: “Table 1 of 1 on page 111 of 164”,Name: “Table 1 of 1 on page 111 of 164”,Name: “Table 1 of 1 on page 111 of 164”,Name: “Table 1 of 1 on page 111 of 164”,Name: “Table 1 of 1 on page 111 of 164”
Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111
,,,,,,
Text Tables,,,,,,
"Table 26—Average net annual growth, removals, and mortality of growing stock per acre on","Table 26—Average net annual growth, removals, and mortality of growing stock per acre on","Table 26—Average net annual growth, removals, and mortality of growing stock per acre on","Table 26—Average net annual growth, removals, and mortality of growing stock per acre on","Table 26—Average net annual growth, removals, and mortality of growing stock per acre on","Table 26—Average net annual growth, removals, and mortality of growing stock per acre on",
"timberland by ownership class, Virginia, 1986–1991 and 1992–2000","timberland by ownership class, Virginia, 1986–1991 and 1992–2000","timberland by ownership class, Virginia, 1986–1991 and 1992–2000","timberland by ownership class, Virginia, 1986–1991 and 1992–2000","timberland by ownership class, Virginia, 1986–1991 and 1992–2000",,
,,1986–1991,,,1992–2000,
,Net,,,Net,,
Ownership class,growth,Removals,Mortality,growth,Removals,Mortality
,,,cubic feet per acre per year,cubic feet per acre per year,,
Public,44.02,18.05,14.52,34.18,11.55,27.83
Forest industry,78.03,70.71,6.56,87.97,83.09,9.31
Nonindustrial private,53.75,38.11,11.49,64.29,45.87,16.38
All classes,54.92,38.78,11.39,61.28,43.13,17.65
Table 27—Area of timberland disturbed,Table 27—Area of timberland disturbed,Table 27—Area of timberland disturbed,,Table 28—Area of gypsy,Table 28—Area of gypsy,
"by cause or agent of damage, Virginia,","by cause or agent of damage, Virginia,","by cause or agent of damage, Virginia,",,"moth defoliation, Virginia a,","moth defoliation, Virginia a,",
2001,,,,1997 to 2002,1997 to 2002,
Cause or agent,Timberland,Timberland,,Year,,Area
,thousand,percent,,,,thousand
,acres,,,,,acres
Weather,"1,041.3",6.7,,1997 to 1999 b,1997 to 1999 b,0.0
Insect,463.4,3.0,,2000,,71.2
Disease,97.2,0.6,,2001,,440.7
Fire,105.9,0.7,,2002,,51.8
Grazing,262.1,1.7,,,Total,563.7
Wild animals,199.8,1.3,,,,
,,,,a,Based on aerial sketch mapping,
,,,,and aerial photo interpretation.,and aerial photo interpretation.,
,,,,b,Defoliation too sparse to meet,
,,,,aerial mapping threshold.,aerial mapping threshold.,
,,,,Source: Virginia Department of,Source: Virginia Department of,
,,,,Forestry (2005).,Forestry (2005).,
,,,,,,91
