Name: “Table 1 of 1 on page 8 of 164”,Name: “Table 1 of 1 on page 8 of 164”,Name: “Table 1 of 1 on page 8 of 164”
Table: 8,Table: 8,Table: 8
,,
,List of Figures,
,,Page
,Text Figures,
,Figure 1—Physiographic provinces in Virginia . ..............................................................,1
,"Figure 2—Counties and forest survey units in Virginia, 2001. (Note: 37 city-",
,counties are omitted from this map.) ..............................................................................,2
,"Figure 3—Total land area and forest land area by survey unit, Virginia, 2001 . ...............",3
,"Figure 4—Percent forest land by county, Virginia, 2001 . ...............................................",3
,"Figure 5—Trends in timberland area, Virginia, 1940 to 2001 .........................................",4
,"Figure 6—Trends in agricultural land use, Virginia, 1940 to 2001 ..................................",5
,"Figure 7—Population of Virginia, 2000 . ........................................................................",5
,"Figure 8—Percentage of forest land area by ownership class and survey unit,",
,"Virginia, 200l .................................................................................................................",6
,Figure 9—Percentage of timberland area by ownership class and State . ........................,7
,"Figure 10—Area of timberland by year and ownership class, Virginia ............................",7
,Figure 11—Percentage of area and private forest land owners by size of,
,"forest landholding, National Woodland Owner Survey, Virginia, 2004 ............................",8
,Figure 12—Percentage of privately owned forest land by year and size of,
,"forest landholding, National Woodland Owner Survey, Virginia ......................................",9
,"Sunrise, Floyd County, VA. (photo by John A. Weidhass, Virginia","Sunrise, Floyd County, VA. (photo by John A. Weidhass, Virginia"
vvii,"Polytechnic Institute and State University, www.forestryimages.org)","Polytechnic Institute and State University, www.forestryimages.org)"
