Name: “Table 1 of 1 on page 156 of 164”,Name: “Table 1 of 1 on page 156 of 164”,Name: “Table 1 of 1 on page 156 of 164”,Name: “Table 1 of 1 on page 156 of 164”,Name: “Table 1 of 1 on page 156 of 164”,Name: “Table 1 of 1 on page 156 of 164”,Name: “Table 1 of 1 on page 156 of 164”,Name: “Table 1 of 1 on page 156 of 164”
Table: 153,Table: 153,Table: 153,Table: 153,Table: 153,Table: 153,Table: 153,Table: 153
,,,,,,,
Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,,,
Appendix table D.26—Average net annual growth and average annual removals of growing stock on timberland,Appendix table D.26—Average net annual growth and average annual removals of growing stock on timberland,Appendix table D.26—Average net annual growth and average annual removals of growing stock on timberland,Appendix table D.26—Average net annual growth and average annual removals of growing stock on timberland,Appendix table D.26—Average net annual growth and average annual removals of growing stock on timberland,Appendix table D.26—Average net annual growth and average annual removals of growing stock on timberland,Appendix table D.26—Average net annual growth and average annual removals of growing stock on timberland,Appendix table D.26—Average net annual growth and average annual removals of growing stock on timberland
"by ownership class and species group, Virginia, 1992–2000","by ownership class and species group, Virginia, 1992–2000","by ownership class and species group, Virginia, 1992–2000","by ownership class and species group, Virginia, 1992–2000",,,,
,,,Softwoods,,,Hardwoods,
,All,All,Yellow,Other,All,Soft,Hard
Ownership class,species,softwood,pine,softwood,hardwood,hardwood,hardwood
,,,Average net annual growth (million cubic feet ),Average net annual growth (million cubic feet ),Average net annual growth (million cubic feet ),,
National forest,47.9,-2.7,-4.1,1.3,50.6,24.2,26.3
Other public,32.3,10.6,10.2,0.4,21.6,10.9,10.7
Forest industry,90.1,59.6,59.0,0.6,30.5,15.9,14.6
Nonindustrial private,777.6,253.7,246.8,6.9,523.9,260.6,263.3
All classes,947.8,321.2,312.0,9.2,626.6,311.7,314.9
,,,Average annual removals (million cubic feet ),Average annual removals (million cubic feet ),Average annual removals (million cubic feet ),,
National forest,17.4,2.2,2.1,0.1,15.2,0.6,14.6
Other public,9.7,4.2,4.2,—,5.5,1.8,3.7
Forest industry,85.1,52.4,52.3,0.1,32.7,14.8,17.9
Nonindustrial private,554.9,237.7,235.7,2.0,317.2,142.3,174.9
All classes,667.1,296.6,294.3,2.3,370.5,159.5,211.1
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,,,
— = no sample for the cell.,,,,,,,
136,,,,,,,
