Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”,Name: “Table 1 of 1 on page 13 of 30”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table,Table,Table,,10.,10.,-,Number,o f,sawmills,sawmills,sawmills,by,by,county and,county and,county and,county and,county and,county and,t h e i r,t h e i r,t h e i r,production,production,production,o f,lumber.,lumber.,,,
,,,,,,,,,,,,,"Virginia,","Virginia,","Virginia,","Virginia,",,1942.,1942.,1942.,1942.,,,,,,,,,,
,,,,,,,,,,Sawmills by,Sawmills by,Sawmills by,Sawmills by,Sawmills by,Glass,Glass,Glass,Glass,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Lumber Production,Lumber Production,Lumber Production,Lumber Production,Lumber Production,,
County,County,County,County,,,,,,,,Operating,Operating,Operating,Operating,Operating,,,,,,All,All,,,,,,,,,
,,,,,,,Idle.,Idle.,0,,1,,2,,3,,4+,4+,,M i l l s,M i l l s,M i l l s,Softwoods,Softwoods,Softwoods,Hardwoods,Hardwoods,Hardwoods,,Total,Total
,,,,,,,,,,,,,,,,,,,,,,,M,bd.,f t .,M,bd.,f t .,M,bd.,f t .
A,C,C,O,~,C,,3,3,2,,2,13,13,,11,,,-,,,31,31,,"26,251","26,251",,,951,,"27,202","27,202"
Albemarle,Albemarle,Albemarle,Albemarle,Albemarle,Albemarle,,,9,7,1,3,,5,,,5,,-,3,,9,9,,"3,070","3,070",,"9,814","9,814",,"12,884","12,884"
Alleghany,Alleghany,Alleghany,Alleghany,Alleghany,Alleghany,,1,,3,6,7,,1,,-,,,-,,,27,27,,,420,,,924,,19344,19344
Amelia,Amelia,Amelia,Amelia,,,,3,3,7,,3,,7,9,,,,-,2,,9,9,,"15,241","15,241",,"4,600","4,600",,"19,841","19,841"
Amherst,Amherst,Amherst,Amherst,Amherst,,,,,,,,,-,,-,,,-,,,,,,,,,"1,880","1,880",,,
,,,,,,,,5,6,1,3,,,,,,,,,,24,24,,,691,,,,,"2,571","2,571"
~ppomattox,~ppomattox,~ppomattox,~ppomattox,~ppomattox,~ppomattox,~ppomattox,,9,6,1,5,,2,,,2,,-,3,,4,4,,"4,677","4,677",,"2,018","2,018",,"6,695","6,695"
Augusta,Augusta,Augusta,Augusta,Augusta,,,,9,16,,23,,1,,,2,,-,,,51,51,,"1,174","1,174",,"5,556","5,556",,"6,730","6,730"
Bath,Bath,Bath,,,,,,6,5,2,1,,1,,-,,,-,,,33,33,,"1,266","1,266",,"4,088","4,088",,"5,354","5,354"
Bedf ord,Bedf ord,Bedf ord,Bedf ord,Bedf ord,,,2 7 2 5,2 7 2 5,2 7 2 5,,35,,4,,1,,,-,,,92,92,,"2,919","2,919",,"9,206","9,206",,"12,125","12,125"
Bland,Bland,Bland,Bland,,,,,9,9,1,4,,3,,2,,,1,,3,,8,,"6,904","6,904",,"15,180","15,180",,"22,084","22,084"
Botetourt,Botetourt,Botetourt,Botetourt,Botetourt,Botetourt,,,,18,,,,-,,-,,,.,,,50,50,,,,,,,,,
,,,,,,,25,25,,,7,,,,,,,,,,,,,,196,,"1,257","1,257",,"1,453","1,453"
Brunswick,Brunswick,Brunswick,Brunswick,Brunswick,Brunswick,,,4,-,,8,,9,1,,8,,-,3,3,9,9,,"32,130","32,130",,"3,742","3,742",,"35,872","35,872"
Buchanan,Buchanan,Buchanan,Buchanan,Buchanan,Buchanan,,11,11,,,22,,,,,2,,-,,,52,52,,,,,,,,,
,,,,,,,,,13,,,,4,,,,,,,,,,,,105,,"9,167","9,167",,"9,272","9,272"
Buckingham,Buckingham,Buckingham,Buckingham,Buckingham,Buckingham,Buckingham,,9,4,1,1,,7,,,4,,-,3,,5,5,,9 1349,9 1349,,"6,280","6,280",,"15,629","15,629"
Campbell,Campbell,Campbell,Campbell,Campbell,Campbell,,24,24,10,,25,1 4,1 4,,-,,,-,,,73,73,,"9,673","9,673",,"4,174","4,174",,"13,847","13,847"
Caroline,Caroline,Caroline,Caroline,Caroline,,,11,11,-,,15,,7,,-2,,,-,,,35,35,,"8,269","8,269",,"3,850","3,850",,"12,119","12,119"
Carroll,Carroll,Carroll,Carroll,Carroll,,,16,16,19,,51,,3,,,,,-,,,89,89,,"3,840","3,840",,"6,954","6,954",,"10,794","10,794"
Charles,Charles,Charles,Charles,Charles,City,City,3,3,2,,1,,-,,,5,,-,1,1,1,1,,"7,238","7,238",,,103,,"7,341.","7,341."
Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,,,9,1,,1 7,24,24,,2,,,-,,,53,53,,"17,862","17,862",,"3,833","3,833",,"21,695","21,695"
Chesterfield,Chesterfield,Chesterfield,Chesterfield,Chesterfield,Chesterfield,Chesterfield,,6,2,,6,,9,1,,1,,1,,3,5,5,,"30,091","30,091",,"5,594","5,594",,"35,685","35,685"
Clark,Clark,Clark,,,,,-,-,-,,3,,1,,-,,,-,,,4,4,,,10,,,950,,,960
Craig,Craig,Craig,,,,,,9,7,,9,,-,,-,,,-,,,25,25,,,749,,"1,380","1,380",,"2,129","2,129"
Oulpeper,Oulpeper,Oulpeper,Oulpeper,Oulpeper,,,3,3,3,,9,2,2,2,,,,-,1,,9,9,,"2,592","2,592",,"3,580","3,580",,"6,172","6,172"
Cumberland,Cumberland,Cumberland,Cumberland,Cumberland,Cumberland,Cumberland,3,3,3,1,0,,2,,,5,,-,2,,3,3,,"6,173","6,173",,"3,212","3,212",,"9,385","9,385"
Dickenson,Dickenson,Dickenson,Dickenson,Dickenson,Dickenson,,,5,4,,5,,-,,-,,,2,,,16,16,,"2,221","2,221",,"15,451","15,451",,"17,672","17,672"
Dinwiddie,Dinwiddie,Dinwiddie,Dinwiddie,Dinwiddie,Dinwiddie,,,4,1,,9,11,11,17,17,,,-,,,42,42,,"32,671","32,671",,"4,897","4,897",,"37,568","37,568"
