Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”,Name: “Table 1 of 1 on page 15 of 30”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,,,,,,,,,,,
Table,Table,11. - Number,11. - Number,11. - Number,11. - Number,o f,sawmills and,sawmills and,sawmills and,sawmills and,lumber production,lumber production,lumber production,lumber production,lumber production,by m i l l,by m i l l,by m i l l,c l a s s,c l a s s,i n West,i n West
,,,,,,,,,,,"V i r g i n i a ,","V i r g i n i a ,","V i r g i n i a ,",1942.,1942.,,,,,,,
-,-,,,-,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sawmills,Sawmills,Sawmills,,,,,,,,,,,
,,Range,Range,Range,o f,,,,,,,,,-,,Total Lumber,Total Lumber,Total Lumber,Total Lumber,Production,Production,Production
Mill,Mill,,,,,,,Average,Average,Average,,Average,Average,,,,,,,,,
'lass,'lass,,,,,Number,Number,Daily,Daily,Daily,,Operating,Operating,Softwoods,Softwoods,Softwoods,Hardwoods,Hardwoods,Hardwoods,,Total,Total
