Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”,Name: “Table 1 of 1 on page 9 of 30”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,,,,,,,,,,,
Table,5.,- Number,- Number,- Number,of,of,sawmills,sawmills,and lumber production,and lumber production,and lumber production,and lumber production,and lumber production,by m i l l,by m i l l,by m i l l,class,class,in N o r t h,in N o r t h,in N o r t h,,
,,,,,,,,,,"Carolina,","Carolina,","Carolina,",1942.,,,,,,,,,,
,,,,,,,,,Sawmills,Sawmills,,,,,,,,,,,,,
,,Range,Range,o f,,,,,,,,,,,T o t a l,T o t a l,Lumber Production,Lumber Production,Lumber Production,Lumber Production,Lumber Production,,
,,,,,,,,,,,Average,Average,,,,,,,,,,,
Mill,,,,,,,,,Average,Average,,,,,,,,,,,,,
'lass,'lass,,,,Number,Number,Number,Number,Daily,Daily,Operating,Operating,S o f t w o o d s,S o f t w o o d s,S o f t w o o d s,Hardwoods,Hardwoods,Hardwoods,Hardwoods,,Total,Total,Total
,Production,Production,Production,Production,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Production,Production,Time,Time,,,,,,,,,,,
,M,bd.,f t .,f t .,,,,,Mbd.ft.,Mbd.ft.,Da-ys,Da-ys,M,bd.,f t .,M,bd.,"f t ,","f t ,",M bd.,f t .,Percent,Percent
Idle,,,-,,,,599,599,-,,-,-,,,-,,,-,,,-,,-
o,,1-49,1-49,,,,,,3,,9,9,,"9,744","9,744",,"4,182","4,182",,"13,926","13,926",,0.8
