Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”,Name: “Table 1 of 1 on page 7 of 30”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,,,,,,,,,,,,,,,
Table,Table,Table,2.,- Number,- Number,- Number,of,sawmills,sawmills,and,,lumber,lumber,production,production,production,by,m i l l,c l a s s,c l a s s,i n,South,South,,
,,,,,,,,,,,,"Carolina,","Carolina,","Carolina,",1942.,1942.,,,,,,,,,
,,,,,,,,,,Sawmills,Sawmills,,,,,,,,,,,,,,
,,,Range,Range,Range,o f,,,Average,Average,,Average,Average,Average,,,T o t a l,T o t a l,Lumber Production,Lumber Production,Lumber Production,Lumber Production,Lumber Production,,
'lass,'lass,'lass,,,,,Number,Number,Daily,Daily,,Operating,Operating,Operating,Sof t w o o d s,Sof t w o o d s,Sof t w o o d s,Hardwoods,Hardwoods,Hardwoods,,,Total,,
,,,,,,,,,Production,Production,Production,,Time,Time,,,,,,,,,,,
,,,M,bd.,f t .,f t .,,,M,bd.,f t .,,&s,,M,bd.,f t .,M,bd.,f t .,M,bd.,f t .,Percent,Percent
Idle,Idle,,,,-,,,221,,,-,,,-,,,-,,,-,,,-,,-
0,,,,1-49,1-49,1-49,,262,,,3,,,7,,"4,502","4,502",,,651,,"5,153","5,153",3.5,3.5
1,1,,,50-499,50-499,50-499,,429,,,4,,,54,,"75,976","75,976",,"7,572","7,572",,"83 ,548","83 ,548",7.7,7.7
2,,,,500-999,500-999,500-999,,23 6,,,5,,143,143,,"154,236","154,236",,"11,473","11,473",,"165,709","165,709",15.4,15.4
3,,,"1,000-4,999","1,000-4,999","1,000-4,999","1,000-4,999",,314,,,8,,207,207,,"482,427","482,427",,"35,045","35,045",,"517,472","517,472",47.9,47.9
4,,,"5,000-9 3999","5,000-9 3999","5,000-9 3999","5,000-9 3999",,17,,30,,,248,248,,"70,080","70,080",,"61,383","61,383",,"131,463","131,463",12.2,12.2
5,+,,,"10,000 +","10,000 +","10,000 +",,9,,71,,,27 9,27 9,,"95,866","95,866",,"80,140","80,140",,"176,006","176,006",16.3,16.3
Total,Total,Total,,,-,,"1,488","1,488",,,8,,108,108,,"883,087","883,087",,"196,264","196,264","1,079,351","1,079,351","1,079,351",100.0,100.0
Table,Table,Table,3 .,- Lumber production,- Lumber production,- Lumber production,- Lumber production,- Lumber production,- Lumber production,by,Species and m i l l,Species and m i l l,Species and m i l l,Species and m i l l,Species and m i l l,c l a s s,c l a s s,i n,South,"Carolina,","Carolina,","Carolina,",194.2.,,
SOFTWOODS,SOFTWOODS,SOFTWOODS,SOFTWOODS,SOFTWOODS,,,,,,,,,,,,,,,,,,,,,
HARDWOODS,HARDWOODS,HARDWOODS,HARDWOODS,HARDWOODS,,,,,,,,,,,,,,,,,,,,,
Basswood,Basswood,Basswood,Basswood,,,,,,,,,,,,,,,,,,,,,,
Birch,Birch,Birch,,,,,1,,,10,,,-,,102,,,2,,8,,,123,Negl.,Negl.
Chestnut,Chestnut,Chestnut,Chestnut,,,,-,,,10,,50,50,,1,,,1,,33,,,95,Negl.,Negl.
Cottonwood,Cottonwood,Cottonwood,Cottonwood,Cottonwood,,,7,,,3 5,,25,25,,958,,"2,537","2,537","1,525","1,525",,"5,187","5,187",0.5,0.5
~,l,m,,,,,1,,,-,,,-,,82,,389,389,,654,,"1,126","1,126",0.1,0.1
"Gum,","Gum,",red,red,,,,70,,"1,411","1,411",,3J30,3J30,"11,373","11,373","23,121","23,121","23,121","47,763","47,763",,"86,868","86,868",8.0,8.0
Hickory,Hickory,Hickory,Hickory,,,,8,,152,152,,,-,,85,,145,145,,520,,,910,0,.1
Maple,Maple,Maple,,,,,3,,,59,,147,147,,895,,"2,470","2,470",,"2,924",,"6,498","6,498",0.6,0.6
Oak,Oak,,,,,,406,,"3,926","3,926",,"4,065","4,065",7?209,7?209,,"8,817","8,817","11,265","11,265",,"35,688","35,688",3.3,3.3
Sycamore,Sycamore,Sycamore,Sycamore,,,,1,,113,113,,50,50,,265,,"1,083","1,083",,685,,"2,198","2,198",0.2,0.2
up. &,up. &,up. &,b 1 . g ~,b 1 . g ~,b 1 . g ~,b 1 . g ~,11,,373,373,,"2,733","2,733","7,778","7,778",,"6,996","6,996",,"7,657",,"25,548","25,548",2.4,2.4
Walnut,Walnut,Walnut,,,,,1,,,1,,,5,,251,,,5,,-,,,6,Negl.,Negl.
Y e l l o wpoplar,Y e l l o wpoplar,Y e l l o wpoplar,Y e l l o wpoplar,Y e l l o wpoplar,Y e l l o wpoplar,,139,,"1,401","1,401",,"1,210","1,210","5,495","5,495",,52469,52469,,"2,474",,"16,188","16,188",1.5,1.5
Other,Other,Other,,,,,-,,,5,,,-,,22,,148,148,,253,,,L28,Negl.,Negl.
,Total,Total,,,,,651,,"7,572","7,572",4,7,3,"35,045","35,045","61,383","61,383","61,383","80,140","80,140",,"196,264","196,264",1 8 . 1,1 8 . 1
ALL,ALL,SPECIES,SPECIES,SPECIES,SPECIES,,"5,153","83,548","83,548","83,548","165,709","165,709","165,709",517.472,517.472,"131,463","131,463","131,463","176,006","176,006","1,079,351","1,079,351","1,079,351",100-0,100-0
