Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”,Name: “Table 1 of 1 on page 55 of 74”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,,,,,,,,,,,,,,,,
Table,29.--Her,annual,growth,and,and,removals,removals,of,growing,growing,growing,stock,on,"timberland,","timberland,",by,omership,omership,,class,and,species,"group, Virginia","group, Virginia"
1985,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Net,annual,annual,growth,growth,growth,,,,,,,,Anmral,timber,timber,removals,
h e r s h i p,h e r s h i p,clas.,,,,,,,,,,,,,,,,,,,,,,
,,,A1 1,,,,,,Other,Other,,SOEL,SOEL,,Nard,,All,,,,Other,Other,Soft,Hard
,,,species,species,species,Pine,Pine,,softwood,softwood,softwood,hardwood,hardwood,,hardwood,species,species,species,Pine,Pine,softwood,softwood,hardwood,hardwood
,,,-,-,-,-,-,-,-,-,-,-,-,-,--Tho.usa-nd,c-ubi-c,c-ubi-c,fe-e[,--,--- - -,.-,..-,.- - - - - - -,.- - - - - - -
Narional,Forest,Forest,"59,549","59,549","59,549",,"2,659",,"3,495","3,495","3,495","12,371","12,371",,"41,024",,"6,362","6,362",,877,,231,786,"4,468"
Other,public,,"33,161","33,161","33,161",,"9,052",,,961,961,"10,132","10,132",,"13,016","15,007","15,007","15,007",,"6,035",,--,"3,503","5,469"
Forest,industry,industry,"106,634","106,634","106,634","62,243","62,243",,"1,505","1,505","1,505","20,315","20,315",,"22,571","106,697","106,697","106,697",,"58,673",,532,"16,632","30,860"
Forest,industy-leased,industy-leased,"1,515","1,515","1,515",,844,,,--,--,,411,,260,,518,518,,518,,--,--,--
Other,private,,"600,785","600,785","600,785","123,581","123,581",,"24,286","24,286","24,286","200,321","200,321",,"252,197","351,263","351,263","351,263","130,706","130,706","8,764","8,764","79,418","132,375"
All,omerrhips,omerrhips,"801,644","801,644","801,644","198,779","198,779",,"30,247","30,247","30,247","243,550","243,550",,"329,068","479,847","479,847","479,847","196,809","196,809","9,527","9,527","100,339","173,172"
Table,30.--Net,annual,growth,and,and,removals,removals,of,sawtimber,sawtimber,sawtimber,on,"timberland, by","timberland, by","timberland, by",ownership,ownership,ownership,class,and,species,species,"group, Virginia,",1985
,,,,,,,Net,,annual,annual,growth,growth,,,,,,,,Annual,timber,timber,removals,
Ovnership,Ovnership,class,,,,,,,,,,,,,,,,,,,,,,
,,,,A1 1,A1 1,,,,Other,Other,Other,Soft,Soft,,Hard,,ALL,ALL,,,Other,Other,Soft,Hard
,,,species,species,species,,,,~oftvood,~oftvood,~oftvood,hardwood,hardwood,hardwood,hardwood,species,species,species,,Pine,softwood,softwood,hardwood,hardwood
National,Forest,Forest,,"222,501","222,501",,"11,970","11,970","13,618","13,618","13,618","37,197","37,197","37,197","159,716",,"19,190","19,190",,"3,820",,558,"2,872","11,940"
Other,public,,,"138,381","138,381",,"38,419","38,419",,"5,679","5,679","42,553","42,553","42,553","51,730",,"53,997","53,997",,"22,482",,-.,"12,068","19,447"
Forest,industry,industry,,"289,627","289,627",,"143,875","143,875",,"5,647","5,647","63,855","63,855","63,855","76,210",,"359,578","359,578","207,375","207,375","2,101","2,101","55,100","95,002"
Forest,industry-leased,industry-leased,,"6,257","6,257",,"3,771","3,771",,,--,,1.896,1.896,590,,,546,,546,,--,-.,--
Other,privare,,"2,460,102","2,460,102","2,460,102",,"470,538","470,538",118.074,118.074,118.074,823.009,823.009,823.009,1.048.481,1.220.877,1.220.877,1.220.877,444.953,444.953,37.692,37.692,292.005,446.227
All,omerships,omerships,"3,116,868","3,116,868","3,116,868",,"668,573","668,573","143,018","143,018","143,018","968,550","968,550","968,550","1,336,727 1,654,188","1,336,727 1,654,188","1,336,727 1,654,188","1,336,727 1,654,188","679,176","679,176","40,351","40,351","362,045","572,616"
