Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”,Name: “Table 1 of 1 on page 71 of 74”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,,,,,,,,,,,,
Table,46.--Land,46.--Land,"area, by","area, by",land,use,"class, major","class, major","class, major","class, major","class, major",forest,"type,","type,",and,and,survey,survey,survey,survey
completion,completion,"date, Virginia","date, Virginia","date, Virginia",,,,,,,,,,,,,,,,
,,,,,,Survey,Survey,Survey,Survey,completion,completion,date,,,,,,,,
,Land,Land,use,class,,,,,,,,,,,,,Change,Change,Change,Change
,,,,,,1966,1966,,,1977,1977,1986,1986,,,1977-1986,1977-1986,1977-1986,1977-1986,1977-1986
,,,,,,- -,-,-,-,- -,-,- Acr-es -,-,a,-,-,-,-,-,-
Forest,land:,land:,,,,,,,,,,,,,,,,,,
Timberland:,Timberland:,Timberland:,,,,,,,,,,,,,,,,,,
,Pine,and,oak-pine,oak-pine,types,"5,523,492","5,523,492","5,523,492","5,523,492","5,373,812","5,373,812","5,044,842","5,044,842","5,044,842","5,044,842","-328,970","-328,970","-328,970","-328,970","-328,970"
,Hnrdwood,Hnrdwood,types,,,"10,300,856","10,300,856","10,300,856","10,300,856","10,613,320","10,613,320","10,390,994","10,390,994","10,390,994","10,390,994","-222,326","-222,326","-222,326","-222,326","-222,326"
,Total,,,,,"15,824,348 15,987,132","15,824,348 15,987,132","15,824,348 15,987,132","15,824,348 15,987,132","15,824,348 15,987,132","15,824,348 15,987,132","15,435,836","15,435,836","15,435,836","15,435,836","-551,296","-551,296","-551,296","-551,296","-551,296"
Reserved,Reserved,timberland,timberland,timberland,,"313,427","313,427","313,427","313,427","360,222","360,222","471,188","471,188","471,188","471,188","+110,966","+110,966","+110,966","+110,966","+110,966"
Woodland,Woodland,,,,,"216,292","216,292","216,292","216,292","70,025","70,025",,"61,417","61,417","61,417",,"-8,608","-8,608","-8,608","-8,608"
,Total,forest,forest,land,,"16,354,067 16,417,379","16,354,067 16,417,379","16,354,067 16,417,379","16,354,067 16,417,379","16,354,067 16,417,379","16,354,067 16,417,379","15,968,441","15,968,441","15,968,441","15,968,441","-448,938","-448,938","-448,938","-448,938","-448,938"
Nonforest,Nonforest,land:,,,,,,,,,,,,,,,,,,
Cropland,Cropland,,,,,"3,607,794","3,607,794","3,607,794","3,607,794","3,098,623","3,098,623","3,463,490","3,463,490","3,463,490","3,463,490","+364,867","+364,867","+364,867","+364,867","+364,867"
Pasture,Pasture,and,range,,,"3,593,906","3,593,906","3,593,906","3,593,906","3,641,844","3,641,844","3,227,675","3,227,675","3,227,675","3,227,675","-414,169","-414,169","-414,169","-414,169","-414,169"
Other,Other,,,,,"1,831,039","1,831,039","1,831,039","1,831,039","2,138,656","2,138,656","2,586,568","2,586,568","2,586,568","2,586,568","+447,912","+447,912","+447,912","+447,912","+447,912"
,Total,,,,,,,,,,,,,,,,,,,
All,landa,,,,,"25,386,806 25,296,502 25,246,174","25,386,806 25,296,502 25,246,174","25,386,806 25,296,502 25,246,174","25,386,806 25,296,502 25,246,174","25,386,806 25,296,502 25,246,174","25,386,806 25,296,502 25,246,174","25,386,806 25,296,502 25,246,174","25,386,806 25,296,502 25,246,174","25,386,806 25,296,502 25,246,174","25,386,806 25,296,502 25,246,174",,"-50,328","-50,328","-50,328","-50,328"
a,,,,,,,,,,,,,,,,,,,,
Excludes,Excludes,all,water,areas.,areas.,,,,,,,,,,,,,,,
