Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”,Name: “Table 1 of 1 on page 30 of 74”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,
Table,4.--Area,4.--Area,of,"timberland, by",county,and,srand-sire,"class, Virginia,"
1986--Continued,1986--Continued,1986--Continued,,,,,,
,,,,,Stand-sire,Stand-sire,ciaas,
,,,,All,,,,Nonatocked
,county,county,,,,,,
,,,,s tando,,,,
,,,,,Sawtimber,Poletimber,,
,,,,,,,seedline,
Lancaserr,Lancaserr,Lancaserr,,,,,,
Lee,,,,,,,,
Loudoun,Loudoun,,,,,,,
Louisa,,,,,,,,
Lunrnburg,Lunrnburg,Lunrnburg,,,,,,
Madison,Madison,,,,,,,
Matheva,Matheva,,,,,,,
necklenburg,necklenburg,necklenburg,,,,,,
Middlesex,Middlesex,Middlesex,,,,,,
Man tgomery,Man tgomery,Man tgomery,,,,,,
Nelson,,,,,,,,
New,Kenr,,,,,,,
Neuport,Neuport,News,,,,,,
Northnmptun,Northnmptun,Northnmptun,,,,,,
Northumberland,Northumberland,Northumberland,,,,,,
NoLtOway,NoLtOway,,,,,,,
Orange,,,,,,,,
Page,,,,,,,,
Pacrick,Pacrick,,,,,,,
Pit tsyivania,Pit tsyivania,Pit tsyivania,,,,,,
Powhacan,Powhacan,,,,,,,
Prince,Edward,Edward,,,,,,
P r i ~ ~ cCeeorge,P r i ~ ~ cCeeorge,P r i ~ ~ cCeeorge,,,,,,
Prince,William,William,,,,,,
Pulaaki,Pulaaki,,,,,,,
Rappahannock,Rappahannock,Rappahannock,,,,,,
Richmond,Richmond,,,,,,,
Roanoke,Roanoke,,,,,,,
Rockbridge,Rockbridge,Rockbridge,,,,,,
Rockingham,Rockingham,Rockingham,,,,,,
Russell,Russell,,,,,,,
scoct,,,,,,,,
Shenandaah,Shenandaah,Shenandaah,,,,,,
Smyth,,,,,,,,
S~~thampton,S~~thampton,S~~thampton,,,,,,
spotsylvania,spotsylvania,spotsylvania,,,,,,
Stafford,Stafford,,,,,,,
Suffolk,Suffolk,,,,,,,
surry,,,,,,,,
Sussex,,,,,,,,
Tarewell,Tarewell,,,,,,,
Virginia,Virginia,Beach,,,,,,
Warren,,,,,,,,
Washington,Washington,Washington,,,,,,
Wesrmorrland,Wesrmorrland,Wesrmorrland,,,,,,
Wise,,,,,,,,
Wythe,,,,,,,,
York,,,,,,,,
~otal,~otal,,"15,415,836","15,415,836","7,329,352","5,102,614 2,806,064","5,102,614 2,806,064","197,806"
