Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”,Name: “Table 1 of 1 on page 23 of 74”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,
T a b l e,"1.--Area,","1.--Area,",by,c o u n t y,a n d,l a n d,"c l a s s ,","V i r g i n i a ,",1986,
,,,,,,,,F o r e s t,land,
,,,,A1 l,,,,,,Nonforrsc
,COvOty,COvOty,,,,,,,,b
,,,,landa,,Toral,Timberland,Timberland,woodland,land
,,,,,,,,,timberland,
Accomack,Accomack,,,,,,,,,
Albemarle,Albemarle,Albemarle,,,,,,,,
Alleghany,Alleghany,Alleghany,,,,,,,,
Amelia,Amelia,,,,,,,,,
Amherst,Amherst,,,,,,,,,
Appamat~ox,Appamat~ox,Appamat~ox,,,,,,,,
Arlington,Arlington,Arlington,,,,,,,,
Augus ca,Augus ca,,,,,,,,,
Bath,,,,,,,,,,
Bedtord,Bedtord,,,,,,,,,
Blend,,,,,,,,,,
Bocefourt,Bocefourt,Bocefourt,,,,,,,,
Bruns~ick,Bruns~ick,Bruns~ick,,,,,,,,
Buchanan,Buchanan,,,,,,,,,
Buckingham,Buckingham,Buckingham,,,,,,,,
Carnobell,Carnobell,,,,,,,,,
Caroline,Caroline,,,,,,,,,
Carroll,Carroll,,,,,,,,,
Charlea,Charlea,Cicy,,,,,,,,
Charlotte,Charlotte,Charlotte,,,,,,,,
Chesapeake,Chesapeake,Chesapeake,,,,,,,,
Che~cerfield,Che~cerfield,Che~cerfield,,,,,,,,
Clarke,Clarke,,,,,,,,,
Craig,,,,,,,,,,
Culpeper,Culpeper,,,,,,,,,
Cumberland,Cumberland,Cumberland,,,,,,,,
Dickenson,Dickenson,Dickenson,,,,,,,,
Dinwiddie,Dinwiddie,Dinwiddie,,,,,,,,
EPsrX,,,,,,,,,,
Fairfax,Fairfax,,,,,,,,,
Pauquier,Pauquier,,,,,,,,,
Floyd,,,,,,,,,,
Fluvanne,Fluvanne,,,,,,,,,
Frallklin,Frallklin,,,,,,,,,
Frederick,Frederick,Frederick,,,,,,,,
Cilre,,,,,,,,,,
Gloucesrer,Gloucesrer,Gloucesrer,,,,,,,,
Goochland,Goochland,Goochland,,,,,,,,
Grayson,Grayson,,,,,,,,,
Greene,Greene,,,,,,,,,
Crernaville,Crernaville,Crernaville,,,,,,,,
Halifer,Halifer,,,,,,,,,
Hampton,Hampton,,,,,,,,,
Hanover,Hanover,,,,,,,,,
Henrico,Henrico,,,,,,,,,
Henry,,,,,,,,,,
Highland,Highland,,,,,,,,,
I s l e,of,Wighc,,,,,,,,
James,C i t y,C i t y,,,,,,,,
King,and,Queen,,,,,,,,
K i n g,George,George,,,,,,,,
King,W i l l i a m,W i l l i a m,,,,,,,,
,,,,,,,,,,Cont i t w e d
