Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,,,
Table,42.--Net,42.--Net,annual,growth,and,removals,of
sawtimber,sawtimber,on,"timberland,",by,"species, Virginia,","species, Virginia,","species, Virginia,"
1985,,,,,,,
,,,,,Net,Annual,Annual
,,Species,,,annual,timber,timber
,,,,,growth,removals,removals
,,,,,Thousand,board,feet
Softwood:,Softwood:,,,,,,
Yellow,Yellow,pines,,,"668,573","679,176","679,176"
Eastern,Eastern,white,pine,,"110,949",,"24,304"
Spruce,Spruce,and,fir,,216,,--
Cypress,Cypress,,,,"6,406",,"9,961"
Other,Other,eastern,softwoods,,"25,447",,"6,085"
,Total,softwoods,softwoods,,"811,591","719,527","719,527"
Hardwood:,Hardwood:,,,,,,
Select,Select,white,and,,,,
,red,oaks,,,"495,394","237,538","237,538"
Other,Other,white,and,,,,
,red,oaks,,,"548,617","235,263","235,263"
Hickory,Hickory,,,,"118,167",,"46,515"
Yellow,Yellow,birch,,,"1,308",,--
Hard,maple,maple,,,"27,980",,"3,337"
Sweetgum,Sweetgum,Sweetgum,,,"111,196",,"77,764"
"Ash,","walnut,","walnut,",and,,,,
,black,cherry,cherry,,"49,483",,"15,440"
Ye1 low-poplar,Ye1 low-poplar,Ye1 low-poplar,,,"621,522","201,298","201,298"
Tupelo,Tupelo,and,blackgum,,"26,268",,"18,761"
Bay,and,magnolia,magnolia,,"4,283",,--
Other,Other,eastern,hardwoods,,"301,059",,"98,745"
,Total,hardwoods,hardwoods,"2,305,277","2,305,277","934,661","934,661"
All,species,species,,"3,116,868","3,116,868","1,654,188","1,654,188"
