Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”,Name: “Table 1 of 1 on page 38 of 74”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,,,,,,,,,,,,,,,,,
Table,8.-Net,8.-Net,annual,growth,of,growing,atock,and,asvtimber,asvtimber,on,"timberland,",by,couoty,and,species,"group,","Virginia,","Virginia,","Virginia,",1985--Continued,1985--Continued
,,,,,,Groving,Groving,stock,,,,,,,,,Savt imber,Savt imber,,,,
,County,County,,,,,,,,,,,,,,,,,,,,
,,,,A11,,,Ocher,,Soft,Soft,,Hard,,All,,,Other,,Soft,Soft,,Hard
,,,,,Pine,,,,,,,,,,,Pine,,,,,,
,,,species,species,,,sofrvoad,sofrvoad,hsrdraod,hsrdraod,,hardwood,spec~es,spec~es,,,softwood,softwood,hardwood,hardwood,hardwood,hardwood
,,,-,-,- - - - - -,Thousand,cubic,cubic,feet,- -,- - - - -,-,-,- - -,...,- -,Thousand,board,feer,-,- -,
LBnC88LeC,LBnC88LeC,LBnC88LeC,,,,,,,,,,,,,,,,,,,,
Lee,,,,,,,,,,,,,,,,,,,,,,
Loudoun,Loudoun,,,,,,,,,,,,,,,,,,,,,
Louisa,,,,,,,,,,,,,,,,,,,,,,
Lunenburg,Lunenburg,Lunenburg,,,,,,,,,,,,,,,,,,,,
Madison,Madison,,,,,,,,,,,,,,,,,,,,,
Hatheva,Hatheva,,,,,,,,,,,,,,,,,,,,,
Mecklanburg,Mecklanburg,Mecklanburg,,,,,,,,,,,,,,,,,,,,
Middlesex,Middlesex,Middlesex,,,,,,,,,,,,,,,,,,,,
Montgomery,Montgomery,Montgomery,,,,,,,,,,,,,,,,,,,,
Nelson,,,,,,,,,,,,,,,,,,,,,,
New,Kent,,,,,,,,,,,,,,,,,,,,,
Nevporc,Nevporc,Neva,,,,,,,,,,,,,,,,,,,,
Nortliampton,Nortliampton,Nortliampton,,,,,,,,,,,,,,,,,,,,
Northumberland,Northumberland,Northumberland,,,,,,,,,,,,,,,,,,,,
Nottoway,Nottoway,,,,,,,,,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,
Page,,,,,,,,,,,,,,,,,,,,,,
Pstrick,Pstrick,,,,,,,,,,,,,,,,,,,,,
Pittsylvania,Pittsylvania,Pittsylvania,,,,,,,,,,,,,,,,,,,,
Powhatan,Powhatan,,,,,,,,,,,,,,,,,,,,,
Prince,Edward,Edward,,,,,,,,,,,,,,,,,,,,
Prince,George,George,,,,,,,,,,,,,,,,,,,,
Prince,William,William,,,,,,,,,,,,,,,,,,,,
Pulaski,Pulaski,,,,,,,,,,,,,,,,,,,,,
Rappahannock,Rappahannock,Rappahannock,,,,,,,,,,,,,,,,,,,,
Richmond,Richmond,,,,,,,,,,,,,,,,,,,,,
Roanoke,Roanoke,,,,,,,,,,,,,,,,,,,,,
Rockbridge,Rockbridge,Rockbridge,,,,,,,,,,,,,,,,,,,,
Rockingham,Rockingham,Rockingham,,,,,,,,,,,,,,,,,,,,
Russell,Russell,,,,,,,,,,,,,,,,,,,,,
Scott,,,,,,,,,,,,,,,,,,,,,,
Shenandoah,Shenandoah,Shenandoah,,,,,,,,,,,,,,,,,,,,
smych,,,,,,,,,,,,,,,,,,,,,,
Southampton,Southampton,Southampton,,,,,,,,,,,,,,,,,,,,
Spotlylvania,Spotlylvania,Spotlylvania,,,,,,,,,,,,,,,,,,,,
Stafford,Stafford,,,,,,,,,,,,,,,,,,,,,
Suffolk,Suffolk,,,,,,,,,,,,,,,,,,,,,
Surry,,,,,,,,,,,,,,,,,,,,,,
Surner,,,,,,,,,,,,,,,,,,,,,,
Tarevell,Tarevell,,,,,,,,,,,,,,,,,,,,,
Virginia,Virginia,Beach,,,,,,,,,,,,,,,,,,,,
Warren,,,,,,,,,,,,,,,,,,,,,,
Waohington,Waohington,Waohington,,,,,,,,,,,,,,,,,,,,
Westmoreland,Westmoreland,Westmoreland,,,,,,,,,,,,,,,,,,,,
Wise,,,,,,,,,,,,,,,,,,,,,,
Wythe,,,,,,,,,,,,,,,,,,,,,,
York,,,,,,,,,,,,,,,,,,,,,,
Total,Total,,,,,,,,,,,,,,,,,,,,,
