Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”,Name: “Table 1 of 1 on page 24 of 74”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,,,,,,,,,,,,,
Table,"I.--Area,","I.--Area,",by,county,county,county,and,land,land,"class, Virginia,","class, Virginia,","class, Virginia,",1986--Continued,1986--Continued,1986--Continued,,
,,,,,,,,,,,,Forest,Forest,land,,,
,,,,All,All,,,,,,,,,,,,Nonforesr
,County,County,,,,,,,,,,,,,,,
,,,,landa,landa,landa,,Tocal,Tocal,,Timberland,Timberland,Woodland,Woodland,Woodland,Re9rrved,land
,,,,,,,,,,,,,,,,timberland,
,,,,,,,,,,------,------,Acr-es -,Acr-es -,-,-,,
Lancascer,Lancascer,Lancascer,,,,,,,,,52.896,,,-.,-.,,
Lee,,,,,,,,,,,,,,,,,
Loudoun,Loudoun,,,,,,,,,,,,,,,,
Louisa,Louisa,,,,,,,,,,,,,,,,
Lunrnburg,Lunrnburg,Lunrnburg,,,,,,,,,,,,,,,
Hadison,Hadison,,,,,,,,,,,,,,,,
Hathews,Hathews,,,,,,,,,,,,,,,,
Hecklenburg,Hecklenburg,Hecklenburg,,,,,,,,,,,,,,,
Middlesex,Middlesex,Middlesex,,,,,,,,,,,,,,,
Montgomery,Montgomery,Montgomery,,,,,,,,,,,,,,,
