Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”,Name: “Table 1 of 1 on page 7 of 10”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,
Silvicultural Best Management,,,,,
Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,,
,,,,,2011
,,Response Counts,Response Counts,,
Audit Questions by Category,,,,,"% Yes
*"
,N/A,No,Yes,Total,
Were prescribed burns on fragile soils and steep slopes absolutely,239,–,1,240,100
necessary to achieve goals?,,,,,
Were steep grades and/or fragile soils protected from excessive,238,–,2,240,100
burn and ground disturbance?,,,,,
Mechanical_SP,"3,352",,8,"3,360",100
Are SMZs maintained with no significant disturbance?,239,–,1,240,100
Did all mechanical operations avoid slopes in excess of 45%?,239,–,1,240,100
Did all mechanical operations avoid wet or fragile ground?,239,–,1,240,100
Did all mechanical operations take place on the contour to the,239,–,1,240,100
extent possible?,,,,,
"Did bedding contractor avoid tying beds into streams, ditches or",240,–,–,240,–
drainage structures?,,,,,
Did machine planters avoid excessive slopes?,240,–,–,240,–
Did operators prevent debris or soil in the stream sufficient to,239,–,1,240,100
degrade banks or impede flow?,,,,,
"Did raking, piling and windrowing avoid excessive movement or",239,–,1,240,100
exposure of mineral soil?,,,,,
"Did scalping, furrowing and sub-soiling avoid connections to",239,–,1,240,100
drainages?,,,,,
Is scalping and furrowing less than 6 inches deep and on the,240,–,–,240,–
contour?,,,,,
Is soil disturbance minimized across the site relative to,239,–,1,240,100
establishment goals?,,,,,
Was bedding conducted on the contour where possible?,240,–,–,240,–
Was machine planting done on the contour?,240,–,–,240,–
Was sub-soiling or ripping done on the contour?,240,–,–,240,–
Planning,221,83,416,720,83
In the case of severe site conditions (very wet or steep) was the,218,11,11,240,50
"harvesting system modified to reduce damage to soil, site and",,,,,
water?,,,,,
"Is there evidence or knowledge of a harvest plan (painted lines,",2,65,173,240,73
"flagging, delineated hazards, SMZs or decks, engineered roads,",,,,,
etc...)?,,,,,
Is there evidence that the logger utilized a harvesting system that,1,7,232,240,97
is generally appropriate for the site and timber conditions?,,,,,
Roads,"2,354",476,"1,730","4,560",78
Are grades between 2% and 10% except for necessary deviations?,54,6,180,240,97
Page 7,,,,,
