Name: “Table 1 of 1 on page 6 of 10”,Name: “Table 1 of 1 on page 6 of 10”,Name: “Table 1 of 1 on page 6 of 10”,Name: “Table 1 of 1 on page 6 of 10”,Name: “Table 1 of 1 on page 6 of 10”,Name: “Table 1 of 1 on page 6 of 10”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,
Silvicultural Best Management,,,,,
Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,Practices Implementation Monitoring for Virginia,,
,,,,,2011
,,Response Counts,Response Counts,,
Audit Questions by Category,,,,,"% Yes
*"
,N/A,No,Yes,Total,
Is the addition of unnatural materials in the stream to facilitate the,229,–,11,240,100
use of a ford minimized?,,,,,
Were pole bridges used only in appropriate circumstances?,235,1,4,240,80
Decks,438,145,"1,577","2,160",92
Are all decks limited in size?,3,4,233,240,98
Are all log decks located at least 50 feet from the nearest SMZ.,37,3,200,240,99
Are appropriate soil protection measures in place to prevent,18,40,182,240,82
erosion on the deck?,,,,,
Are decks reshaped where needed to ensure drainage?,115,14,111,240,89
Are fluid spills from equipment minimal?,3,8,229,240,97
Are log decks located on relatively well-drained ground with low to,3,5,232,240,98
moderate slopes?,,,,,
Are sediment trapping structures present if needed to prevent,132,13,95,240,88
pollution?,,,,,
Are water diversion structures installed to prevent water from,124,48,68,240,59
crossing the deck?,,,,,
"Is the deck free of trash, garbage and other non-slash debris",3,10,227,240,96
related to the harvest operation?,,,,,
Fires,"3,571",7,22,"3,600",76
Are command and staging areas located away from streams?,238,–,2,240,100
Are large areas of bare soil re-vegetated where slope exceeded,238,2,–,240,0
5%?,,,,,
"Are water bars installed properly on firelines, roads and cleared",238,1,1,240,50
areas?,,,,,
Did fire crew avoid plowing up and down slopes where possible?,238,–,2,240,100
Did fireline construction avoid disturbing existing gullies?,238,1,1,240,50
Did the burning crew avoid exposing large areas of mineral soil?,238,–,2,240,100
Did the burning crew avoid pushing firelines directly into streams?,238,–,2,240,100
Does fireline construction follow appropriate skid trail BMPs?,238,2,–,240,–
Does fireline construction divert water away from streams where,238,–,2,240,100
necessary?,,,,,
Is all fire-related debris removed from stream channels?,238,–,2,240,100
Is all refuse and sewage disposed of properly?,238,–,2,240,100
Is vegetation or slash on firelines and cleared areas to prevent,238,1,1,240,50
erosion as needed?,,,,,
Were high intensity site-prep burns kept out of the SMZs?,238,–,2,240,100
Page 6,,,,,
