Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”,Name: “Table 1 of 1 on page 47 of 92”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,,,,,,,
Forest Health,,,,,,,,,,,
,,,,"organisms depend on it, the presence of","organisms depend on it, the presence of","organisms depend on it, the presence of","organisms depend on it, the presence of","organisms depend on it, the presence of","organisms depend on it, the presence of",,
,,,,large amounts of deadwood can constitute,large amounts of deadwood can constitute,large amounts of deadwood can constitute,large amounts of deadwood can constitute,large amounts of deadwood can constitute,large amounts of deadwood can constitute,,
,,,,a fire hazard.,a fire hazard.,,,,,,
,,,,Coarse woody debris (CWD) (down-dead,Coarse woody debris (CWD) (down-dead,Coarse woody debris (CWD) (down-dead,Coarse woody debris (CWD) (down-dead,Coarse woody debris (CWD) (down-dead,Coarse woody debris (CWD) (down-dead,,
,,,,logs ≥ 3.0 inches in diameter and ≥ 3.0 feet,logs ≥ 3.0 inches in diameter and ≥ 3.0 feet,logs ≥ 3.0 inches in diameter and ≥ 3.0 feet,logs ≥ 3.0 inches in diameter and ≥ 3.0 feet,logs ≥ 3.0 inches in diameter and ≥ 3.0 feet,logs ≥ 3.0 inches in diameter and ≥ 3.0 feet,,
,,,,long) is particularly important as habitat,long) is particularly important as habitat,long) is particularly important as habitat,long) is particularly important as habitat,long) is particularly important as habitat,long) is particularly important as habitat,,
,,,,and shelter for wildlife. Volume of CWD,and shelter for wildlife. Volume of CWD,and shelter for wildlife. Volume of CWD,and shelter for wildlife. Volume of CWD,and shelter for wildlife. Volume of CWD,and shelter for wildlife. Volume of CWD,,
,,,,ranged from an average of 273.7 cubic feet,ranged from an average of 273.7 cubic feet,ranged from an average of 273.7 cubic feet,ranged from an average of 273.7 cubic feet,ranged from an average of 273.7 cubic feet,ranged from an average of 273.7 cubic feet,,
,,,,per acre in the Coastal Plain to an average,per acre in the Coastal Plain to an average,per acre in the Coastal Plain to an average,per acre in the Coastal Plain to an average,per acre in the Coastal Plain to an average,per acre in the Coastal Plain to an average,,
,,,,of 426.1 cubic feet per acre in the Southern,of 426.1 cubic feet per acre in the Southern,of 426.1 cubic feet per acre in the Southern,of 426.1 cubic feet per acre in the Southern,of 426.1 cubic feet per acre in the Southern,of 426.1 cubic feet per acre in the Southern,,
,,,,Mountains. The average for the State was,Mountains. The average for the State was,Mountains. The average for the State was,Mountains. The average for the State was,Mountains. The average for the State was,Mountains. The average for the State was,,
,,,,326.5 cubic feet per acre (table 11).,326.5 cubic feet per acre (table 11).,326.5 cubic feet per acre (table 11).,326.5 cubic feet per acre (table 11).,326.5 cubic feet per acre (table 11).,326.5 cubic feet per acre (table 11).,,
,,,,"Statewide, the density of CWD averaged","Statewide, the density of CWD averaged","Statewide, the density of CWD averaged","Statewide, the density of CWD averaged","Statewide, the density of CWD averaged","Statewide, the density of CWD averaged",,
,,,,133 logs per acre. The density of CWD,133 logs per acre. The density of CWD,133 logs per acre. The density of CWD,133 logs per acre. The density of CWD,133 logs per acre. The density of CWD,133 logs per acre. The density of CWD,,
,,,,was lowest in the Southern Piedmont,was lowest in the Southern Piedmont,was lowest in the Southern Piedmont,was lowest in the Southern Piedmont,was lowest in the Southern Piedmont,was lowest in the Southern Piedmont,,
,,,,and highest in the Northern Mountains.,and highest in the Northern Mountains.,and highest in the Northern Mountains.,and highest in the Northern Mountains.,and highest in the Northern Mountains.,and highest in the Northern Mountains.,,
,,,,"Thirty-nine percent of plots had 
    ","Thirty-nine percent of plots had 
    ","Thirty-nine percent of plots had 
    ","Thirty-nine percent of plots had 
    ","Thirty-nine percent of plots had 
    ","Thirty-nine percent of plots had 
    ","Thirty-nine percent of plots had 
    ",
,,,,"of CWD per acre, and 15 percent of plots","of CWD per acre, and 15 percent of plots","of CWD per acre, and 15 percent of plots","of CWD per acre, and 15 percent of plots","of CWD per acre, and 15 percent of plots","of CWD per acre, and 15 percent of plots",,
,,,,had zero pieces per acre. Deadwood goes,had zero pieces per acre. Deadwood goes,had zero pieces per acre. Deadwood goes,had zero pieces per acre. Deadwood goes,had zero pieces per acre. Deadwood goes,had zero pieces per acre. Deadwood goes,,
,,,,"through a number of physical, biological,","through a number of physical, biological,","through a number of physical, biological,","through a number of physical, biological,","through a number of physical, biological,","through a number of physical, biological,",,
,,,,and chemical changes during the decay,and chemical changes during the decay,and chemical changes during the decay,and chemical changes during the decay,and chemical changes during the decay,and chemical changes during the decay,,
,,,,process. Decomposition leads to the release,process. Decomposition leads to the release,process. Decomposition leads to the release,process. Decomposition leads to the release,process. Decomposition leads to the release,process. Decomposition leads to the release,,
,,,,"of carbon dioxide, water, and nutrients,","of carbon dioxide, water, and nutrients,","of carbon dioxide, water, and nutrients,","of carbon dioxide, water, and nutrients,","of carbon dioxide, water, and nutrients,","of carbon dioxide, water, and nutrients,",,
"Red tail hawk. (photo by Harold Jerrell, Lee County,","Red tail hawk. (photo by Harold Jerrell, Lee County,","Red tail hawk. (photo by Harold Jerrell, Lee County,",,,,,,,,,
"VA, Virginia Cooperative Extension)","VA, Virginia Cooperative Extension)",,,and to the production of stable organic,and to the production of stable organic,and to the production of stable organic,and to the production of stable organic,and to the production of stable organic,and to the production of stable organic,,
"Table 11—Coarse woody debris attributes on P3 plots by survey unit, Virginia, 2007","Table 11—Coarse woody debris attributes on P3 plots by survey unit, Virginia, 2007","Table 11—Coarse woody debris attributes on P3 plots by survey unit, Virginia, 2007","Table 11—Coarse woody debris attributes on P3 plots by survey unit, Virginia, 2007","Table 11—Coarse woody debris attributes on P3 plots by survey unit, Virginia, 2007","Table 11—Coarse woody debris attributes on P3 plots by survey unit, Virginia, 2007","Table 11—Coarse woody debris attributes on P3 plots by survey unit, Virginia, 2007","Table 11—Coarse woody debris attributes on P3 plots by survey unit, Virginia, 2007","Table 11—Coarse woody debris attributes on P3 plots by survey unit, Virginia, 2007",,,
,,,,,Decay class,,,,Size class a,Size class a,
,,,,,,,,3.0–,8.0–,13.0–,
Survey unit,Plots,CWD,1,2,3,4,5,7.9,12.9,17.9,≥ 18.0
,n,ft 3 /acre,- - - - - - - - - - - - - - - - - - - pieces per acre - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - pieces per acre - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - pieces per acre - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - pieces per acre - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - pieces per acre - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - pieces per acre - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - pieces per acre - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - pieces per acre - - - - - - - - - - - - - - - - - - - - -,
Coastal Plain,38,273.7,12,22,43,36,8,109,10,0,0
Southern Piedmont,41,306.9,5,15,58,31,8,103,11,2,1
Northern Piedmont,27,304.4,1,34,62,38,8,133,9,1,0
Northern Mountains,28,351.9,8,30,83,25,6,142,9,1,1
Southern Mountains,27,426.1,2,13,84,30,19,131,15,1,2
Total,161,326.5,6,22,64,32,10,121,11,1,1
CWD = coarse woody debris.,CWD = coarse woody debris.,,,,,,,,,,
a Diameter at transect (inches).,a Diameter at transect (inches).,,,,,,,,,,
,,,,,,,,,,,35
