Name: “Table 1 of 1 on page 69 of 92”,Name: “Table 1 of 1 on page 69 of 92”,Name: “Table 1 of 1 on page 69 of 92”,Name: “Table 1 of 1 on page 69 of 92”,Name: “Table 1 of 1 on page 69 of 92”,Name: “Table 1 of 1 on page 69 of 92”,Name: “Table 1 of 1 on page 69 of 92”
Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69
,,,,,,
Appendix C—Supplemental Tables,Appendix C—Supplemental Tables,,,,,
"Table C.3—Area of forest land by forest-type group and ownership class, Virginia, 2007","Table C.3—Area of forest land by forest-type group and ownership class, Virginia, 2007","Table C.3—Area of forest land by forest-type group and ownership class, Virginia, 2007","Table C.3—Area of forest land by forest-type group and ownership class, Virginia, 2007","Table C.3—Area of forest land by forest-type group and ownership class, Virginia, 2007","Table C.3—Area of forest land by forest-type group and ownership class, Virginia, 2007",
,,,,Ownership class,,
,All,Forest,Other,State and local,Forest,Nonindustrial
Forest-type group,ownerships,Service,Federal,government,industry,private
,,,,thousand acres,,
Softwood types,,,,,,
White-red-jack pine,159.9,42.4,0.0,6.2,7.0,104.3
Spruce-fir,12.3,4.6,0.0,6.2,0.0,1.5
Loblolly-shortleaf pine,"2,875.4",61.7,86.4,63.6,252.4,"2,411.2"
Pinyon-juniper a,108.8,0.0,0.0,7.2,0.0,101.6
Total softwoods,"3,156.4",108.7,86.4,83.2,259.4,"2,618.6"
Hardwood types,,,,,,
Oak-pine,"1,606.8",150.2,63.2,59.2,46.3,"1,287.9"
Oak-hickory,"9,807.5","1,420.5",305.9,324.3,170.0,"7,586.8"
Oak-gum-cypress,324.8,0.0,60.7,13.6,19.5,231.0
Elm-ash-cottonwood,358.3,0.0,0.0,24.7,27.0,306.5
Maple-beech-birch,336.3,70.0,0.0,12.4,7.7,246.2
Aspen-birch,8.0,0.0,6.4,0.0,0.0,1.6
Exotic hardwood,32.0,0.0,0.0,0.0,0.0,32.0
Total hardwoods,"12,473.7","1,640.7",436.3,434.2,270.5,"9,692.0"
Nonstocked,94.8,0.0,8.9,0.0,21.2,64.7
All groups,"15,724.8","1,749.5",531.6,517.4,551.2,"12,375.3"
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,,
"0.0 = no sample for the cell or a value of > 0.0 but 
    ","0.0 = no sample for the cell or a value of > 0.0 but 
    ","0.0 = no sample for the cell or a value of > 0.0 but 
    ",,,,
a Pinyon-juniper includes eastern redcedar forest type.,a Pinyon-juniper includes eastern redcedar forest type.,a Pinyon-juniper includes eastern redcedar forest type.,,,,
,,,,,,57
