Name: “Table 1 of 1 on page 67 of 92”,Name: “Table 1 of 1 on page 67 of 92”,Name: “Table 1 of 1 on page 67 of 92”,Name: “Table 1 of 1 on page 67 of 92”,Name: “Table 1 of 1 on page 67 of 92”,Name: “Table 1 of 1 on page 67 of 92”,Name: “Table 1 of 1 on page 67 of 92”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,
Appendix C—Supplemental Tables,Appendix C—Supplemental Tables,,,,,
Supplemental Tables,,,,,,
"Table C.1—Land area by survey unit and land class, Virginia, 2007","Table C.1—Land area by survey unit and land class, Virginia, 2007","Table C.1—Land area by survey unit and land class, Virginia, 2007","Table C.1—Land area by survey unit and land class, Virginia, 2007",,,
,,,Forest land,,,
,Total land,Total,Timber-,Productive,,Other
Survey unit,areaa,forest,land,reserved,Other,land
,,,thousand acres,,,
Coastal Plain,"6,292.9","3,701.0","3,588.7",109.0,3.3,"2,575.2"
Southern Piedmont,"5,597.4","3,741.7","3,725.6",16.1,0.0,"1,871.0"
Northern Piedmont,"4,392.0","2,502.9","2,368.6",134.3,0.0,"1,878.6"
Northern Mountains,"4,290.2","2,713.5","2,554.3",115.5,43.7,"1,574.9"
Southern Mountains,"4,767.6","3,065.6","3,006.1",24.8,34.7,"1,692.1"
All units,"25,340.1","15,724.8","15,243.3",399.8,81.8,"9,591.8"
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,,
"0.0 = no sample for the cell or a value of > 0.0 but 
    ","0.0 = no sample for the cell or a value of > 0.0 but 
    ","0.0 = no sample for the cell or a value of > 0.0 but 
    ",,,,
"a From the U.S. Bureau of the Census, 2000.","a From the U.S. Bureau of the Census, 2000.","a From the U.S. Bureau of the Census, 2000.",,,,
,,,,,,55
