Name: “Table 1 of 1 on page 42 of 92”,Name: “Table 1 of 1 on page 42 of 92”,Name: “Table 1 of 1 on page 42 of 92”,Name: “Table 1 of 1 on page 42 of 92”,Name: “Table 1 of 1 on page 42 of 92”,Name: “Table 1 of 1 on page 42 of 92”,Name: “Table 1 of 1 on page 42 of 92”,Name: “Table 1 of 1 on page 42 of 92”,Name: “Table 1 of 1 on page 42 of 92”,Name: “Table 1 of 1 on page 42 of 92”,Name: “Table 1 of 1 on page 42 of 92”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,,,,,
Forest Health,Forest Health,,,,,,,,,
hardwoods and softwoods had no crown,hardwoods and softwoods had no crown,hardwoods and softwoods had no crown,hardwoods and softwoods had no crown,hardwoods and softwoods had no crown,,Foliage transparency is the percentage,Foliage transparency is the percentage,Foliage transparency is the percentage,Foliage transparency is the percentage,Foliage transparency is the percentage
"dieback, 73 and 86 percent, respectively.","dieback, 73 and 86 percent, respectively.","dieback, 73 and 86 percent, respectively.","dieback, 73 and 86 percent, respectively.","dieback, 73 and 86 percent, respectively.",,of skylight that is visible through the,of skylight that is visible through the,of skylight that is visible through the,of skylight that is visible through the,of skylight that is visible through the
"Crown dieback varied by species, with black","Crown dieback varied by species, with black","Crown dieback varied by species, with black","Crown dieback varied by species, with black","Crown dieback varied by species, with black",,"live, normally foliated part of the crown","live, normally foliated part of the crown","live, normally foliated part of the crown","live, normally foliated part of the crown","live, normally foliated part of the crown"
"walnut, American elm, and willow oak","walnut, American elm, and willow oak","walnut, American elm, and willow oak","walnut, American elm, and willow oak","walnut, American elm, and willow oak",,(Zarnoch and others 2004). High foliage,(Zarnoch and others 2004). High foliage,(Zarnoch and others 2004). High foliage,(Zarnoch and others 2004). High foliage,(Zarnoch and others 2004). High foliage
having the highest percentage of trees with,having the highest percentage of trees with,having the highest percentage of trees with,having the highest percentage of trees with,having the highest percentage of trees with,,transparency may be due to insect- or,transparency may be due to insect- or,transparency may be due to insect- or,transparency may be due to insect- or,transparency may be due to insect- or
>15 percent dieback (table 9).,>15 percent dieback (table 9).,>15 percent dieback (table 9).,>15 percent dieback (table 9).,,,,,,,
"Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species","Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species","Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species","Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species","Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species","Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species","Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species","Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species","Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species","Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species","Table 9—Crown density, crown dieback, and foliage transparency of trees (≥ 5.0 inches d.b.h.) by species"
"group on P3 plots, Virginia, 2007","group on P3 plots, Virginia, 2007",,,,,,,,,
,,Crown density,Crown density,Crown density,,Crown dieback,Crown dieback,Foliage transparency,Foliage transparency,Foliage transparency
,,percent,percent,,,percent,,,percent,
,,0–,26–,,0–,6–,,0–,26–,
Species group,Trees,25,50,> 50,5,15,> 15,25,50,> 50
,n,- - - - - - - - - - - - - - - - - - - - percentage of trees - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - percentage of trees - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - percentage of trees - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - percentage of trees - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - percentage of trees - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - percentage of trees - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - percentage of trees - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - percentage of trees - - - - - - - - - - - - - - - - - - - - -,- - - - - - - - - - - - - - - - - - - - percentage of trees - - - - - - - - - - - - - - - - - - - - -
Softwoods,,,,,,,,,,
Loblolly pine,883,10,76,14,96,3,1,56,43,2
Virginia pine,276,18,77,5,91,7,3,56,34,11
Eastern white pine,57,4,70,26,93,4,4,77,21,2
Eastern redcedar,36,6,42,53,94,6,0,81,17,3
Shortleaf pine,34,12,74,15,85,15,0,79,18,3
Pitch pine,15,0,93,7,87,13,0,60,40,0
Other softwoods,24,13,63,25,67,33,0,83,17,0
All softwoods,"1,325",11,75,14,94,5,1,59,38,3
Hardwoods,,,,,,,,,,
Chestnut oak,376,2,87,11,88,10,2,91,9,0
Yellow-poplar,314,3,74,24,94,3,3,81,19,0
Red maple,310,8,72,20,84,8,8,76,22,2
White oak,181,3,67,30,87,9,4,84,15,1
Sweetgum,145,6,72,23,89,8,3,74,23,3
Mockernut hickory,126,3,60,37,89,7,4,89,10,1
Black oak,93,1,82,17,81,17,2,84,16,0
Scarlet oak,88,1,93,6,66,26,8,83,17,0
Northern red oak,81,1,73,26,83,14,4,86,14,0
Sourwood,70,1,79,20,86,11,3,90,9,1
