Name: “Table 1 of 1 on page 71 of 92”,Name: “Table 1 of 1 on page 71 of 92”,Name: “Table 1 of 1 on page 71 of 92”,Name: “Table 1 of 1 on page 71 of 92”
Table: 71,Table: 71,Table: 71,Table: 71
,,,
Appendix C—Supplemental Tables,,,
Table C.5—Area of timberland by forest-type group and stand,Table C.5—Area of timberland by forest-type group and stand,Table C.5—Area of timberland by forest-type group and stand,
"origin, Virginia, 2007",,,
,,Stand origin,
,,Natural,Artificial
Forest-type group,Total,stands,regeneration
,,thousand acres,
Softwood types,,,
White-red-jack pine,159.9,100.5,59.4
Spruce-fir,12.3,10.8,1.5
Loblolly-shortleaf pine,"2,842.4","1,068.0","1,774.4"
Pinyon-junipera,108.8,104.3,4.5
Total softwoods,"3,123.4","1,283.7","1,839.7"
Hardwood types,,,
Oak-pine,"1,562.6","1,305.9",256.6
Oak-hickory,"9,482.2","9,241.3",240.9
Oak-gum-cypress,269.9,267.0,3.0
Elm-ash-cottonwood,358.3,352.3,5.9
Maple-beech-birch,319.8,319.8,0.0
Aspen-birch,8.0,8.0,0.0
Exotic hardwood,32.0,32.0,0.0
Total hardwoods,"12,032.9","11,526.4",506.5
Nonstocked,87.0,64.0,23.0
All groups,"15,243.3","12,874.1","2,369.2"
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,
"0.0 = no sample for the cell or a value of > 0.0 but 
    ","0.0 = no sample for the cell or a value of > 0.0 but 
    ","0.0 = no sample for the cell or a value of > 0.0 but 
    ",
a Pinyon-juniper includes eastern redcedar forest type.,a Pinyon-juniper includes eastern redcedar forest type.,a Pinyon-juniper includes eastern redcedar forest type.,
,,,59
