Name: “Table 1 of 1 on page 34 of 49”,Name: “Table 1 of 1 on page 34 of 49”,Name: “Table 1 of 1 on page 34 of 49”,Name: “Table 1 of 1 on page 34 of 49”,Name: “Table 1 of 1 on page 34 of 49”,Name: “Table 1 of 1 on page 34 of 49”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,
Table 15—Roundwood timber products output by product and,Table 15—Roundwood timber products output by product and,Table 15—Roundwood timber products output by product and,Table 15—Roundwood timber products output by product and,Table 15—Roundwood timber products output by product and,
"species group, Coastal Plain of Virginia, 1995 and 1999","species group, Coastal Plain of Virginia, 1995 and 1999","species group, Coastal Plain of Virginia, 1995 and 1999","species group, Coastal Plain of Virginia, 1995 and 1999","species group, Coastal Plain of Virginia, 1995 and 1999",
Product and,Product and,,Year,,Percent
species group,species group,1995,1999,Change,change
,,,Thousand cubic feet,,
Saw logs,Saw logs,,,,
,Softwood,"49,350","62,254","12,904",26.1
,Hardwood,"33,044","32,890",-154,-0.5
,Total,"82,394","95,144","12,750",15.5
Veneer logs,Veneer logs,,,,
,Softwood,"9,780","10,378",598,6.1
,Hardwood,490,361,-129,-26.3
,Total,"10,270","10,739",469,4.6
Pulpwooda,Pulpwooda,,,,
,Softwood,"57,416","44,784","-12,632",-22.0
,Hardwood,"31,473","24,693","-6,780",-21.5
,Total,"88,889","69,477","-19,412",-21.8
Composite panels,Composite panels,,,,
,Softwood,"3,753","11,885","8,132",216.7
,Hardwood,"3,632","7,245","3,613",99.5
,Total,"7,385","19,130","11,745",159.0
Other industrial,Other industrial,,,,
,Softwood,410,878,468,114.1
,Hardwood,728,728,0,--
,Total,"1,138","1,606",468,41.1
All industrial,All industrial,,,,
,Softwood,"120,709","130,179","9,470",7.8
,Hardwood,"69,367","65,917","-3,450",-5.0
,Total,"190,076","196,096","6,020",3.2
-- = negligible.,-- = negligible.,,,,
a,"Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills",
"(2,319,000 cubic feet in 1995 and 1,599,000 cubic feet in 1999).","(2,319,000 cubic feet in 1995 and 1,599,000 cubic feet in 1999).","(2,319,000 cubic feet in 1995 and 1,599,000 cubic feet in 1999).","(2,319,000 cubic feet in 1995 and 1,599,000 cubic feet in 1999).",,
,,,28,,
