Name: “Table 1 of 1 on page 47 of 49”,Name: “Table 1 of 1 on page 47 of 49”,Name: “Table 1 of 1 on page 47 of 49”,Name: “Table 1 of 1 on page 47 of 49”,Name: “Table 1 of 1 on page 47 of 49”,Name: “Table 1 of 1 on page 47 of 49”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,
"Table 28—Total roundwood output by species group, detailed species group and","Table 28—Total roundwood output by species group, detailed species group and","Table 28—Total roundwood output by species group, detailed species group and","Table 28—Total roundwood output by species group, detailed species group and","Table 28—Total roundwood output by species group, detailed species group and","Table 28—Total roundwood output by species group, detailed species group and"
"ownership class, Virginia, 1999","ownership class, Virginia, 1999",,,,
,,,Ownership class,Ownership class,
Species group and,,National,Other,Forest,Nonindustrial
detailed species group,Total,forest,public,industry,private
,,,Thousand cubic feet,,
Softwood,,,,,
Cedar,"1,122",0,34,282,806
White pine,"10,726",0,136,235,"10,356"
Loblolly-shortleaf pine,"180,186",0,"9,643","68,534","102,009"
Other yellow pines,"71,676",406,"3,217","14,418","53,635"
Cypress,150,0,0,84,67
Hemlock,"2,000",0,0,0,"2,000"
Total softwoods,"265,860",406,"13,030","83,553","168,872"
Hardwood,,,,,
Soft maple,"19,161","1,734",123,"2,572","14,732"
Hard maple,"1,957",9,0,49,"1,899"
Other birch,"2,725",81,9,737,"1,898"
Hickory,"14,817",573,115,"1,421","12,707"
Beech,"3,879",0,3,364,"3,512"
Ash,"3,431",41,6,403,"2,981"
Black walnut,"2,114",195,31,183,"1,705"
Sweetgum,"21,281",0,112,"4,134","17,035"
Yellow-poplar,"55,165","1,441",468,"8,457","44,800"
Blackgum-tupelo,"4,918",150,13,740,"4,015"
Sycamore,"3,405",42,0,906,"2,456"
Cottonwood,475,0,0,59,416
Black cherry,716,87,38,54,537
Select white oaks,"45,261","1,403",561,"7,014","36,283"
Other white oaks,"19,422","3,539",414,"1,155","14,314"
Select red oaks,"18,415","2,740",242,"1,477","13,955"
Other red oaks,"48,457","2,833",981,"5,177","39,466"
Basswood,"1,566",423,21,0,"1,122"
Elm,"1,145",0,9,259,877
Other Eastern,,,,,
hardwoods,"11,557",462,84,780,"10,231"
Total hardwoods,"279,865","15,753","3,230","35,943","224,940"
All species,"545,725","16,158","16,259","119,496","393,812"
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,
,,41,,,
