Name: “Table 1 of 1 on page 25 of 49”,Name: “Table 1 of 1 on page 25 of 49”,Name: “Table 1 of 1 on page 25 of 49”,Name: “Table 1 of 1 on page 25 of 49”,Name: “Table 1 of 1 on page 25 of 49”,Name: “Table 1 of 1 on page 25 of 49”,Name: “Table 1 of 1 on page 25 of 49”,Name: “Table 1 of 1 on page 25 of 49”,Name: “Table 1 of 1 on page 25 of 49”,Name: “Table 1 of 1 on page 25 of 49”,Name: “Table 1 of 1 on page 25 of 49”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,,,,,
"Table 3—Number of primary wood-using plants by industry, Virginia, 1976–1999","Table 3—Number of primary wood-using plants by industry, Virginia, 1976–1999","Table 3—Number of primary wood-using plants by industry, Virginia, 1976–1999","Table 3—Number of primary wood-using plants by industry, Virginia, 1976–1999","Table 3—Number of primary wood-using plants by industry, Virginia, 1976–1999","Table 3—Number of primary wood-using plants by industry, Virginia, 1976–1999","Table 3—Number of primary wood-using plants by industry, Virginia, 1976–1999","Table 3—Number of primary wood-using plants by industry, Virginia, 1976–1999","Table 3—Number of primary wood-using plants by industry, Virginia, 1976–1999","Table 3—Number of primary wood-using plants by industry, Virginia, 1976–1999",
,,,,,,Year,,,,
Industry,Industry,1976,1978,1980,1984,1987,1989,1992,1995,1999
Sawmills,Sawmills,451,324,392,419,355,323,276,254,254
Veneer or plywood mills,Veneer or plywood mills,10,12,12,12,10,10,9,8,7
Pulpmills,Pulpmills,9,8,9,9,9,9,9,9,9
Composite panel mills,Composite panel mills,0,0,0,0,1,3,3,3,4
Other mills,Other mills,15,18,24,22,19,24,14,15,16
All plants,All plants,485,362,437,462,394,369,311,289,290
"Table 4—Roundwood receipts by sawmill size, Virginia, 1995 and 1999","Table 4—Roundwood receipts by sawmill size, Virginia, 1995 and 1999","Table 4—Roundwood receipts by sawmill size, Virginia, 1995 and 1999","Table 4—Roundwood receipts by sawmill size, Virginia, 1995 and 1999","Table 4—Roundwood receipts by sawmill size, Virginia, 1995 and 1999","Table 4—Roundwood receipts by sawmill size, Virginia, 1995 and 1999","Table 4—Roundwood receipts by sawmill size, Virginia, 1995 and 1999","Table 4—Roundwood receipts by sawmill size, Virginia, 1995 and 1999","Table 4—Roundwood receipts by sawmill size, Virginia, 1995 and 1999",,
,,,1995,,,,1999,1999,,
Sawmill,Sawmill,Number,Thousand,,Percent,Number,Thousand,Thousand,Percent,
size class a,size class a,of mills,board feet,of volume,of volume,of mills,board feet,board feet,of volume,
Million board feet,Million board feet,,,,,,,,,
"
    ","
    ",64,"22,357",,2,67,"22,697","22,697",2,
1.0 - 4.99,1.0 - 4.99,106,"295,647",,23,94,"265,231","265,231",19,
5.0 - 9.99,5.0 - 9.99,57,"393,473",,31,55,"369,991","369,991",26,
> 10,> 10,27,"565,493",,44,38,"758,791","758,791",53,
,Total,254,"1,276,970",,100,254,"1,416,710","1,416,710",100,
a,Based on volume received as opposed to actual capacity.,Based on volume received as opposed to actual capacity.,Based on volume received as opposed to actual capacity.,Based on volume received as opposed to actual capacity.,Based on volume received as opposed to actual capacity.,,,,,
,,,,19,19,,,,,
