Name: “Table 1 of 1 on page 45 of 49”,Name: “Table 1 of 1 on page 45 of 49”,Name: “Table 1 of 1 on page 45 of 49”,Name: “Table 1 of 1 on page 45 of 49”,Name: “Table 1 of 1 on page 45 of 49”,Name: “Table 1 of 1 on page 45 of 49”
Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45
,,,,,
"Table 26—Total roundwood output by species group, survey region, and","Table 26—Total roundwood output by species group, survey region, and","Table 26—Total roundwood output by species group, survey region, and","Table 26—Total roundwood output by species group, survey region, and","Table 26—Total roundwood output by species group, survey region, and","Table 26—Total roundwood output by species group, survey region, and"
"ownership class, Virginia, 1999","ownership class, Virginia, 1999",,,,
,,,Ownership class,Ownership class,
Species group,,National,Other,Forest,Nonindustrial
and survey region,Total,forest,public,industry,private
,,Thousand cubic feet,Thousand cubic feet,,
Softwoods,,,,,
Coastal Plain,"132,896",0,"9,243","51,823","71,830"
Southern Piedmont,"92,805",0,"3,639","25,577","63,588"
Northern Piedmont,"24,555",0,0,"6,017","18,538"
Northern Mountains,"4,053",308,0,136,"3,610"
Southern Mountains,"11,551",98,148,0,"11,305"
Total softwoods,"265,860",406,"13,030","83,553","168,872"
Hardwoods,,,,,
Coastal Plain,"79,892",0,702,"18,547","60,643"
Southern Piedmont,"87,337",0,350,"15,178","71,808"
Northern Piedmont,"31,916","1,222",492,979,"29,223"
Northern Mountains,"28,820","11,379",959,713,"15,768"
Southern Mountains,"51,900","3,151",726,527,"47,497"
Total hardwoods,"279,865","15,753","3,230","35,943","224,940"
All species,"545,725","16,158","16,259","119,496","393,812"
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,
,,39,,,
