Name: “Table 1 of 1 on page 24 of 49”,Name: “Table 1 of 1 on page 24 of 49”,Name: “Table 1 of 1 on page 24 of 49”,Name: “Table 1 of 1 on page 24 of 49”,Name: “Table 1 of 1 on page 24 of 49”,Name: “Table 1 of 1 on page 24 of 49”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,
"Table 2—Roundwood receipts by product and species group,","Table 2—Roundwood receipts by product and species group,","Table 2—Roundwood receipts by product and species group,","Table 2—Roundwood receipts by product and species group,","Table 2—Roundwood receipts by product and species group,","Table 2—Roundwood receipts by product and species group,"
"Virginia, 1995 and 1999","Virginia, 1995 and 1999",,,,
Product and,Product and,,Year,,Percent
species group,species group,1995,1999,Change,change
,,,Thousand cubic feet,,
Saw logs,Saw logs,,,,
,Softwood,"99,785","115,492","15,707",15.7
,Hardwood,"119,993","128,833","8,840",7.4
,Total,"219,778","244,325","24,547",11.2
Veneer logs,Veneer logs,,,,
,Softwood,"16,567","17,294",727,4.4
,Hardwood,"2,260","2,054",-206,-9.1
,Total,"18,827","19,348",521,2.8
Pulpwood a,Pulpwood a,,,,
,Softwood,"106,437","86,628","-19,809",-18.6
,Hardwood,"107,753","87,311","-20,442",-19.0
,Total,"214,190","173,939","-40,251",-18.8
Composite panels,Composite panels,,,,
,Softwood,"12,274","32,569","20,295",165.3
,Hardwood,"15,139","14,078","-1,061",-7.0
,Total,"27,413","46,647","19,234",70.2
Other industrial,Other industrial,,,,
,Softwood,"1,851","2,940","1,089",58.8
,Hardwood,"2,498","2,521",23,0.9
,Total,"4,349","5,461","1,112",25.6
Total output,Total output,,,,
,Softwood,"236,914","254,923","18,009",7.6
,Hardwood,"247,643","234,797","-12,846",-5.2
,Total,"484,557","489,720","5,163",1.1
a,"Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills","Includes roundwood delivered to nonpulpmills, then chipped and sold to pulpmills"
"(4,629,000 cubic feet in 1995 and 4,283,000 cubic feet in 1999).","(4,629,000 cubic feet in 1995 and 4,283,000 cubic feet in 1999).","(4,629,000 cubic feet in 1995 and 4,283,000 cubic feet in 1999).","(4,629,000 cubic feet in 1995 and 4,283,000 cubic feet in 1999).","(4,629,000 cubic feet in 1995 and 4,283,000 cubic feet in 1999).",
,,,18,,
